statecd,fortypcd,spgrpcd,trtcd1,trtcd2,trtcd3,harvest_type1_srs,harvest_type2_srs,harvest_type3_srs,totvol,vol20,vol40,vol60,vol80,vol100,vol100plus
1,141,29,0,0,0,,,,9813237.6955643006988608889638707074301767778,2030606.6829693234697294645256673765594601028,60626.7404306328400445244231348466761313838,1472366.05009000119519525538435509298439904,2424094.5735975988050247137664933912101862512,3825543.64847674438886693086422,0
1,141,29,10,20,30,11,,,8474582.618050506510772658928,8474582.618050506510772658928,0,0,0,0,0
1,141,29,20,30,0,,,,147308.5280704549468791811157126373157947252,147308.5280704549468791811157126373157947252,0,0,0,0,0
1,141,29,10,0,0,14,,,327716.9271512344510349636064,0,0,0,0,327716.9271512344510349636064,0
1,141,29,40,0,0,,,,445120.97251119770189302387296,445120.97251119770189302387296,0,0,0,0,0
1,141,31,10,20,30,11,,,67598.9144956925321111454802807057316569028,67598.9144956925321111454802807057316569028,0,0,0,0,0
1,141,31,0,0,0,,,,,,,,,,
1,141,32,10,0,0,12,,,,,,,,,
1,141,32,10,20,30,11,,,1539667.4647121551239040854901524878203308988,1539667.4647121551239040854901524878203308988,0,0,0,0,0
1,141,32,10,0,0,14,,,708782.2520931633726294012839179414646188068,0,0,708782.2520931633726294012839179414646188068,0,0,0
1,141,32,0,0,0,,,,6503305.6238235126165345163594602368579990044,1028760.644735419136456470244498318432498432,58176.7576368523890111109119,1268631.1010127033752682775750388625628069652,2111399.39686798362019702359292174444722024,1396796.7919920850539980067608378173169537636,639540.9315784690416036272742634940985196036
1,141,33,10,20,30,11,,,1785613.07729077207111954937632,1785613.07729077207111954937632,0,0,0,0,0
1,141,33,0,0,0,,,,65746.94045211659895321211404,65746.94045211659895321211404,0,0,0,0,0
1,141,33,20,30,0,,,,2460741.741223983416418742154756135774469938,2460741.741223983416418742154756135774469938,0,0,0,0,0
1,141,34,10,20,30,11,,,5840176.303281713220357569070365967168691779,5840176.303281713220357569070365967168691779,0,0,0,0,0
1,141,34,10,30,40,11,,,546553.81473707802403531410376,546553.81473707802403531410376,0,0,0,0,0
1,141,34,0,0,0,,,,14473662.5166201238911146516182398270980906928,4661834.453833993762340586155666543355293342,594219.992060334727154089023073271618450082,0,6341757.10499721302007640879268558852092344,2442037.00933012180748291938884,433813.9563984605740606482579744236034238288
1,141,35,10,20,30,11,,,135712.05504344097300604530918,135712.05504344097300604530918,0,0,0,0,0
1,141,35,10,0,0,14,,,6835330.2643090902263856963130011616058100348,0,0,6476969.4693063418087244797723011616058100348,0,358360.7950027484176612165407,0
1,141,35,0,0,0,,,,10290173.811500091757579308651055276473386758,1344390.1958344086187243881155,2213022.5436255988874921302835915480706848144,2075950.4890352118912921894892455647479483068,1884901.8687594073908296410316122837806191508,2771908.714245464969240959731105879874134486,0
1,141,36,0,0,0,,,,1569697.8942147852402632936008096284266538496,1569697.8942147852402632936008096284266538496,0,0,0,0,0
1,141,36,20,30,0,,,,,,,,,,
1,141,36,10,20,30,11,,,609861.2487327935830846847616,609861.2487327935830846847616,0,0,0,0,0
1,141,38,0,0,0,,,,188641.06050897028933407041478,188641.06050897028933407041478,0,0,0,0,0
1,141,39,0,0,0,,,,16765918.7447251254988763651274072695393401956,2839962.3089199411294244120018933930747100672,1905484.6336019125165330304905883826153082576,0,4195300.7483926637162236346485297611030708436,7825171.0538106081366952879863957327462510272,0
1,141,39,10,20,30,11,,,6439637.5516707849133338016759904164596014354,6439637.5516707849133338016759904164596014354,0,0,0,0,0
1,141,39,40,0,0,,,,7357215.49188764543872208611795899252238644,6142463.49316954587284611796712,0,0,0,1214751.99871809956587596815083899252238644,0
1,141,41,10,0,0,14,,,71147.8931452394957707500044151490404539964,0,0,71147.8931452394957707500044151490404539964,0,0,0
1,141,41,40,0,0,,,,,,,,,,
1,141,41,20,30,0,,,,1931773.0076959762875970424728055427818067958,1931773.0076959762875970424728055427818067958,0,0,0,0,0
1,141,41,0,0,0,,,,4570397.3407791139004801476444685608047022508,906863.2082618633904407534123967068373788906,96590.529571124893004249357268608839044335,2243787.9549951129569892912268578834229183864,1323155.6479510126600458536479453617053606388,0,0
1,141,41,10,0,0,12,,,399001.4466232177989365163679,0,0,0,0,399001.4466232177989365163679,0
1,141,41,10,30,40,11,,,171406.24808116654908574604576,171406.24808116654908574604576,0,0,0,0,0
1,141,41,10,20,30,11,,,365919.69792127219178062966832,365919.69792127219178062966832,0,0,0,0,0
1,141,42,10,20,30,11,,,845793.02824904333329422358348,845793.02824904333329422358348,0,0,0,0,0
1,141,42,10,30,0,11,,,,,,,,,
1,141,42,20,30,0,,,,69979.4695615692580626154974322302616687628,69979.4695615692580626154974322302616687628,0,0,0,0,0
1,141,42,0,0,0,,,,4829136.1641694167033182043113357182458018724,338373.0617574513424811226304919301145539096,636506.721082938041144090736670725343469082,2078349.090187245246890706751686541252966878,1526841.1731388017880505867994465215348120028,249066.11800298028475169739304,0
1,141,42,50,0,0,,,,,,,,,,
1,141,42,10,0,0,14,,,168877.3137956742994727482267276316685911232,0,0,168877.3137956742994727482267276316685911232,0,0,0
1,141,42,10,0,0,12,,,,,,,,,
1,141,42,40,0,0,,,,122625.6663808193323387194904,122625.6663808193323387194904,0,0,0,0,0
1,141,43,10,0,0,14,,,3359735.7091108534509898721886303469865499624,0,0,3359735.7091108534509898721886303469865499624,0,0,0
1,141,43,20,30,0,,,,409784.214649417935331855476240286835232034,409784.214649417935331855476240286835232034,0,0,0,0,0
1,141,43,0,0,0,,,,18219175.7379125908844994179086342792286325202,6058249.6502996217209044671556274120155387828,2219606.1434462911510719929467076716695676838,3257854.3462345078973398860661475542900124404,2880995.9669286365497201861189204825724543516,3802469.6310035335654628856212311586810592616,0
1,141,43,10,30,40,11,,,250523.54626633293122073278368,250523.54626633293122073278368,0,0,0,0,0
1,141,43,10,30,0,11,,,,,,,,,
1,141,43,10,20,30,11,,,674866.39353857490891189561812,674866.39353857490891189561812,0,0,0,0,0
1,142,1,10,20,30,11,,,6922644.43562403198563484414328,6922644.43562403198563484414328,0,0,0,0,0
1,142,1,0,0,0,,,,708615160.143039511559443268766313407557244736,41840729.2065530581276393052767650120807665452,237463883.6777127519232936471322958890255253216,226850213.1281580997249166032381229187543619136,199687197.6277845731490510942655095876965909556,2773136.50283102863454261885362,0
1,142,1,20,30,0,,,,19643.79513501236506649501956,19643.79513501236506649501956,0,0,0,0,0
1,142,1,10,0,0,12,,,22928304.6255238173903478451175866143769449166,0,0,9520277.7334612548091388706215866143769449166,13408026.892062562581208974496,0,0
1,142,1,10,0,0,16,,,22803403.0413244150598049158385441546837002412,1129821.37804520595120599496409092504011136,0,0,21673581.6632792091085989208744532296435888812,0,0
1,142,1,50,0,0,,,,4241125.67317595109111742039742,4241125.67317595109111742039742,0,0,0,0,0
1,142,1,40,0,0,,,,13456094.4845399518684937954916488967902132152,0,6712013.3154004816606105786654,6744081.1691394702078832168262488967902132152,0,0,0
1,142,1,10,40,0,11,,,2227004.8028724077426452689509026189321985408,0,2227004.8028724077426452689509026189321985408,0,0,0,0
1,142,1,10,0,0,14,,,50544924.0442550378509266890495886610440799948,5671733.623975106000842688115355045157186196,21481139.4541832131780767869692311846634775308,0,0,23392050.966096718672007213965002431223416268,0
1,142,1,20,30,50,,,,,,,,,,
1,142,2,10,0,0,16,,,283346.61589977151321939799847548426126064,283346.61589977151321939799847548426126064,0,0,0,0,0
1,142,2,10,0,0,12,,,16488632.4777987393662597838127500382315842384,0,0,16488632.4777987393662597838127500382315842384,0,0,0
1,142,2,10,40,0,11,,,6526522.272236072656125927880476547601427013,0,6526522.272236072656125927880476547601427013,0,0,0,0
1,142,2,0,0,0,,,,150604823.3364152302198272597151843254543485644,26696545.5963396923048144011082663760821449748,68549404.850564039177696680036989289932150281,33962741.7143893806921577151708019142118262666,21396131.175122118045158463399126745228227042,0,0
1,142,2,10,0,0,14,,,1220008.9826807394803825942981597363881537056,0,1220008.9826807394803825942981597363881537056,0,0,0,0
1,142,2,10,20,30,11,,,155990.19522570288273181934872,155990.19522570288273181934872,0,0,0,0,0
1,142,3,10,0,0,16,,,,,,,,,
1,142,3,0,0,0,,,,2732293.5225395148131840871490319940243057668,0,2732293.5225395148131840871490319940243057668,0,0,0,0
1,142,8,0,0,0,,,,17122935.9790807360028791927394479720798795822,0,363556.014443471437988348833387947352868271,2623866.927475353031471216695740742698417508,14135513.0371619115334196272103192820285938032,0,0
1,142,9,0,0,0,,,,371902.1603150922980189575430909945507680356,0,371902.1603150922980189575430909945507680356,0,0,0,0
1,142,9,10,40,0,11,,,,,,,,,
1,142,9,10,0,0,12,,,,,,,,,
1,142,25,0,0,0,,,,10964510.5840754028576056060590878367421623284,0,213103.8521366671122103203872998331723480188,1758675.2567900233607412410791080035698143096,8992731.47514871238465404459268,0,0
1,142,27,0,0,0,,,,1073320.893940076226076504230480296500801943,0,265469.1522970541507124790774868038904250334,669205.2813444348924825565356468370775577664,138646.4602985871828814686173466555328191432,0,0
1,142,27,10,0,0,14,,,100795.4245163879986248491575,0,100795.4245163879986248491575,0,0,0,0
1,142,27,50,0,0,,,,,,,,,,
1,142,28,10,40,0,11,,,1356813.2301635458008800127422924160437930194,0,1356813.2301635458008800127422924160437930194,0,0,0,0
1,142,28,0,0,0,,,,60788701.625717991674750379134446654613196548,1945562.7304326330527076350439234545854611192,21412654.2306348083550057724563219629581778832,12586262.933853647180961671517552959312844066,24844221.7307969030860753001166482777567134796,0,0
1,142,28,10,0,0,12,,,1070572.061509098105260369230663184503288478,0,0,83803.217528750678414168700563184503288478,986768.8439803474268462005301,0,0
1,142,28,40,0,0,,,,167439.6394426037577711950652592585693877196,0,0,167439.6394426037577711950652592585693877196,0,0,0
1,142,28,10,20,30,11,,,36889.41372296089478464770952,36889.41372296089478464770952,0,0,0,0,0
1,142,28,10,0,0,14,,,2361557.580141406783446335138472466462473676,0,1561463.050636593813416930333540137627721728,0,0,800094.529504812970029404804932328834751948,0
1,142,29,0,0,0,,,,7287642.87886340285877401411914,6593992.59166256797922581358068,248529.3146896371776551766655,0,445120.97251119770189302387296,0,0
1,142,32,20,30,0,,,,53458.1413249273625152185125,53458.1413249273625152185125,0,0,0,0,0
1,142,32,40,0,0,,,,288843.4373562062818925097697691119811845636,0,110433.3167627471120957734237,178410.1205934591697967363460691119811845636,0,0,0
1,142,32,0,0,0,,,,18355762.1436913639488068878792701330755530564,1103988.3366462625295264732833371684483976832,1967639.9247619859936331476589262225969134708,6165012.3560823054910212461520421703077450652,9119121.5262008099346260207849645717224968372,0,0
1,142,32,10,0,0,14,,,311415.357395501349255950797500111057927864,0,0,0,0,311415.357395501349255950797500111057927864,0
1,142,34,10,0,0,12,,,,,,,,,
1,142,34,10,0,0,14,,,1148407.1411189213084572712328949870926016044,0,0,0,0,1148407.1411189213084572712328949870926016044,0
1,142,34,0,0,0,,,,14920887.4861835338976029375664968388433843982,2377688.281114398799216509417,2054172.5630422490356942411043873478128357104,6095409.289215107106003242481969339286284079,4393617.3528117789566889445631401517442646088,0,0
1,142,34,40,0,0,,,,2267770.4162563160997595746375922697644209204,0,0,2267770.4162563160997595746375922697644209204,0,0,0
1,142,35,10,0,0,14,,,1585103.2089098938617935864417078065631764536,0,0,0,0,1585103.2089098938617935864417078065631764536,0
1,142,35,10,0,0,16,,,431235.7126486836266799917756028611623198644,0,0,0,431235.7126486836266799917756028611623198644,0,0
1,142,35,10,20,30,11,,,1669761.103055248584552146192,1669761.103055248584552146192,0,0,0,0,0
1,142,35,0,0,0,,,,45091769.0853453551254535100705719629073080386,304289.0584801221779459437833582876901431012,3513943.0528384689953514226283329579610583854,18474793.293223907896889226705838119049486836,22798743.680802856055266916953042598206619716,0,0
1,142,36,0,0,0,,,,116733.202374051934154503995,116733.202374051934154503995,0,0,0,0,0
1,142,39,0,0,0,,,,14890062.1496494804715033695477764485543280732,5007144.74052278950098108696768,357183.3506559462593365998147248707797288116,2361471.1454974518707682792568229980859902308,7164262.9129732928404174035085485796886090308,0,0
1,142,39,10,0,0,16,,,360186.4449829381739846459457998770085499468,0,0,0,360186.4449829381739846459457998770085499468,0,0
1,142,39,40,0,0,,,,44971.6216429738399406835379,0,44971.6216429738399406835379,0,0,0,0
1,142,41,10,0,0,14,,,182388.1615335420124007662667599291367314224,0,182388.1615335420124007662667599291367314224,0,0,0,0
1,142,41,10,0,0,16,,,130869.06548600040474188515105404445489284,130869.06548600040474188515105404445489284,0,0,0,0,0
1,142,41,0,0,0,,,,3914214.3695035091576317047367682913654103184,942539.5755746899832951409197599291367314224,484046.1568310503895404579014965107327855224,686174.0753214569305060605736019557697576188,1801454.5617763118542900453419098957261357548,0,0
1,142,42,0,0,0,,,,2455168.9788259180970960810167086791320374852,101958.952135734340223286225,79458.6862496925823029206237930105192385692,1601210.814858252738886504983431613297646362,672540.525582238435683369184484055315152554,0,0
1,142,43,10,20,30,11,,,306702.2317029626588556324688,306702.2317029626588556324688,0,0,0,0,0
1,142,43,10,0,0,16,,,408154.3084869147801921378645194847813317208,0,0,0,408154.3084869147801921378645194847813317208,0,0
1,142,43,10,0,0,14,,,758416.376763887349472409885865889782998856,0,0,0,0,758416.376763887349472409885865889782998856,0
1,142,43,0,0,0,,,,49277259.5085578253023729868646802373741382272,1860614.8446812362456436721216302571601746044,5156466.178214759583970746709194729598466696,12453751.3182999009135018185260310269939239304,29806427.1673619285592567495078242236215729964,0,0
1,142,43,20,30,0,,,,,,,,,,
1,161,1,10,40,0,11,,,1111830.88652315747820601947831219489707496,1111830.88652315747820601947831219489707496,0,0,0,0,0
1,161,1,20,30,0,,,,4877671.355803876050914992467819194806324014,4877671.355803876050914992467819194806324014,0,0,0,0,0
1,161,1,0,0,0,,,,253120779.764156073983906556191396198504268166,75900579.3264780266376359152990621043960575148,97641831.5103692513683995449630806236977049374,54398028.5589207398939614478255076906485866898,24167521.320596288924729568590965779761919024,1012819.04779176715918007951278,0
1,161,1,10,0,0,11,,,1161770.0491752830941604411908531699409675652,840720.7137812579074227705809690507766971196,321049.3353940251867376706098841191642704456,0,0,0,0
1,161,1,50,0,0,,,,4526858.1986051569974300740649766113813954,0,4526858.1986051569974300740649766113813954,0,0,0,0
1,161,1,10,40,0,12,,,2908479.8656716970008376067559076618327446694,0,2908479.8656716970008376067559076618327446694,0,0,0,0
1,161,1,30,0,0,,,,12364968.84429761076429729972372,12364968.84429761076429729972372,0,0,0,0,0
1,161,1,10,0,0,13,,,16076532.412714232495193640147701972103893774,0,0,0,16076532.412714232495193640147701972103893774,0,0
1,161,1,10,30,20,11,,,4150089.68332724001673890033448,4150089.68332724001673890033448,0,0,0,0,0
1,161,1,10,0,0,14,,,26853954.8769577781842599810478261270303124628,7265157.085437396414776816445184497915522444,13496772.4094520034863202710008925473765851004,6092025.3820683782831628936017490817382049184,0,0,0
1,161,1,10,0,0,15,,,2715115.3146235934445520798299,0,0,2715115.3146235934445520798299,0,0,0
1,161,1,10,30,0,11,,,16182503.4144564817449554380353734589337140648,16182503.4144564817449554380353734589337140648,0,0,0,0,0
1,161,1,10,20,30,11,,,53177945.4304091830956863407339016474555798564,53177945.4304091830956863407339016474555798564,0,0,0,0,0
1,161,2,10,20,30,11,,,1266170057.2335049040349525905734733889209118216,1266170057.2335049040349525905734733889209118216,0,0,0,0,0
1,161,2,10,40,0,14,,,327772001.9018735835834486086022442312526476264,55832676.1608018270713924960624591475366916728,232782588.1169199968613729540310724854082334336,38338251.00645181742142529708295259830772252,818486.61769994222925786142576,0,0
1,161,2,10,10,0,14,14,,95048865.4316763134515087458660094970412269852,19829996.0337946654632705206396738820192828928,75218869.3978816479882382252263356150219440924,0,0,0,0
1,161,2,10,20,0,11,,,64873163.7832144024036610600730550209488304562,64873163.7832144024036610600730550209488304562,0,0,0,0,0
1,161,2,30,0,0,,,,26431650.9726563387787886084189196645020364194,26431650.9726563387787886084189196645020364194,0,0,0,0,0
1,161,2,10,0,0,16,,,32074287.841096546705633451144286804171240312,0,25091565.851550242700366205370155210641368112,6982721.9895463040052672457741315935298722,0,0,0
1,161,2,20,30,0,,,,36550956.3253224094173575199131594290502061674,36550956.3253224094173575199131594290502061674,0,0,0,0,0
1,161,2,10,0,0,13,,,41629980.3565042691959879285918569752951877178,0,0,41566996.8645351612497286934003937114821828102,62983.4919691079462592351914632638130049076,0,0
1,161,2,10,30,50,11,,,1925309.193387851726647268531133958270043808,1925309.193387851726647268531133958270043808,0,0,0,0,0
1,161,2,30,10,0,,11,,797929.36674001006947954181347392768713236,797929.36674001006947954181347392768713236,0,0,0,0,0
1,161,2,50,0,0,,,,16767258.1650302076588092175815842163794498112,14167152.4648378181988372528032,2600105.7001923894599719647783842163794498112,0,0,0,0
1,161,2,20,30,40,,,,16265.8027738560587139410213149547559919488,16265.8027738560587139410213149547559919488,0,0,0,0,0
1,161,2,30,10,30,,11,,17141421.3140700703949734068119263199053415936,17141421.3140700703949734068119263199053415936,0,0,0,0,0
1,161,2,50,30,0,,,,,,,,,,
1,161,2,0,0,0,,,,13232124441.8498052420131110780160592250591864462,3313038479.8477446015793761823546977582394287958,6745933136.9855990643848372476530245976434541798,2142971369.9637504626894068172146787391874696994,850845483.7175571269777696773188411361287109898,170833585.5059622720709039252654669785314427376,8502385.8291917143108172282093500153286800438
1,161,2,10,30,0,11,,,130563058.5230526310335721501355433715518435472,130563058.5230526310335721501355433715518435472,0,0,0,0,0
1,161,2,10,40,0,12,,,7116637.2264599329747443268406104443742668306,0,5479700.8637400522911873451776171947310037282,0,1636936.3627198806835569816629932496432631024,0,0
1,161,2,10,10,30,14,11,,6384799.84519073330774456689968,6384799.84519073330774456689968,0,0,0,0,0
1,161,2,10,40,0,11,,,250163437.9493859585597918293874015653037304922,250163437.9493859585597918293874015653037304922,0,0,0,0,0
1,161,2,10,50,0,14,,,126828351.6375161676425697791547004757201958264,9052166.66614100815518662427291776394779112,117776184.9713751594873831548817827117724047064,0,0,0,0
1,161,2,10,30,40,11,,,7022151.89896283600792182136632655688400116,7022151.89896283600792182136632655688400116,0,0,0,0,0
1,161,2,10,0,0,15,,,59726806.8746330372724394069607647397331132736,4571644.6525110032462819395285647397331132736,8125202.01493893192171977944718,5505172.3782726505935208576023,41524787.82891045151091683038272,0,0
1,161,2,40,0,0,,,,156005768.3418739983717672631357395560729611348,42793310.8243134954483042539566889571453335822,83102483.3530930550835631122502505989276275526,30109974.1644674478398998969288,0,0,0
1,161,2,20,0,0,,,,46048776.4506464780321129308906221094610834224,0,46048776.4506464780321129308906221094610834224,0,0,0,0
1,161,2,10,40,50,14,,,11551413.5048884533607154959163747589412232704,0,11551413.5048884533607154959163747589412232704,0,0,0,0
1,161,2,40,50,0,,,,642773.606056952098099582383,642773.606056952098099582383,0,0,0,0,0
1,161,2,10,30,20,11,,,75866483.463411828549216048285213288335427897,75866483.463411828549216048285213288335427897,0,0,0,0,0
1,161,2,10,0,0,14,,,4958506915.4594707989888910505600881126281811078,1476375667.0794969795058619577234774957949964664,3324816402.7607330097355142180280375324528457118,157314845.6192408097475148748085730843803389296,0,0,0
1,161,2,10,20,40,11,,,30539049.7920074702601148294361165321672500224,30539049.7920074702601148294361165321672500224,0,0,0,0,0
1,161,2,10,10,40,14,11,,7595728.616552377831819168878,7595728.616552377831819168878,0,0,0,0,0
1,161,2,10,30,0,14,,,9808634.00831856514086432827776,0,9808634.00831856514086432827776,0,0,0,0
1,161,2,10,40,20,11,,,9804277.094248854069022686290346920116142451,9804277.094248854069022686290346920116142451,0,0,0,0,0
