statecd,fortypcd,spgrpcd,trtcd1,trtcd2,trtcd3,harvest_type1_srs,harvest_type2_srs,harvest_type3_srs,totvol,vol20,vol40,vol60,vol80,vol100,vol100plus
1,519,25,0,0,0,,,,4456126.4300514937911962377023038097391649408,4456126.4300514937911962377023038097391649408,0,0,0,0,0
1,519,25,10,0,0,12,,,373385.27426969326686738634294941712643856,0,0,0,373385.27426969326686738634294941712643856,0,0
1,519,27,0,0,0,,,,910297.443613267040504052001282487683951616,910297.443613267040504052001282487683951616,0,0,0,0,0
1,519,27,10,0,0,11,,,248231.3600585170733208050008594981466343,248231.3600585170733208050008594981466343,0,0,0,0,0
1,519,27,10,40,0,11,,,876764.64892566800087920494608117856183822,698945.56602335550268840803908117856183822,177819.082902312498190796907,0,0,0,0
1,519,27,10,0,0,12,,,859847.89220947399934651082610422673520622,0,0,0,859847.89220947399934651082610422673520622,0,0
1,519,28,10,0,0,11,,,4742506.59313388929128372145294272192438384,4742506.59313388929128372145294272192438384,0,0,0,0,0
1,519,28,10,0,0,12,,,,,,,,,
1,519,28,0,0,0,,,,2714369.5180719283049693951321042910300739984,2504764.6053178748641050279987292062796021984,0,0,209604.9127540534408643671333750847504718,0,0
1,519,28,10,40,0,11,,,2241631.98216028266485618975685655189027026,1365350.92257571624848910798785655189027026,876281.059584566416367081769,0,0,0,0
1,519,29,10,40,0,11,,,1270983.77915764371311280109668689036543436,1270983.77915764371311280109668689036543436,0,0,0,0,0
1,519,29,10,0,0,11,,,210235.52190965001801790342994121651594948,210235.52190965001801790342994121651594948,0,0,0,0,0
1,519,29,0,0,0,,,,1449707.7382575624903566793299472299268389376,271370.8803347299584959634447192362027774976,0,0,1178336.85792283253186071588522799372406144,0,0
1,519,32,10,40,0,11,,,1635333.50785254441281177046003369415967466,276932.65703265807899202129003369415967466,1358400.85081988633381974917,0,0,0,0
1,519,32,0,0,0,,,,9011599.0861247802729244192616132402878101552,391382.652929329596443441505706064369459776,2408994.6787900957920127265696337758661962752,2502284.80259559935169864232,3708936.951809755532769608866273400052154104,0,0
1,519,32,10,0,0,12,,,399812.8578911774911085543079807874453713,0,0,0,399812.8578911774911085543079807874453713,0,0
1,519,32,10,0,0,11,,,519094.55909134384659913380309266188042368,519094.55909134384659913380309266188042368,0,0,0,0,0
1,519,33,10,0,0,12,,,,,,,,,
1,519,33,0,0,0,,,,,,,,,,
1,519,34,0,0,0,,,,9241777.1005204062408414717098295750182469856,1566176.384598274621101822648704873099144832,174346.2107835473290987016379567783392769536,1866142.0338636672800952131054,5635112.4712749170105457343177679235798252,0,0
1,519,34,10,40,0,11,,,3510665.10860333521640118144152467704197052,3042228.61169210355079294435052467704197052,468436.496911231665608237091,0,0,0,0
1,519,35,10,0,0,11,,,,,,,,,
1,519,35,0,0,0,,,,199712.0231269917231353630684625806368064336,51156.1396983177101454555146883196738843136,0,0,148555.88342867401298990755377426096292212,0,0
1,519,35,10,40,0,11,,,,,,,,,
1,519,39,0,0,0,,,,2764219.7768847986725347893159706262839865536,199888.1454761051686162768900712741824771584,1871948.0055459512805983908480866262076739072,0,692383.625862742223320121577812725893835488,0,0
1,519,41,10,40,0,11,,,367426.68909999247559861755916758902301662,367426.68909999247559861755916758902301662,0,0,0,0,0
1,519,41,0,0,0,,,,1138038.6770114430187016430175312406552373056,165032.341489261382793171054864035418961152,113008.8833345211576898328771852689619495936,103513.8447176587227705053628,756483.60747000175544813372268193627432656,0,0
1,519,41,10,0,0,11,,,236173.09210234301761593605067421155901662,236173.09210234301761593605067421155901662,0,0,0,0,0
1,519,41,10,0,0,12,,,,,,,,,
1,519,42,10,40,0,11,,,71217.499091122070368241862,0,71217.499091122070368241862,0,0,0,0
1,519,42,10,0,0,11,,,,,,,,,
1,519,42,0,0,0,,,,135498.874227814569727559384099570511711744,0,0,0,135498.874227814569727559384099570511711744,0,0
1,519,43,10,0,0,11,,,,,,,,,
1,519,43,0,0,0,,,,1604144.7899903396180128373871596678906252752,1440350.6288283982602846501034612716203041792,0,0,163794.161161941357728187283698396270321096,0,0
1,519,43,10,0,0,12,,,,,,,,,
1,519,43,10,40,0,11,,,4588218.1720283248433598776731612059039876,255716.2787239705303976257231612059039876,4332501.89330435431296225195,0,0,0,0
1,520,1,10,20,40,13,,,8315758.44135739106793438122216,0,0,0,8315758.44135739106793438122216,0,0
1,520,1,10,0,0,15,,,9099699.27469250396955875757522,0,9099699.27469250396955875757522,0,0,0,0
1,520,1,10,0,0,13,,,17763451.1800691487870832878290033564838629648,10509196.6991680604201524632872433564838629648,0,0,0,7254254.48090108836693082454176,0
1,520,1,10,0,0,11,,,28683149.9333919831969229679823340962655584236,28683149.9333919831969229679823340962655584236,0,0,0,0,0
1,520,1,10,20,30,11,,,8197163.6331388429240808930348747568486312648,8197163.6331388429240808930348747568486312648,0,0,0,0,0
1,520,1,10,0,0,12,,,10554519.12835083071182435141068,0,0,3312754.20779192155722467203764,7241764.92055890915459967937304,0,0
1,520,1,10,40,0,11,,,4989442.7106298919029582290050027841446116076,3544366.2291404828645214457097227841446116076,1445076.48148940903843678329528,0,0,0,0
1,520,1,0,0,0,,,,87038534.597275494992629138423674543290841895,8251252.2093123842819199430244450010726651552,3388268.0412087950256467714431367133076896634,25739536.4548380406618742496108781429911103926,44545307.574697554678238023478077588980938092,2825899.1052220900850740930887296611242072894,2288271.2119966302598760577784074358142313024
1,520,2,0,0,0,,,,1047029003.7381718236590887555092063011619433036,122747493.8658043959805560847562009236199202588,276975151.7707498292284423041478806843197170246,383667998.4111844992873323759484726799066182846,234638010.0710290087080276325594646755535477086,26946993.2780829748508323872154211765248233266,2053356.3413211156038979708817661612373167004
1,520,2,10,20,30,11,,,57677100.6113854971088174604220580075607809146,57677100.6113854971088174604220580075607809146,0,0,0,0,0
1,520,2,10,10,0,12,11,,1466645.4819932247019482918702267198664439296,1466645.4819932247019482918702267198664439296,0,0,0,0,0
1,520,2,10,0,0,12,,,53737605.3005970531702747952848178690724402544,3587865.1212411071350786228264282518179937202,10821617.4560254194699470009584366915381895342,26503575.9579787225771971335854439714111522634,12824546.7653518039880520379145089543051047366,0,0
1,520,2,10,20,0,11,,,3657014.5812835388765185035808,3657014.5812835388765185035808,0,0,0,0,0
1,520,2,10,20,0,13,,,13337267.8997300402510080947064334831952064412,0,13337267.8997300402510080947064334831952064412,0,0,0,0
1,520,2,10,50,30,11,,,2152082.11620169538451937055149584049899363,2152082.11620169538451937055149584049899363,0,0,0,0,0
1,520,2,10,50,0,11,,,10197520.356250642652932947596613098210001498,10197520.356250642652932947596613098210001498,0,0,0,0,0
1,520,2,10,40,0,13,,,26453487.0778819821964072866202,14284166.8605475603261510040662,0,12169320.217334421870256282554,0,0,0
1,520,2,10,0,0,11,,,102448986.1383927541681938245170049362238150834,95720627.1686477194831385242000449362238150834,0,0,6728358.96974503468505530031696,0,0
1,520,2,50,40,0,,,,528095.012799991762718708217,0,0,0,0,528095.012799991762718708217,0
1,520,2,10,30,0,11,,,12621646.8110453223709100901015400111486844712,12621646.8110453223709100901015400111486844712,0,0,0,0,0
1,520,2,10,40,0,11,,,131863238.6503294179629261308509553455332114498,125255095.3526915785516383872259953455332114498,6608143.29763783941128774362496,0,0,0,0
1,520,2,20,30,0,,,,8112129.1721040080589242727784060880998185472,8112129.1721040080589242727784060880998185472,0,0,0,0,0
1,520,2,10,0,0,13,,,,,,,,,
1,520,2,10,40,0,12,,,18782123.7983530498654584693557016221491962054,0,16072288.3445426173429014369302276303004866572,2709835.4538104325225570324254739918487095482,0,0,0
1,520,2,20,40,0,,,,,,,,,,
1,520,2,10,20,40,11,,,12928679.1552221529135995181518632061900073984,12928679.1552221529135995181518632061900073984,0,0,0,0,0
1,520,2,10,0,0,15,,,13591322.9397958669352491180013717584571297792,0,334113.157701875136370237676,13257209.7820939917988788803253717584571297792,0,0,0
1,520,2,10,0,0,14,,,7395432.6250877315541850337056087604095878452,0,6676196.6049123561719054750400087604095878452,719236.0201753753822795586656,0,0,0
1,520,2,40,0,0,,,,13918696.65864877129406378145468,13918696.65864877129406378145468,0,0,0,0,0
1,520,3,0,0,0,,,,27816973.8427329907136273938536716626415145344,3251418.797971546471259661690649991161811746,7870507.3392950944011754851926816666963848488,11375692.5917216627754930382463487219462381952,3306325.9408266045570373124262936531786313328,1898717.7755894621740232564882576296584484116,114311.39732862033463863980944
1,520,3,10,40,0,11,,,140865.05667923228521674711648,140865.05667923228521674711648,0,0,0,0,0
1,520,3,10,0,0,14,,,,,,,,,
1,520,3,40,0,0,,,,5481300.65488599357891299323206,5481300.65488599357891299323206,0,0,0,0,0
1,520,3,10,20,30,11,,,,,,,,,
1,520,3,10,0,0,12,,,1132653.9486573490603523954679666825932664198,0,0,1132653.9486573490603523954679666825932664198,0,0,0
1,520,3,10,40,0,12,,,497661.713706247339411744599324991699848,0,497661.713706247339411744599324991699848,0,0,0,0
1,520,7,0,0,0,,,,2277986.07697581461080602136415324354961156,0,0,2277986.07697581461080602136415324354961156,0,0,0
1,520,8,10,40,0,11,,,1826690.55665839927117472465184,1826690.55665839927117472465184,0,0,0,0,0
1,520,8,10,0,0,12,,,983376.19269527995151623147462,0,0,983376.19269527995151623147462,0,0,0
1,520,8,0,0,0,,,,11997710.718206405492923502766455587753630818,4802931.4031274291879609596716160958291049824,6212290.743409464975129245717853693250851016,0,982488.5716695113298332973769857986736748196,0,0
1,520,8,40,0,0,,,,267999.66189549105855212170792,0,267999.66189549105855212170792,0,0,0,0
1,520,9,10,20,0,11,,,,,,,,,
1,520,9,10,0,0,11,,,580849.09139461751588397387212,580849.09139461751588397387212,0,0,0,0,0
1,520,9,10,50,30,11,,,655025.5967430869903866516860229845962966914,655025.5967430869903866516860229845962966914,0,0,0,0,0
1,520,9,40,0,0,,,,863439.3468873551464396572882919053005236332,863439.3468873551464396572882919053005236332,0,0,0,0,0
1,520,9,10,0,0,14,,,410138.94424005563356504087904,0,0,410138.94424005563356504087904,0,0,0
1,520,9,10,0,0,12,,,719998.67944111097509590181489949088855756,0,719998.67944111097509590181489949088855756,0,0,0,0
1,520,9,10,0,0,15,,,77039.15982992437117044537654,0,77039.15982992437117044537654,0,0,0,0
1,520,9,10,40,0,11,,,925450.7360355032394947350993671816512259894,925450.7360355032394947350993671816512259894,0,0,0,0,0
1,520,9,0,0,0,,,,25692398.9707459293588585517276476333950010148,4859862.005303597112371402295703872663382338,6277537.3551747743620389835507137498893571132,7921768.8306175410306590126440442016036291756,6633230.779650016853789153237185809238632388,0,0
1,520,25,10,20,30,11,,,231261.11863372811356720982176,231261.11863372811356720982176,0,0,0,0,0
1,520,25,10,0,0,13,,,,,,,,,
1,520,25,0,0,0,,,,145315098.2761371619865381260645909016681673122,15167228.7192211690415254001489723969023769158,23092017.2232047712753751532780008596598504426,48845216.7473959258868506919184620685158366464,51411638.1947850563487150976585003368967819612,6760116.7100075281130699128083218917601849622,38880.681522711321001870252333347933136384
1,520,25,10,40,0,11,,,4601864.1448425976272613468239322842882099,4601864.1448425976272613468239322842882099,0,0,0,0,0
1,520,25,10,0,0,11,,,1180628.5915622447342374928892,838921.5129620329387296645836,0,0,341707.0786002117955078283056,0,0
1,520,25,10,0,0,12,,,7686634.1903489961389519164820250190925408744,0,5744243.358544217516116858868664425403533254,1341434.5153289868687368411130580166779076464,600956.316475791754098216500302577011099974,0,0
1,520,25,10,20,0,11,,,,,,,,,
1,520,25,10,30,0,11,,,2818350.234749014638609361455906733061038464,2818350.234749014638609361455906733061038464,0,0,0,0,0
1,520,25,10,10,0,12,11,,113148.3444970515887833103495651814711304192,113148.3444970515887833103495651814711304192,0,0,0,0,0
1,520,25,40,0,0,,,,2151797.64598454648555823451128,2151797.64598454648555823451128,0,0,0,0,0
1,520,25,10,40,0,12,,,692226.425947578753923906592950551058542848,0,692226.425947578753923906592950551058542848,0,0,0,0
1,520,26,10,40,0,11,,,4321551.09541912342854488659058629508642188,4321551.09541912342854488659058629508642188,0,0,0,0,0
1,520,26,20,30,0,,,,,,,,,,
1,520,26,40,0,0,,,,166919.9057178659713684391967,166919.9057178659713684391967,0,0,0,0,0
1,520,26,10,0,0,15,,,2808643.0904019363693368528945005480424106496,0,2043615.36300359297027189887088,765027.7273983433990649540236205480424106496,0,0,0
1,520,26,0,0,0,,,,49636211.5784330086405930394905840950840748886,4414488.9082325860439951748514608042417619254,9647898.3898410730262984996878786799327409738,15009864.8099910813842037124288721424121978226,20561495.6479040744939990828538858454522246068,2463.82246419369209656966848662304514956,0
1,520,26,10,40,0,12,,,4296425.9335879155853742255139161833516907712,2010764.2538923053152847353404,1142830.8398478051350447450867580916758453856,1142830.8398478051350447450867580916758453856,0,0,0
1,520,26,10,0,0,12,,,2220237.5905760767610081100972304049610158248,0,0,0,2220237.5905760767610081100972304049610158248,0,0
1,520,26,10,0,0,11,,,843813.80313802218534036843664,333762.01590795611908916380272,0,0,510051.78723006606625120463392,0,0
1,520,27,10,40,0,11,,,12600265.6648760016158308941229732217721434116,12600265.6648760016158308941229732217721434116,0,0,0,0,0
1,520,27,10,40,0,12,,,449885.254026140084474587300450058908411392,0,449885.254026140084474587300450058908411392,0,0,0,0
1,520,27,10,0,0,14,,,1218446.2643859210061725582020622354039280948,0,1218446.2643859210061725582020622354039280948,0,0,0,0
1,520,27,10,20,30,11,,,72357.7939998112915366194674094653447323782,72357.7939998112915366194674094653447323782,0,0,0,0,0
1,520,27,10,0,0,15,,,507561.78380852010654675235218,0,507561.78380852010654675235218,0,0,0,0
1,520,27,10,0,0,12,,,2267148.9412147366996905496745764148745551244,214487.5360558331557322508631676755178337142,1447063.931831786774951930647761063838887696,0,605597.4733271167690063681636476755178337142,0,0
1,520,27,10,0,0,13,,,,,,,,,
1,520,27,10,0,0,11,,,4751982.4090528496079160708895339426343243446,4624162.6039647811375121855970539426343243446,0,0,127819.80508806847040388529248,0,0
1,520,27,0,0,0,,,,60128115.9942830949809974010206776341540143446,8109808.8632718905998038432098119318506596204,5671098.5564890140010272057858925571252428252,10717044.0470418799863816788693528090810834378,31111770.6344524279642568854713416197555103182,4518393.893027882429527787684278716341518143,0
1,520,27,10,30,0,11,,,,,,,,,
1,520,28,10,20,30,11,,,11744859.5684701692578120080205652346477715222,11744859.5684701692578120080205652346477715222,0,0,0,0,0
1,520,28,10,40,0,12,,,2744109.5508063621520453761817807510571965618,261744.1418593360015704033104,1879939.511104299621222567783531546276325211,602425.8978427265292524050878492047808713508,0,0,0
1,520,28,20,40,0,,,,987107.1168133661916955537609806375817089536,987107.1168133661916955537609806375817089536,0,0,0,0,0
1,520,28,10,0,0,12,,,77014534.3410018260024922266871183006174207408,20385533.8114326158629013454185623200247299166,13610059.852382165975637076592515902595012739,31869328.9066091087855939702657332517985136262,11149611.770577935378359834410306826199164459,0,0
1,520,28,40,0,0,,,,3181054.74766853278990688066052,3181054.74766853278990688066052,0,0,0,0,0
1,520,28,50,0,0,,,,,,,,,,
1,520,28,10,0,0,13,,,1894707.9699108406490410764474540793248630076,787217.3990341067208014289734540793248630076,1107490.570876733928239647474,0,0,0,0
1,520,28,10,0,0,14,,,6650870.529243417577819099648597165437168923,0,1982691.727551432183212654274997165437168923,4668178.8016919853946064453736,0,0,0
1,520,28,50,10,0,,12,,2408866.179287672430678191822,0,0,2408866.179287672430678191822,0,0,0
1,520,28,10,0,0,11,,,33562331.136835143723797733125068581330754891,31425302.393499765368749211471468581330754891,0,0,2137028.7433353783550485216536,0,0
1,520,28,10,20,0,11,,,4694925.040284042473617027755,4694925.040284042473617027755,0,0,0,0,0
1,520,28,10,20,40,11,,,14508670.1175972984799228262299194321599863362,14508670.1175972984799228262299194321599863362,0,0,0,0,0
1,520,28,10,10,0,12,11,,385208.239166639981347959496069266621248,385208.239166639981347959496069266621248,0,0,0,0,0
1,520,28,0,0,0,,,,1638974958.0518228234785232614819600947176459808,120866975.7792502798025734499130893586129570994,434035519.3359240197399059089223810151571374974,611241436.795927750666615494571799259209128299,370909185.8983380178417837184092065222835709066,90188946.9223891143305898209233740662827207016,11732893.3199936410970548687421098731721314768
1,520,28,10,50,30,11,,,5401475.9339783415039209321868299489754835944,5401475.9339783415039209321868299489754835944,0,0,0,0,0
1,520,28,10,50,0,11,,,94231.9727659466793617271056682348367999764,94231.9727659466793617271056682348367999764,0,0,0,0,0
1,520,28,10,30,0,11,,,17000860.8791349714875931108098367555937968956,17000860.8791349714875931108098367555937968956,0,0,0,0,0
1,520,28,10,0,0,15,,,8915160.092863598997820902897822822633366016,0,5319572.32580602640415048746144,3595587.767057572593670415436382822633366016,0,0,0
1,520,28,10,40,0,13,,,5658690.5820670981565013073199,247845.4534227134253148347629,0,5410845.128644384731186472557,0,0,0
1,520,28,20,30,0,,,,,,,,,,
1,520,28,10,40,0,11,,,28866446.0406074307105823377637206779620246986,27554814.6379389740798411146066806779620246986,1311631.40266845663074122315704,0,0,0,0
1,520,29,10,40,0,12,,,902335.327088630365228456829547046298093952,0,902335.327088630365228456829547046298093952,0,0,0,0
1,520,29,10,0,0,13,,,115076.03055838415690989290648,0,115076.03055838415690989290648,0,0,0,0
1,520,29,10,40,0,11,,,3737624.141253545403282795404183158978818952,3737624.141253545403282795404183158978818952,0,0,0,0,0
1,520,29,0,0,0,,,,155184691.3793495562576384530703711246348998914,18480963.7692093841057189817988609453600546762,28479302.7014655608740014673993598167280040322,34257154.0013138384272894795706245729265626108,51746230.0334532840076381687947312544195071146,22221040.8739074888429903555067945352007714576,0
1,520,29,40,0,0,,,,4275168.13859086779591103603074,4275168.13859086779591103603074,0,0,0,0,0
1,520,29,10,20,30,11,,,855542.7484905073022486796875531373108310044,855542.7484905073022486796875531373108310044,0,0,0,0,0
1,520,29,10,0,0,11,,,7326981.6702075868231141127811669175988651722,6857027.5474244390843349169491669175988651722,0,0,469954.122783147738779195832,0,0
1,520,29,10,0,0,15,,,,,,,,,
1,520,29,10,20,40,11,,,462780.2339154308074624466526919195363143414,462780.2339154308074624466526919195363143414,0,0,0,0,0
1,520,29,10,0,0,12,,,825884.1771889715518615940944515169527446884,0,825884.1771889715518615940944515169527446884,0,0,0,0
1,520,31,10,0,0,12,,,601360.9011339923700110746304064858805324044,0,0,601360.9011339923700110746304064858805324044,0,0,0
1,520,31,10,0,0,11,,,233300.50498337614948587085936,233300.50498337614948587085936,0,0,0,0,0
1,520,31,10,50,30,11,,,,,,,,,
1,520,31,0,0,0,,,,15317014.3540393182237689343942857349635446668,1598056.81887420386119120803539711384097452,956873.158049574080946445195927612409205506,1779437.5077222314017737334043978457638373508,8908855.8274648195062316641037537829774439924,2037241.72227677752752651937554151643519124,36549.3196517118460993642792678635368920576
1,520,32,10,30,0,11,,,210663.107614041480314640552837872849754368,210663.107614041480314640552837872849754368,0,0,0,0,0
1,520,32,10,40,0,13,,,221126.8657753143045729753886,221126.8657753143045729753886,0,0,0,0,0
1,520,32,10,20,30,11,,,1751451.9933796014502550868829322781766324632,1751451.9933796014502550868829322781766324632,0,0,0,0,0
1,520,32,10,40,0,11,,,2215613.7940659448446107523691778398645310192,2215613.7940659448446107523691778398645310192,0,0,0,0,0
1,520,32,0,0,0,,,,67384595.8387005029527455492819743530100970294,7718651.7030029903611962914929155144108736876,18508225.2484117154153275819288858829341533228,19528355.4570330419840683366072953426913819232,18078095.3163306900310751764405088363903105426,2792042.766425167896314580822602842344568158,759225.3474968972647635819897659342388093952
1,520,32,10,0,0,11,,,1827094.2749338349504730900068266592439777956,1827094.2749338349504730900068266592439777956,0,0,0,0,0
1,520,32,20,30,0,,,,,,,,,,
1,520,32,10,20,0,11,,,62353.2411716940261373758844,62353.2411716940261373758844,0,0,0,0,0
1,520,32,10,10,0,12,11,,125914.4564734513023176330395192187269047296,125914.4564734513023176330395192187269047296,0,0,0,0,0
1,520,32,10,40,0,12,,,226850.2138018398023963006485198061378544722,0,226850.2138018398023963006485198061378544722,0,0,0,0
1,520,32,40,0,0,,,,94732.70290286536705032523506,94732.70290286536705032523506,0,0,0,0,0
1,520,32,10,0,0,12,,,2940359.9733112802248938907321991849000095814,482169.1418575069615943734191140598789086334,483526.62081227331149233854523371108087294,817736.1332514336416736908580195684534855078,1156928.0773900663101334879098318454867425002,0,0
1,520,32,10,50,30,11,,,360499.1187112120682132632062487748842285832,360499.1187112120682132632062487748842285832,0,0,0,0,0
1,520,32,10,0,0,14,,,,,,,,,
1,520,33,10,20,40,11,,,156512.2805295268214022447115173125920345878,156512.2805295268214022447115173125920345878,0,0,0,0,0
1,520,33,10,50,30,11,,,778477.4159898413207679359089608530663893052,778477.4159898413207679359089608530663893052,0,0,0,0,0
1,520,33,10,20,30,11,,,,,,,,,
1,520,33,10,0,0,12,,,298990.1101995591395814712392765267897316672,0,298990.1101995591395814712392765267897316672,0,0,0,0
1,520,33,0,0,0,,,,76602572.9778381466179196796101513803230456468,972223.61916060140420935281077616929598968,10602861.6808866800403188124816760202246737832,15764733.0114742799193473551283736551531374082,38814761.5801566774367474683147655356492447754,398469.05721888178587272680192,10049524.02894102603142396407264
1,520,33,10,30,0,11,,,115538.203556301376054705387115612068678272,115538.203556301376054705387115612068678272,0,0,0,0,0
1,520,33,10,0,0,11,,,150079.6623783997113849929339885156630885618,150079.6623783997113849929339885156630885618,0,0,0,0,0
1,520,34,10,0,0,15,,,5352906.6655495387497369916690117688888295936,0,4277110.615542610245622689672,1075796.0500069285041143019970117688888295936,0,0,0
1,520,34,40,0,0,,,,4589601.19658659058480743109202,4589601.19658659058480743109202,0,0,0,0,0
1,520,34,10,40,0,13,,,110593.209797976753938544996,0,0,110593.209797976753938544996,0,0,0
1,520,34,20,40,0,,,,61209.5565232049060712184037785579327886336,61209.5565232049060712184037785579327886336,0,0,0,0,0
1,520,34,10,40,0,12,,,18389270.2866569808517453007103811877907820102,1799078.0785738236500516204887,11138248.4701405629651019530803016353454904552,5451943.737942594236591727141379552445291555,0,0,0
1,520,34,10,30,0,11,,,3469860.6953492286165700420615756565872692192,3469860.6953492286165700420615756565872692192,0,0,0,0,0
1,520,34,10,20,40,11,,,2595170.149952064145913769203936821774865471,2595170.149952064145913769203936821774865471,0,0,0,0,0
1,520,34,10,0,0,11,,,21823021.1750401558321621037449015809304359104,21823021.1750401558321621037449015809304359104,0,0,0,0,0
1,520,34,10,0,0,12,,,25503586.3709759599936151092735758966038268564,1771863.8210752013016929734914104636316765936,8514755.6505681510336260549225893914164540724,3601129.2333616321597821075491712020891969978,11615837.6659709754985139733104048394664991926,0,0
1,520,34,10,20,30,11,,,12673328.0531988830295855813104998495692205268,12673328.0531988830295855813104998495692205268,0,0,0,0,0
1,520,34,10,20,0,11,,,,,,,,,
1,520,34,10,10,0,12,11,,346689.7308879183738740622082961788920555008,346689.7308879183738740622082961788920555008,0,0,0,0,0
1,520,34,0,0,0,,,,429146278.1022784040652390813436693458609005158,41505778.6837601281738117894947113438754283288,89848176.6706930249616036958502693433987937328,145830768.7050574081377676319618252365250076384,136905415.2755919562379918617259175561400766056,9926006.5040279224178220224730258659215942102,5130132.26314796413624207983792
1,520,34,10,0,0,14,,,1483806.7604668838449914946042512604479341284,0,285794.3753307090078856867930512604479341284,1198012.3851361748371058078112,0,0,0
1,520,34,10,40,0,11,,,14669584.6488687005927795481738717343826349624,12786769.7908300194491929124465117343826349624,1882814.85803868114358663572736,0,0,0,0
1,520,34,10,50,30,11,,,2852332.7740465187930393639228052761320363714,2852332.7740465187930393639228052761320363714,0,0,0,0,0
1,520,34,20,30,0,,,,138375.21681950605600357944246,138375.21681950605600357944246,0,0,0,0,0
1,520,35,0,0,0,,,,158964830.102742040431001063467791641985895436,23059946.8140751704222517871742738882024353674,35774877.5273254808390079977672217083602596018,46427837.1923015811309329962462231804467497198,36667030.5924429862081428044776103609278431376,4613318.1003293999146135510123889175650953918,12421819.8762674219160519267900735864835122176
1,520,35,10,0,0,12,,,1421924.1611848447392484271332210806166429056,96972.665669089960543206372,485466.5965554049117390475901302706835464334,839484.8989603498669661731710908099330964722,0,0,0
1,520,35,10,50,0,11,,,,,,,,,
1,520,35,10,40,0,13,,,121022.9584719422933238701824,121022.9584719422933238701824,0,0,0,0,0
1,520,35,10,50,30,11,,,4713051.2227963363334344173420456420902335644,4713051.2227963363334344173420456420902335644,0,0,0,0,0
1,520,35,10,20,40,11,,,836256.8516639545695761275914584292969777786,836256.8516639545695761275914584292969777786,0,0,0,0,0
1,520,35,10,40,0,12,,,18868539.2415763429696453880684305210220986492,128498.1333438898978215170841,9465869.9653609717276346319345116940731022718,9274171.1428714813441892390498188269489963774,0,0,0
1,520,35,10,40,0,11,,,4842386.01616969380674970988116561346592316,3617885.74211262617982975637292561346592316,1224500.27405706762691995350824,0,0,0,0
1,520,35,10,0,0,11,,,21413593.379647018747115765806991091733946861,21413593.379647018747115765806991091733946861,0,0,0,0,0
1,520,35,10,30,0,11,,,,,,,,,
1,520,35,40,0,0,,,,76668.7531286787393386348588,0,76668.7531286787393386348588,0,0,0,0
1,520,35,10,20,30,11,,,1263425.6738199947205818737266011571891155676,1263425.6738199947205818737266011571891155676,0,0,0,0,0
1,520,36,10,40,0,11,,,920679.25692951989615433356949212980303356,920679.25692951989615433356949212980303356,0,0,0,0,0
1,520,36,40,0,0,,,,612371.9591133417530872282504301881380005148,612371.9591133417530872282504301881380005148,0,0,0,0,0
1,520,36,10,0,0,14,,,93253.7285989521404444599411564694189833334,0,93253.7285989521404444599411564694189833334,0,0,0,0
1,520,36,10,20,30,11,,,836048.18370771359069899087568,836048.18370771359069899087568,0,0,0,0,0
1,520,36,10,0,0,11,,,300789.00567019230797189407312,300789.00567019230797189407312,0,0,0,0,0
1,520,36,0,0,0,,,,22181243.4121602911714994700557853315906685024,1760843.7285400844090443977848453703035843758,4532338.8484629702501743283592835232972593944,7151039.16173842896930780916232060028529352,8336233.8725614335092586922545031578800218788,400787.8008573740337142424948326798245093334,0
1,520,36,10,0,0,12,,,,,,,,,
1,520,37,0,0,0,,,,264273.49199448486996447043072,264273.49199448486996447043072,0,0,0,0,0
1,520,38,0,0,0,,,,5345785.9286295285507064808210199982416635692,489976.3020112644902259079381898407642082048,286814.5753506896019507631585268185896285822,498654.2316506873284861055845297684095350884,3674703.1429066319969338591381472661035835738,74730.84677251313817654735090630437470812,320906.82993774199493329765072
1,520,39,10,40,0,12,,,48481.049875957855776006875323807523420736,0,48481.049875957855776006875323807523420736,0,0,0,0
1,520,39,10,20,40,11,,,9414611.0199397260154560020518350056077980502,9414611.0199397260154560020518350056077980502,0,0,0,0,0
1,520,39,10,0,0,13,,,177964.6750052872636137328758958484981825964,177964.6750052872636137328758958484981825964,0,0,0,0,0
1,520,39,10,0,0,12,,,13122399.5374103273403151924690708384612364692,577594.2219043345876036926252235304510037062,2120176.048982703700528858008691818164655612,1066899.7266478810646060404098860660542512726,9357729.5398754079875766014252694237913258784,0,0
1,520,39,10,20,30,11,,,569118.860787155163222369909167568187257027,569118.860787155163222369909167568187257027,0,0,0,0,0
1,520,39,10,50,30,11,,,1168295.2095457946053019419462617334007708674,1168295.2095457946053019419462617334007708674,0,0,0,0,0
1,520,39,10,30,0,11,,,2559793.0943635666082542430447041212567053004,2559793.0943635666082542430447041212567053004,0,0,0,0,0
1,520,39,0,0,0,,,,197868386.113906773755104106278207308265948363,23321067.067366374982131779672946851559432975,55864033.742458757322374101995887496886475507,57004799.4432462283306562389671954224476321208,57212402.9125489864974549688309283200974564764,2975443.610263130379466127662307839163870631,1490639.3380232962430208891489413781110806528
1,520,39,10,40,0,11,,,9198703.8376484832132983750871750042511824368,9198703.8376484832132983750871750042511824368,0,0,0,0,0
1,520,39,20,30,0,,,,4267932.23166627515858413384488,4267932.23166627515858413384488,0,0,0,0,0
