statecd,fortypcd,spgrpcd,trtcd1,trtcd2,trtcd3,harvest_type1_srs,harvest_type2_srs,harvest_type3_srs,areatot,area20,area40,area60,area80,area100,area100plus
1,142,3,0,0,0,,,,39315.2803521379833218555144294,8913.07936281772,30416.2009893202633218555144294,7,7,7,7
1,142,8,0,0,0,,,,150728.9687687268497433773323224,32,6122.0593441909838280152457504,32004.8115570026650970800401896,112698.0978675332008182820463824,32,32
1,142,9,0,0,0,,,,295316.50852871939588596352599115,54,278636.54390940574229832850495175,6130.3607669794318886083409762,10711.6038523342216990266800632,54,54
1,142,25,0,0,0,,,,17259.584754995307259619775289,9,6085.3607669794318886083409762,4576.5445081432378710114343128,6624.6794798726375,9,9
1,142,27,50,0,0,,,,5779.9143575337,5783.9143575337,4,4,4,4,4
1,142,27,0,0,0,,,,81066.02373851804561929973757405,18882.2579086488459570038114376,47026.71037183472833468930261265,12172.0257859389794135990006486,3065.0296720954919140076228752,20,20
1,142,27,10,0,0,14,,,10417.8854362186478710114343128,2,10419.8854362186478710114343128,2,2,2,2
1,142,28,0,0,0,,,,960684.0685046215413057655142023317186,18402.6732058385736130343029384,578722.6634607178107606314927269749718,221632.0121430719154519309985533067468,142914.71969499324148016871998365,247,247
1,142,28,10,20,30,11,,,29357.947446139636115975946055,29362.947446139636115975946055,5,5,5,5,5
1,142,28,10,0,0,14,,,57615.8453536987725381295888784,11,33266.6079769348372260686058768,11,11,24371.2373767639353120609830016,11
1,142,28,10,0,0,12,,,17790.7412003418038280152457504,6,6,6,17796.7412003418038280152457504,6,6
1,142,29,0,0,0,,,,30243.60531861391474359217856555139,4543.39608930872,17590.8956259550058347927838165,8,8133.31360335018890879939474905139,8,8
1,142,32,20,30,0,,,,1444.978589383425,1445.978589383425,1,1,1,1,1
1,142,32,10,0,0,12,,,3045.0296720954919140076228752,2,2,2,3047.0296720954919140076228752,2,2
1,142,32,0,0,0,,,,949517.8196914916472163673403524701024,41907.899598733769726664624821,393705.0317102042500928802931178184704,223171.1093029577127665792566887416448,291701.7790795959146302431657249099872,242,242
1,142,32,10,0,0,14,,,18270.1780325729514840457372512,3,3,3,3,18273.1780325729514840457372512,3
1,142,34,10,0,0,14,,,12180.1186883819676560304915008,2,2,2,2,12182.1186883819676560304915008,2
1,142,34,0,0,0,,,,345005.5163923205437715173740871070862,27297.37653585232,158540.8571634709032942442631626545728,87459.1655294757456327971847979268184,72048.117163521574844475926126525695,85,85
1,142,34,10,0,0,12,,,4567.5445081432378710114343128,3,3,4570.5445081432378710114343128,3,3,3
1,142,35,0,0,0,,,,1036083.3651208484157010084536421471364,58193.4844383852369140076228752,195593.0008969142692390313313180184896,369080.2220691597474979509052142614222,414284.6577163891620500185942346672246,267,267
1,142,35,10,0,0,14,,,54810.5340977188544521372117536,9,9,9,9,54819.5340977188544521372117536,9
1,142,35,10,0,0,12,,,4567.5445081432378710114343128,3,3,3,4570.5445081432378710114343128,3,3
1,142,35,10,0,0,16,,,36540.3560651459029680914745024,6,6,6,36546.3560651459029680914745024,6,6
1,142,35,10,20,30,11,,,41101.126424595490562366324477,41108.126424595490562366324477,7,7,7,7,7
1,142,36,0,0,0,,,,10311.5716666921075,8991.43577071758,3,3,1326.1358959745275,3,3
1,142,39,0,0,0,,,,95860.15331515464669072709777470278,16219.218659864714446390378422,45564.8872961630398566998154786,9158.0890162864757420228686256,25009.95834284041664561403524850278,23,23
1,142,39,10,0,0,16,,,24161.2996053232749967249558228,18075.2402611322911687097100724,4,4,6094.0593441909838280152457504,4,4
1,142,41,10,0,0,14,,,4567.5445081432378710114343128,1,4568.5445081432378710114343128,1,1,1,1
1,142,41,10,0,0,12,,,1522.5148360477459570038114376,1,1,1,1523.5148360477459570038114376,1,1
1,142,41,10,0,0,16,,,24094.9870148430548916129467632,24098.9870148430548916129467632,4,4,4,4,4
1,142,41,0,0,0,,,,158940.6776057661975006671906404570722,31467.8867920672991372028120862,73557.6502176051054368147570989545728,31635.8746340781386092156211423768044,22435.265962015654317434000312925695,39,39
1,142,42,10,0,0,12,,,3045.0296720954919140076228752,2,2,2,3047.0296720954919140076228752,2,2
1,142,42,0,0,0,,,,195295.5583805334577005953598814476568,21447.9114937078261127214060431,50272.2910123640646417188726666,75065.8385619085509379226410196159574,48681.5173125530160082324401521316994,43,43
1,142,43,20,30,0,,,,2889.95717876685,2891.95717876685,2,2,2,2,2
1,142,43,0,0,0,,,,1661417.7595695420851911550759849323902,99881.4595532471012676280861063,441205.6685951772100415567341989094848,540118.502391022101223015303991499075,579059.2522845589293442549516882238304,3122.8767455367433147,394
1,142,43,10,0,0,12,,,6090.0593441909838280152457504,4,4,4,6094.0593441909838280152457504,4,4
1,142,43,10,0,0,14,,,54810.5340977188544521372117536,9,9,9,9,54819.5340977188544521372117536,9
1,142,43,10,20,30,11,,,11743.178978455854446390378422,11745.178978455854446390378422,2,2,2,2,2
1,142,43,10,0,0,16,,,12180.1186883819676560304915008,2,2,2,12182.1186883819676560304915008,2,2
1,161,1,10,40,0,11,,,10917.2561522722081998232366908,10920.2561522722081998232366908,3,3,3,3,3
1,161,1,10,30,0,11,,,154665.8650495059351275745509424794136,154695.8650495059351275745509424794136,30,30,30,30,30
1,161,1,10,20,30,11,,,376212.8523155932279782806051840440988,376292.8523155932279782806051840440988,80,80,80,80,80
1,161,1,10,0,0,14,,,468985.986458684853071063430088549524,112891.476398841348117099597807725,356284.510059843504953963832280824524,95,95,95,95
1,161,1,40,0,0,,,,9649.7893020809876320146232427205864,9651.7893020809876320146232427205864,2,2,2,2,2
1,161,1,10,0,0,15,,,13163.2670881696725,3,3,13166.2670881696725,3,3,3
1,161,1,10,20,0,14,,,4334.935768150275,4335.935768150275,1,1,1,1,1
1,161,1,10,10,0,14,16,,1467.89737230698180579879730275,1468.89737230698180579879730275,1,1,1,1,1
1,161,1,20,30,0,,,,24098.9029633548548792256807118,24102.9029633548548792256807118,4,4,4,4,4
1,161,1,0,0,0,,,,2099488.9332657550641326895328024029714,673553.5671689554360050492922995244393,879904.4813494744291662282220006600188,387941.2230634567641773079989251185133,139838.3075909810841182789966485,21531.3540928873506658250229286,656
1,161,1,10,0,0,11,,,47337.8806646104550843803992401,44307.700281120739140076228752,3046.1803834897159443041704881,8,8,8,8
1,161,1,30,0,0,,,,12094.38957148992,12096.38957148992,2,2,2,2,2
1,161,1,10,0,0,13,,,140071.3649163926280443506522592,23,23,23,140094.3649163926280443506522592,23,23
1,161,1,10,0,0,12,,,91145.411504691478329125114643,15,91160.411504691478329125114643,15,15,15,15
1,161,2,10,20,0,11,,,953108.8828494315927934905067221733865,953276.8828494315927934905067221733865,168,168,168,168,168
1,161,2,10,10,0,14,14,,1000021.4399014415215008261510884,165,1000186.4399014415215008261510884,165,165,165,165
1,161,2,10,0,0,14,,,76175321.551924575687563240541135225525,27233946.2575069405908457709118230054576,48349234.6113416376866040145556586947382,635781.6830759974101134550736535253292,14547,14547,14547
1,161,2,10,20,40,11,,,455458.8159054757737184398199523,455537.8159054757737184398199523,79,79,79,79,79
1,161,2,10,0,0,12,,,1332268.5034039125428574960852425919624,273246.1656796080479899002751432,822129.9242206140641854937045783261344,147771.172577422560682102105521065828,32039.26150338866,58501.97942287921,284
1,161,2,10,40,0,14,,,2168279.766264102477190660986251487157,21557.68289417997089648,2147652.083369922506294180986251487157,465,465,465,465
1,161,2,10,20,30,11,,,15950735.5461389997491449421357914311921,15953831.5461389997491449421357914311921,3096,3096,3096,3096,3096
1,161,2,10,0,0,13,,,302031.3140533088461443980665948,49,77241.2670978583143264825457012,218797.9876112595479899002751432,6139.0593441909838280152457504,49,49
1,161,2,20,30,0,,,,1873285.7870446779767628287028444488723,1873642.7870446779767628287028444488723,357,357,357,357,357
1,161,2,10,30,50,11,,,267962.6111444032884326708130176,268006.6111444032884326708130176,44,44,44,44,44
1,161,2,10,30,20,11,,,1031608.76320339608080457135177875,1031830.76320339608080457135177875,222,222,222,222,222
1,161,2,10,10,40,14,11,,60471.9478574496,60481.9478574496,10,10,10,10,10
1,161,2,40,50,0,,,,24188.77914297984,24196.77914297984,8,8,8,8,8
1,161,2,0,0,0,,,,200691331.3861836524251461828131905920485,107451346.7339715509227626300370734708368,75079935.7619665814110521552861173277872,13763719.3213379220254371373228982068902,4092620.5111743345295185363978738161657,511731.8692804565444934312024384688312,43383.1884528069918822925667893015374
1,161,2,10,30,0,11,,,3410681.9161519807218165693904425012606,3411413.9161519807218165693904425012606,732,732,732,732,732
1,161,2,10,0,0,15,,,375695.877853630806792237270941,205193.283289127899292237270941,47705.89225508299,22011.7784802827875,101076.92382913713,73,73
1,161,2,30,10,30,,11,,192391.9850864463574714675082233,192422.9850864463574714675082233,31,31,31,31,31
1,161,2,40,0,0,,,,1079680.6654480662473765117581249301518,739641.0963933124812144741320176301518,340447.5690547537661620376261073,204,204,204,204
1,161,2,10,10,0,14,16,,22018.46058460472708698195954125,22033.46058460472708698195954125,15,15,15,15,15
1,161,2,20,0,0,,,,285588.9560480332987645920258814,47,285635.9560480332987645920258814,47,47,47,47
1,161,2,10,40,20,11,,,154921.7639118049372576269803777736268,154950.7639118049372576269803777736268,29,29,29,29,29
1,161,2,10,0,0,11,,,1073386.6895631967212466446039490231672,984422.1512501017718939946274075,88392.2311212017623848209441549,1427.3071918931869678290323866231672,285,285,285
1,161,2,30,0,0,,,,1294540.27961695180743387168309445,1294767.27961695180743387168309445,227,227,227,227,227
1,161,2,10,0,0,16,,,823211.7783238321381954899119738,149,787218.297801567555858070491829,36291.4805222645823374194201448,149,149,149
1,161,2,10,20,0,14,,,199407.04533491265,199453.04533491265,46,46,46,46,46
1,161,2,50,0,0,,,,214895.14624888880875785,214952.14624888880875785,57,57,57,57,57
1,161,2,30,10,0,,11,,1743.8385427187438331981496025664552,1749.8385427187438331981496025664552,6,6,6,6,6
1,161,2,10,50,0,14,,,1270964.3386998813085174318612229894712,144123.3586584741311452660903334894712,1127290.9800414071773721657708895,225,225,225,225
1,161,2,10,40,0,11,,,4035307.091099485715217887929871747559,4036160.091099485715217887929871747559,853,853,853,853,853
1,161,3,30,0,0,,,,15121.845523094323008855674877,15127.845523094323008855674877,6,6,6,6,6
1,161,3,10,40,0,11,,,164817.099032830186769992136072125,164846.099032830186769992136072125,29,29,29,29,29
1,161,3,10,0,0,11,,,5941.40728406689,5942.40728406689,1,1,1,1,1
1,161,3,10,0,0,14,,,316759.9677988694479808933764958999417,18352.7071643995079708032366908,298571.2606344699400100901398050999417,82,82,82,82
1,161,3,10,0,0,15,,,35466.586497439572544278374385,31084.830801383015044278374385,6,4393.7556960565575,6,6,6
1,161,3,10,20,40,11,,,6206.1930673047212087570163943,6207.1930673047212087570163943,1,1,1,1,1
1,161,3,0,0,0,,,,4686136.372635667991833298076851052218,1244061.4320656235244668965537111066162,2590261.0065710491941243408395011086806,532131.3633820458257548364476026189356,300198.1244894079524872242360362179856,24899.446127541495,1083
1,161,3,10,30,0,11,,,308975.652216374566710942351006,309026.652216374566710942351006,51,51,51,51,51
1,161,3,10,50,0,14,,,90356.201305661455843548550362,15,90371.201305661455843548550362,15,15,15,15
1,161,3,10,20,30,11,,,174104.3837257123345865219375302871826,174150.3837257123345865219375302871826,46,46,46,46,46
1,161,3,20,30,0,,,,10341.30296961113309535602037988933,10345.30296961113309535602037988933,4,4,4,4,4
1,161,3,40,0,0,,,,16988.80289578777993416760548615,12434.532320553206017711349754,4560.27057523457391645625573215,3,3,3,3
1,161,3,10,0,0,12,,,10585.08716779622,2,2,2,10587.08716779622,2,2
1,161,7,0,0,0,,,,14898.5981815934448392,14902.5981815934448392,4,4,4,4,4
1,161,8,0,0,0,,,,47285.060209815427702674482548525,33596.426685385714089640179610125,13716.6335244297136130343029384,14,14,14,14
1,161,9,10,10,0,14,14,,6076.3607669794318886083409762,1,6077.3607669794318886083409762,1,1,1,1
1,161,9,20,30,0,,,,10124.8206071593260082934490877593858,10126.8206071593260082934490877593858,2,2,2,2,2
1,161,9,10,0,0,14,,,230084.2315698237479614174680447506452,63947.938886101539910741704881,160290.8853996553180506757631637506452,5989.40728406689,48,48,48
1,161,9,10,30,0,11,,,5686.51768232980200189625573215,5688.51768232980200189625573215,2,2,2,2,2
1,161,9,10,0,0,12,,,8402.09583135591773052,2,8404.09583135591773052,2,2,2,2
1,161,9,10,0,0,11,,,11878.79352594537,11880.79352594537,2,2,2,2,2
