STATENM,STATECD,COUNTYNM,COUNTYCD,SPGRPCD,SPGRPNM,SPCLASS,UNITCD,RESERVCD,EVALID,'`0003 5.0-6.9','`0004 7.0-8.9','`0005 9.0-10.9','`0006 11.0-12.9','`0007 13.0-14.9','`0008 15.0-16.9','`0009 17.0-18.9','`0010 19.0-20.9','`0011 21.0-22.9','`0012 23.0-24.9','`0013 25.0-26.9','`0014 27.0-28.9','`0015 29.0-30.9','`0016 31.0-32.9','`0017 33.0-34.9','`0018 35.0-36.9','`0019 37.0-38.9','`0020 39.0-40.9','`0021 41.0+'
Georgia,13,Charlton,49,3,Other yellow pines,Softwood,1,0,132101,,3967995.622,13943399.42,,,,,,,,,,,,,,,,
Georgia,13,Charlton,49,3,Other yellow pines,Softwood,1,1,132101,,22542137.89,,,,,,,,,,,,,,,,,
Georgia,13,Charlton,49,8,Cypress,Softwood,1,0,132101,67429089.75,81716198.1,41731408.62,56674751.96,39882328.87,54261107.71,30999911.71,,,,,,87252979.82,,,347504716.9,,,
Georgia,13,Charlton,49,8,Cypress,Softwood,1,1,132101,285302787.9,305631521.2,242529119.4,52467480.81,97721234.8,,,,,,,,,,,,,,
Georgia,13,Charlton,49,27,Other white oaks,Hardwood,1,0,132101,12489983.72,75182210.95,27624827.87,45899040.95,125183049.9,,,,,,,,,,,,,,
Georgia,13,Charlton,49,28,Other red oaks,Hardwood,1,0,132101,23369559.23,32810865.34,47113055.96,66254936.71,20409302.86,171644840.9,,,,,,,,,,,,,
Georgia,13,Charlton,49,28,Other red oaks,Hardwood,1,1,132101,1733778.122,,,,,,,,,,,,,,,,,,
Georgia,13,Charlton,49,32,Soft maple,Hardwood,1,0,132101,47473676.4,57645232.2,22123267.12,14437829.82,16117925.21,,,50448624.74,,,,,,,,,,,
Georgia,13,Charlton,49,34,Sweetgum,Hardwood,1,0,132101,6050635.26,,,,,,,,,,,,,,,,,,
Georgia,13,Charlton,49,35,Tupelo and blackgum,Hardwood,1,0,132101,64010880.94,96749288.8,74158994.5,154094127.4,94116628.59,127671636.4,83456617.17,,68013418.9,,,,,,,,,,
Georgia,13,Charlton,49,35,Tupelo and blackgum,Hardwood,1,1,132101,20843973.55,18537706.41,,,,,,,,,,,,,,,,,
Georgia,13,Charlton,49,36,Ash,Hardwood,1,0,132101,1492445.135,,,,,,,,,,,,,,,,,,
Georgia,13,Charlton,49,41,Other eastern soft hardwoods,Hardwood,1,0,132101,18936130.51,12364525.96,9607291.209,16158158.7,,,,,,,,,,,,,,,
Georgia,13,Charlton,49,41,Other eastern soft hardwoods,Hardwood,1,1,132101,70141930.71,152318850.6,193613583.7,129241262.2,62169105.19,96926420.82,40105128.64,45230186.32,,,,,,,,,,,
Georgia,13,Charlton,49,43,Eastern noncommercial hardwoods,Hardwood,1,0,132101,7170269.73,8447019.306,,51429344.06,12234351.48,,,,,,,,,,,,,,
Georgia,13,Charlton,49,43,Eastern noncommercial hardwoods,Hardwood,1,1,132101,,16131736.87,,,,,,,,,,,,,,,,,
Georgia,13,Chatham,51,1,Longleaf and slash pines,Softwood,1,0,132101,33080244.44,129652913.1,206380209.8,428711188.8,191433802.4,128936188.8,67630819.38,,,,,,,,,,,,
Georgia,13,Chatham,51,2,Loblolly and shortleaf pines,Softwood,1,0,132101,34845436.47,51466363.87,44439969.76,52072128.18,164647289.3,257035027.5,255671421.9,70293050.68,230465187.5,89404379.68,218073020.3,,189881081.7,298028964.3,,,,,
Georgia,13,Chatham,51,3,Other yellow pines,Softwood,1,0,132101,,9056495.79,,,,,,,,,,,,,,,,,
Georgia,13,Chatham,51,8,Cypress,Softwood,1,0,132101,14639308.54,31771832.02,36877535.29,23212872.83,17595733.53,,,,,,,,,,,,,,
Georgia,13,Chatham,51,9,Other eastern softwoods,Softwood,1,0,132101,1733027.741,2544954.761,2107580.133,,,,,31761275.93,,,,,,,,,,,
Georgia,13,Chatham,51,27,Other white oaks,Hardwood,1,0,132101,,,6510999.816,8222148.881,24550560.75,41821582.76,,59869253.91,,,,187162107.9,91357742.58,,,,,,
Georgia,13,Chatham,51,28,Other red oaks,Hardwood,1,0,132101,35641896,70875644.43,41947574.3,53497234.18,46383117.15,32232202.55,,125736076.9,,97150892.32,144963633.8,269061673.2,,,,,,,
Georgia,13,Chatham,51,29,Hickory,Hardwood,1,0,132101,,,,,,54231756.42,,,,,,,,,,,,,
Georgia,13,Chatham,51,32,Soft maple,Hardwood,1,0,132101,59414923.02,29939562.86,17781843.07,21783024.62,20351091.38,19666219.25,28452944.32,,,,,,,,,,,,
Georgia,13,Chatham,51,34,Sweetgum,Hardwood,1,0,132101,50746730.44,108696166,64653257.97,84003704.63,42944942.06,,31892488.74,54791184.59,,73972333.68,,123041298.5,,,,,,,
Georgia,13,Chatham,51,35,Tupelo and blackgum,Hardwood,1,0,132101,19555522.9,34144308.74,28599732.48,12949629.62,,29960837.32,,52927498.28,,,,,,,,,,,
Georgia,13,Chatham,51,41,Other eastern soft hardwoods,Hardwood,1,0,132101,22544693.29,38003887.29,39638616.86,16006715.5,,,,,,,,,,,,,,,
Georgia,13,Chatham,51,42,Other eastern hard hardwoods,Hardwood,1,0,132101,3975650.504,,,,,,,,,,,,,,,,,,
Georgia,13,Chatham,51,43,Eastern noncommercial hardwoods,Hardwood,1,0,132101,38727912.43,101830747.8,151044781.6,156623662.1,146919315.4,57981096.52,33452026.55,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,1,Longleaf and slash pines,Softwood,3,0,132101,26542342.67,36625733.65,30580531.07,43301069.46,121618193.9,136775292.5,101193842.1,47527184.88,,,,,,,,,,,
Georgia,13,Chattahoochee,53,2,Loblolly and shortleaf pines,Softwood,3,0,132101,45780245.02,118224935.7,181799285.5,254744597.8,198988887.3,106101257.8,49142503.05,114675910,328163095.9,,,,166698939.9,,,,,,
Georgia,13,Chattahoochee,53,3,Other yellow pines,Softwood,3,0,132101,28091167.9,4215561.036,,,,,,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,9,Other eastern softwoods,Softwood,3,0,132101,,2134300.481,,,,,,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,25,Select white oaks,Hardwood,3,0,132101,,,8684745.016,20427403.28,47580210.24,71957659.99,90861668.31,,95424506.31,,,161212504.4,,,,,,,
Georgia,13,Chattahoochee,53,26,Select red oaks,Hardwood,3,0,132101,4119363.928,,,,,,,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,27,Other white oaks,Hardwood,3,0,132101,6578111.594,,,18408473.33,28253103.95,,,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,28,Other red oaks,Hardwood,3,0,132101,28637200.15,81345476.36,58846317.12,199970019.7,128131400.9,125797110.6,130425338.2,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,29,Hickory,Hardwood,3,0,132101,13173245.02,41887766.74,,19988221.46,35030553.32,26411379.1,,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,31,Hard maple,Hardwood,3,0,132101,,,,14045247.13,,,,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,32,Soft maple,Hardwood,3,0,132101,2837133.434,7716703.226,14936551.45,,,78359601.71,,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,33,Beech,Hardwood,3,0,132101,2074024.875,5825394.74,6408818.64,,16901336.31,,,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,34,Sweetgum,Hardwood,3,0,132101,47905587.69,46037876.74,83187216.69,108250329.4,47193615.44,167985126.1,41352784.4,,79764078.36,,,,,,,,,,
Georgia,13,Chattahoochee,53,35,Tupelo and blackgum,Hardwood,3,0,132101,9452232.807,32128730.42,64302902.85,107547613.5,67331835.23,66250113.25,82090782.86,50035460.63,,,,,,,,,,,
Georgia,13,Chattahoochee,53,36,Ash,Hardwood,3,0,132101,1632162.804,,11215383.15,,,,,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,39,Yellow-poplar,Hardwood,3,0,132101,2034956.421,,11862616.12,20598784.58,,,42207397.19,70709383.96,70264427.11,85580899.81,,,,,,,,,
Georgia,13,Chattahoochee,53,41,Other eastern soft hardwoods,Hardwood,3,0,132101,13595156.77,17583996.52,,,,,,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,42,Other eastern hard hardwoods,Hardwood,3,0,132101,10960428.25,3773088.361,,,,,,,,,,,,,,,,,
Georgia,13,Chattahoochee,53,43,Eastern noncommercial hardwoods,Hardwood,3,0,132101,25468881.44,17154953.59,7756767.727,16078155.85,18602789.91,26919889.61,,41422392.35,,,,,,,,,,,
Georgia,13,Chattooga,55,1,Longleaf and slash pines,Softwood,5,0,132101,25066121.84,,,,,,,,,,,,,,,,,,
Georgia,13,Chattooga,55,2,Loblolly and shortleaf pines,Softwood,5,0,132101,141688364.7,433544048.6,620399793.6,332410309.7,297212277.1,183518722.1,27064336.65,68564844.54,,67804447.49,94082168.36,,,,,,,,
Georgia,13,Chattooga,55,3,Other yellow pines,Softwood,5,0,132101,123147988.5,82029681.17,97986093.37,116611109.1,5389723.957,50442344.36,92913894.66,,,,,,,,,,,,
Georgia,13,Chattooga,55,9,Other eastern softwoods,Softwood,5,0,132101,3150250.6,3823789.472,,,,,,,,,,,,,,,,,
Georgia,13,Chattooga,55,25,Select white oaks,Hardwood,5,0,132101,30995196.49,56971927.22,124666806.2,246953665.9,160274769.7,116851011.2,80883539.78,30366005.15,,39038098.51,,,187984952.2,,,,,,
Georgia,13,Chattooga,55,26,Select red oaks,Hardwood,5,0,132101,4851635.774,,30315469.14,7810381.681,63041519.62,91048972.19,,137003322.4,,87621275.46,,,,,,,,,
Georgia,13,Chattooga,55,27,Other white oaks,Hardwood,5,0,132101,61073560.81,155909945.7,103553951.2,166808142.2,237098387.3,203332916.4,62062162.93,102658391.5,69710269.22,152799867.2,,,,,,,,,
Georgia,13,Chattooga,55,28,Other red oaks,Hardwood,5,0,132101,39960399.95,99242927.59,121140507.3,87404221.94,40761360.33,40405378.45,157905534.7,49551677.02,71555332.15,,,,,,,,,,
Georgia,13,Chattooga,55,29,Hickory,Hardwood,5,0,132101,69302399.96,52839588.19,104919802.6,90091655.27,68260976.4,66477104.69,46402290.22,23966590.4,,,,,,,,,,,
Georgia,13,Chattooga,55,31,Hard maple,Hardwood,5,0,132101,7442215.132,,,,,,,,,,,,,,,,,,
Georgia,13,Chattooga,55,32,Soft maple,Hardwood,5,0,132101,75495256.36,74170403.34,46920447.99,83386493.74,47419327.76,27422699.4,,,,,,,,,,,,,
Georgia,13,Chattooga,55,33,Beech,Hardwood,5,0,132101,8895676.497,4882304.908,,,,,,,,,,,,,,,,,
Georgia,13,Chattooga,55,34,Sweetgum,Hardwood,5,0,132101,70091367.15,120288627.5,48138759.81,56323171.45,66846599.69,60133758.17,,,81580660.75,,112855540.4,,,,,,,,
Georgia,13,Chattooga,55,35,Tupelo and blackgum,Hardwood,5,0,132101,17854787.08,15007971.64,11498862.95,9655036.08,,27319220.46,,,,,,,,,,,,,
Georgia,13,Chattooga,55,36,Ash,Hardwood,5,0,132101,32796098.51,106980770.2,64814971.98,58753071.4,69022384.1,30378050.3,37721687.6,,,,,,,,,,,,
Georgia,13,Chattooga,55,39,Yellow-poplar,Hardwood,5,0,132101,14002958.24,19417453.57,33256415.66,68447641.28,43887037.01,56586862.18,,134560238,227089168.4,,,,,,,,,,
Georgia,13,Chattooga,55,40,Black walnut,Hardwood,5,0,132101,,,,34662417.23,,,,,,,,,,,,,,,
Georgia,13,Chattooga,55,41,Other eastern soft hardwoods,Hardwood,5,0,132101,52635212.36,34184110.89,20601018.62,87682885.18,33340531.21,27995987.89,36435155.2,,53873469.06,,,,,,,,,,
Georgia,13,Chattooga,55,42,Other eastern hard hardwoods,Hardwood,5,0,132101,8368187.403,3764703.915,,,,,,,,,,,,,,,,,
Georgia,13,Chattooga,55,43,Eastern noncommercial hardwoods,Hardwood,5,0,132101,19102461.23,6911735.148,23503825.06,,,,,,,,,,,,,,,,
Georgia,13,Cherokee,57,2,Loblolly and shortleaf pines,Softwood,5,0,132101,49071231.96,127327699,302743290.7,477473859.7,418035386.9,108168262.3,311506101.8,74746296.33,288792125.3,,,131121928.9,,,,,,,
Georgia,13,Cherokee,57,3,Other yellow pines,Softwood,5,0,132101,12406527.93,61328896.95,31502325.26,162618280.7,61195835.86,51395955.63,37117134.5,,,,,,,,,,,,
Georgia,13,Cherokee,57,9,Other eastern softwoods,Softwood,5,0,132101,,3452290.827,,,,,,,,,,,,,,,,,
Georgia,13,Cherokee,57,25,Select white oaks,Hardwood,5,0,132101,53865545.07,48435943.73,59905692.05,115607711.8,28194467.88,,70953095.94,365495234.9,,158790219.6,,,,,,,,,
Georgia,13,Cherokee,57,26,Select red oaks,Hardwood,5,0,132101,,5696314.178,,,34905560.35,,,,,,,,,,,,,,
Georgia,13,Cherokee,57,27,Other white oaks,Hardwood,5,0,132101,25578411.62,48233510.41,149854884.1,106823863.8,125063790.3,49695993.98,219877440.4,136594313.6,76180031.87,,,,,,,,,,
Georgia,13,Cherokee,57,28,Other red oaks,Hardwood,5,0,132101,31932497.89,57554988.08,151507298.9,118445019.5,117650008,122487708.4,422592612.4,235954633.9,,190237235.9,,117011972.1,,,,,,,
Georgia,13,Cherokee,57,29,Hickory,Hardwood,5,0,132101,25114985.82,19918413.23,49318747.2,122227371.6,33977927.13,47366613.8,,,,,,,,,,,,,
Georgia,13,Cherokee,57,31,Hard maple,Hardwood,5,0,132101,1956021.259,,,,,,,,,,,,,,,,,,
Georgia,13,Cherokee,57,32,Soft maple,Hardwood,5,0,132101,25870023.75,47883691.02,30007608.76,9969582.898,19473179.66,44448108.07,25995960.99,,,,,,,,,,,,
Georgia,13,Cherokee,57,33,Beech,Hardwood,5,0,132101,3837136.749,4730911.972,10478626.54,12135324.1,,,,,,,,,,,,,,,
Georgia,13,Cherokee,57,34,Sweetgum,Hardwood,5,0,132101,37279979.53,31437392.23,75821869.85,51170966.94,90586331.79,23111642.93,,,58243107.76,,,,,,,,,,
Georgia,13,Cherokee,57,35,Tupelo and blackgum,Hardwood,5,0,132101,6660175.44,17960630.33,8809825.807,,,,,,,,,,,,,,,,
Georgia,13,Cherokee,57,36,Ash,Hardwood,5,0,132101,9460100.201,6318906.58,9856472.764,,15910828.99,35818802.78,36908061.52,,46184807.51,,,,,,,,,,
Georgia,13,Cherokee,57,39,Yellow-poplar,Hardwood,5,0,132101,41403153.65,68277477.93,79541913.79,104230367.1,264734630.9,230215268.9,99879978.09,311841154.8,229697393.2,253636788.7,225395037.1,,,,,,,,
Georgia,13,Cherokee,57,40,Black walnut,Hardwood,5,0,132101,,5130885.255,12544369.2,,,,,,,,,,,,,,,,
Georgia,13,Cherokee,57,41,Other eastern soft hardwoods,Hardwood,5,0,132101,19438278.48,52270379.62,69376956.56,,22734219.42,23199716.86,,,,,,,,,,,,,
Georgia,13,Cherokee,57,42,Other eastern hard hardwoods,Hardwood,5,0,132101,11654750.86,6312584.664,,,,,,,,,,,,,,,,,
Georgia,13,Cherokee,57,43,Eastern noncommercial hardwoods,Hardwood,5,0,132101,50127887.97,33294658.4,20907340.31,15268834.37,,,,,,,,,,,,,,,
Georgia,13,Cherokee,57,55,Urban-specific hardwoods,Hardwood,5,0,132101,829708.4877,,,,,,,,,,,,,,,,,,
Georgia,13,Clarke,59,2,Loblolly and shortleaf pines,Softwood,4,0,132101,6833267.018,26993594.15,98513320.14,95118293.24,56004008.81,71720177.22,141972400.7,,,,,,,,,,,,
Georgia,13,Clarke,59,9,Other eastern softwoods,Softwood,4,0,132101,,1862638.541,,,17451895.01,,,,,,,,,,,,,,
Georgia,13,Clarke,59,25,Select white oaks,Hardwood,4,0,132101,,,,,31050676.03,,54528738.17,,,,,,,,,,,,
Georgia,13,Clarke,59,27,Other white oaks,Hardwood,4,0,132101,3858200.441,10077885.94,15614740.99,,27594018.97,,,,,,,,,,,,,,
Georgia,13,Clarke,59,28,Other red oaks,Hardwood,4,0,132101,10487047.3,28889103.22,47648764.83,99422744.38,72329614.05,,,49562267.21,,,,,,,,,,,
Georgia,13,Clarke,59,32,Soft maple,Hardwood,4,0,132101,7432784.008,,,,,,,,,,,,,,,,,,
Georgia,13,Clarke,59,33,Beech,Hardwood,4,0,132101,,5634036.387,,,,,,,,,,,,,,,,,
Georgia,13,Clarke,59,34,Sweetgum,Hardwood,4,0,132101,15158332.66,60653499.49,21805755.02,31242015.23,,,,,,,,,,,,,,,
Georgia,13,Clarke,59,35,Tupelo and blackgum,Hardwood,4,0,132101,6128991.306,6374876.692,,16955317.33,,,,,,,,,,,,,,,
Georgia,13,Clarke,59,39,Yellow-poplar,Hardwood,4,0,132101,6104153.802,7038130.263,,66559098.46,,69927880.34,52204571.11,,,,,,,,,,,,
Georgia,13,Clarke,59,40,Black walnut,Hardwood,4,0,132101,,5062436.118,,,,,,,,,,,,,,,,,
Georgia,13,Clarke,59,41,Other eastern soft hardwoods,Hardwood,4,0,132101,34485360.33,34302090.7,43075229.83,32992596.97,,,,,,,,,,,,,,,
Georgia,13,Clarke,59,42,Other eastern hard hardwoods,Hardwood,4,0,132101,2611079.779,,,,,,,,,,,,,,,,,,
Georgia,13,Clay,61,1,Longleaf and slash pines,Softwood,3,0,132101,1740792.434,,,59289968.31,52964675.9,70052860.23,,,,,,,,,,,,,
Georgia,13,Clay,61,2,Loblolly and shortleaf pines,Softwood,3,0,132101,86861600.63,85539672.03,200567595.9,197150389.3,116235713.3,68760133.99,62208841.63,59605151.98,,,,,,,,,,,
Georgia,13,Clay,61,9,Other eastern softwoods,Softwood,3,0,132101,936958.1977,7115524.648,,,,,,,,,,,,,,,,,
Georgia,13,Clay,61,25,Select white oaks,Hardwood,3,0,132101,,11084600.23,,,21462152.39,,,,,,,,,,,,,,
Georgia,13,Clay,61,27,Other white oaks,Hardwood,3,0,132101,,,,,,,,,,71049916.33,,,,,,,,,
Georgia,13,Clay,61,28,Other red oaks,Hardwood,3,0,132101,39974053.29,98229905.68,69889230.1,43125926.23,28428760.97,37157315.02,,,,,92598436.63,,,,,,,,
Georgia,13,Clay,61,29,Hickory,Hardwood,3,0,132101,,14511714.92,,,,,,,,,,,,,,,,,204151478.9
Georgia,13,Clay,61,31,Hard maple,Hardwood,3,0,132101,4187964.793,9441961.174,,,,,,,,,,,,,,,,,
Georgia,13,Clay,61,32,Soft maple,Hardwood,3,0,132101,,5229249.671,,,,,,,,,,,,,,,,,
Georgia,13,Clay,61,34,Sweetgum,Hardwood,3,0,132101,4025959.498,9487516.911,19438517.56,13855723.94,19826831.3,,,54813038.59,,,,,,,,,,,
Georgia,13,Clay,61,35,Tupelo and blackgum,Hardwood,3,0,132101,12781252.47,20827875.84,5954573.055,35262557.65,67600711.91,63162599.14,,34761433.02,73709146.9,,,,,,,,,,
Georgia,13,Clay,61,39,Yellow-poplar,Hardwood,3,0,132101,3844987.94,4726202.341,,,,,52503003.91,160869824,,,,,,,,,,,
Georgia,13,Clay,61,41,Other eastern soft hardwoods,Hardwood,3,0,132101,9366790.438,10299952.7,9759276.476,17341791.13,,,,,,,,,,,,,,,
Georgia,13,Clay,61,43,Eastern noncommercial hardwoods,Hardwood,3,0,132101,,5776474.633,,59216083.72,,,,,,,,,,,,,,,
Georgia,13,Clay,61,55,Urban-specific hardwoods,Hardwood,3,0,132101,19729149.03,17324548.76,,,,,52947224.67,,,80649667.99,,,,,,,,,
Georgia,13,Clayton,63,2,Loblolly and shortleaf pines,Softwood,4,0,132101,18342199.44,11065607.65,,,,42584521.31,,145194257.7,,,,,,,,,,,
Georgia,13,Clayton,63,25,Select white oaks,Hardwood,4,0,132101,,,,14867693.84,,42699692.14,,,,,,,,,,,,,
Georgia,13,Clayton,63,26,Select red oaks,Hardwood,4,0,132101,,,,,,,48146311.93,,,,,,,,,,,,
Georgia,13,Clayton,63,27,Other white oaks,Hardwood,4,0,132101,,,,,,27086570.86,,,,,,,,,,,,,
Georgia,13,Clayton,63,28,Other red oaks,Hardwood,4,0,132101,3306837.023,,11751852.97,,,,,,,,,,,,,,,,
Georgia,13,Clayton,63,29,Hickory,Hardwood,4,0,132101,,8895337.521,13232104.49,,,,,,,,,,,,,,,,
Georgia,13,Clayton,63,32,Soft maple,Hardwood,4,0,132101,3694545.741,22179274.78,23668743.46,25753431.83,16843418.11,52935961.17,35676723.04,,,,,,,,,,,,
Georgia,13,Clayton,63,33,Beech,Hardwood,4,0,132101,5493567.485,9793513.987,,,,,,,,,,,,,,,,,
Georgia,13,Clayton,63,34,Sweetgum,Hardwood,4,0,132101,6540981.963,5640392.447,12323300.02,,20719919.52,42649510.26,33457046.66,,,,,,,,,,,,
Georgia,13,Clayton,63,35,Tupelo and blackgum,Hardwood,4,0,132101,3947162.639,10841398.51,7051355.916,67487907.18,42973291.77,96521425.45,,,,,,,,,,,,,
Georgia,13,Clayton,63,39,Yellow-poplar,Hardwood,4,0,132101,3257229.071,7152736.122,,,32390303.62,,48118400.77,,,,,,,,,,,,
Georgia,13,Clayton,63,41,Other eastern soft hardwoods,Hardwood,4,0,132101,1829433.62,,,,,,,,,,,,,,,,,,
Georgia,13,Clayton,63,43,Eastern noncommercial hardwoods,Hardwood,4,0,132101,1277755.031,,,,,,,,,,,,,,,,,,
Georgia,13,Clinch,65,1,Longleaf and slash pines,Softwood,1,0,132101,1926678314,2460307873,1572580838,876284818,604205043.8,433806744.1,283877555.8,,,,,,,,,,,,
Georgia,13,Clinch,65,1,Longleaf and slash pines,Softwood,1,1,132101,,,15129768.54,23129505.36,,,,,,,,,,,,,,,
Georgia,13,Clinch,65,2,Loblolly and shortleaf pines,Softwood,1,0,132101,100239233.4,38444656.6,5193492.775,38191289.95,70526578.82,,55610299.37,,,,,,,,,,,,
Georgia,13,Clinch,65,3,Other yellow pines,Softwood,1,0,132101,4210168.061,9457941.778,,,,,,,,,,,,,,,,,
Georgia,13,Clinch,65,8,Cypress,Softwood,1,0,132101,147357398.9,204163153.2,212665397.9,250203250.4,174284826.1,226313307.9,102310103.3,83926740.57,,,,,,,,,,,
Georgia,13,Clinch,65,28,Other red oaks,Hardwood,1,0,132101,3625095.076,,,15703754.45,44423401.8,,,103351364.9,,,,,,,,,,,
Georgia,13,Clinch,65,32,Soft maple,Hardwood,1,0,132101,75905170.34,82333291.29,26390845.4,,,24391972.24,26322229.56,,,,,,,,,,,,
Georgia,13,Clinch,65,35,Tupelo and blackgum,Hardwood,1,0,132101,347820715,418634753.6,308525973.7,234993034.4,150095568.6,29287032.95,44424974.47,50483284.07,,,,,,,,,,,
Georgia,13,Clinch,65,41,Other eastern soft hardwoods,Hardwood,1,0,132101,31253966.27,50815081.19,72577048.99,82730956.84,41892731.91,118589115.4,54595496.87,,,,,,,,,,,,
Georgia,13,Clinch,65,43,Eastern noncommercial hardwoods,Hardwood,1,0,132101,75898702.56,107830114.1,73625057.52,135158814.2,121412539.8,73084555.57,38571116.79,40563804.89,54214359.59,,,38296836.44,,,,,,,
Georgia,13,Cobb,67,2,Loblolly and shortleaf pines,Softwood,4,0,132101,45562965.38,68222873.62,115335244.9,150797856.7,144871469.8,79577423.01,188542814.9,48373933.56,104068222.8,67332037.88,,111378733.7,,,,,,,
Georgia,13,Cobb,67,9,Other eastern softwoods,Softwood,4,0,132101,417929.3913,,,,,,,,,,,,,,,,,,
Georgia,13,Cobb,67,25,Select white oaks,Hardwood,4,0,132101,6653253.437,,33551613.95,48263160.73,,,,,,,,,213957064.2,,,,,,
Georgia,13,Cobb,67,26,Select red oaks,Hardwood,4,0,132101,4130020.455,,,,,,,,,,,,,,,,,,
Georgia,13,Cobb,67,27,Other white oaks,Hardwood,4,0,132101,,,9630122.008,,,,,49838197.1,,,,,,,,,,,
Georgia,13,Cobb,67,28,Other red oaks,Hardwood,4,0,132101,1597715.744,6442904.195,,14910529.52,12118065.61,30640458.76,,66860420.83,,98585941.31,114127973.9,,,,,,,,
Georgia,13,Cobb,67,29,Hickory,Hardwood,4,0,132101,,8858372.67,,,,,,,,,,,,,,,,,
Georgia,13,Cobb,67,34,Sweetgum,Hardwood,4,0,132101,18549138.66,9993711.162,,32912309.47,46572229.41,39499344.4,,,,,,,,,,,,,
Georgia,13,Cobb,67,35,Tupelo and blackgum,Hardwood,4,0,132101,,6086072.807,,,,,,,,,,,,,,,,,
Georgia,13,Cobb,67,39,Yellow-poplar,Hardwood,4,0,132101,18884063.93,19384321.79,56785503.9,33172726.47,,,43313230.89,,,94390002.14,104396477.9,,,,,,,,
Georgia,13,Cobb,67,41,Other eastern soft hardwoods,Hardwood,4,0,132101,2181939.208,,,,,,,,,,,,,,,,,,
Georgia,13,Cobb,67,42,Other eastern hard hardwoods,Hardwood,4,0,132101,1832402.656,,,,,,,,,,,,,,,,,,
Georgia,13,Cobb,67,43,Eastern noncommercial hardwoods,Hardwood,4,0,132101,5569200.5,9450425.913,18451394.78,,,,,,,,,,,,,,,,
Georgia,13,Coffee,69,1,Longleaf and slash pines,Softwood,1,0,132101,135653751.8,312590333.6,447462441.2,708959428.6,894108290.7,641036918.8,255269723.8,,77687258.69,,,,,,,,,,
Georgia,13,Coffee,69,2,Loblolly and shortleaf pines,Softwood,1,0,132101,30668889.27,207306551.9,406078991.4,497162149.2,483240472.4,290818312.5,246430452.7,,,,,,,,,,,,
Georgia,13,Coffee,69,3,Other yellow pines,Softwood,1,0,132101,3562548.387,10063653.34,37187807.96,8439560.49,71748692.25,,87517451.46,,68301041.02,,,,,,,,,,
Georgia,13,Coffee,69,8,Cypress,Softwood,1,0,132101,42005924,66285548.02,132176475.4,209613220,191920238.9,82188609.3,,,,54189673.42,,,,,,,,,
Georgia,13,Coffee,69,27,Other white oaks,Hardwood,1,0,132101,15653995.15,20244039.01,33896984.78,14505084.91,,,,,,,,,,,,,,,
Georgia,13,Coffee,69,28,Other red oaks,Hardwood,1,0,132101,129876867,139338948.2,198491236.3,105720852.4,159756063.2,225785245,,111655239.8,91906114.46,,,,,,,,,,
Georgia,13,Coffee,69,32,Soft maple,Hardwood,1,0,132101,50184029.51,65151330.46,53439968.24,73757841.26,,22342057.6,54375348.94,,,,,,,,,,,,
Georgia,13,Coffee,69,34,Sweetgum,Hardwood,1,0,132101,775691.9763,,8719886.856,,,,,52185476.96,69805009.85,,70714152.69,,,,,,,,
Georgia,13,Coffee,69,35,Tupelo and blackgum,Hardwood,1,0,132101,97401868.63,101239582.3,55155317.15,45816689.13,,44839634.85,,58375569.12,,,,,,,,,,,
Georgia,13,Coffee,69,39,Yellow-poplar,Hardwood,1,0,132101,14733108.22,19385192.62,56837428.16,48567496.21,,26794980.2,41147348.84,,,,,,,,,,,,
Georgia,13,Coffee,69,41,Other eastern soft hardwoods,Hardwood,1,0,132101,2233296.727,,,,,,,,,,,,,,,,,,
Georgia,13,Coffee,69,42,Other eastern hard hardwoods,Hardwood,1,0,132101,3181532.497,4994457.004,,,,,,,,,,,,,,,,,
Georgia,13,Coffee,69,43,Eastern noncommercial hardwoods,Hardwood,1,0,132101,20950572.33,33831757.72,37741580.39,7886747.728,9469341.567,,,,,,,,,,,,,,
Georgia,13,Colquitt,71,1,Longleaf and slash pines,Softwood,2,0,132101,63799840.14,210212696.6,503745635.6,645227468.7,446810723,311193220.4,405765095,488563919.4,167485346.9,,262265605.7,,,,183205361.9,,,,
Georgia,13,Colquitt,71,2,Loblolly and shortleaf pines,Softwood,2,0,132101,12455844.71,35748227.82,31007626.61,28115776.34,209994457.8,325729863,47669270,62312770.13,115835497.1,,,,,,,,,,
Georgia,13,Colquitt,71,3,Other yellow pines,Softwood,2,0,132101,3900015.686,4702510.69,13918107.3,,,113981358.1,,57472721.12,,,,,,,,,,,
Georgia,13,Colquitt,71,8,Cypress,Softwood,2,0,132101,,,,,,27280337.05,,,,,51666499.98,,,,,,,,
