stateAbbr,statecd,unitcd,priceRegion,spcd,spgrpcd,spclass,sizerange,volume,value,product
LA,22,01,01,131,2,Softwood,2.0-2.9,9244790.15779922,3142140.503309905,Pre-merchantable
LA,22,01,01,131,2,Softwood,3.0-3.9,29296009.57111757,12562695.485061571,Pre-merchantable
LA,22,01,01,131,2,Softwood,4.0-4.9,40799185.037322,22073523.989251524,Pre-merchantable
LA,22,02,01,131,2,Softwood,1.0-1.9,683067.1832642243,210434.3901962598,Pre-merchantable
LA,22,02,01,131,2,Softwood,2.0-2.9,2859062.75974947,971744.8147089585,Pre-merchantable
LA,22,02,01,131,2,Softwood,3.0-3.9,8439565.853350013,3619049.0580084655,Pre-merchantable
LA,22,02,01,131,2,Softwood,4.0-4.9,6355676.212085,3438602.295782084,Pre-merchantable
LA,22,02,02,131,2,Softwood,1.0-1.9,683067.1832642243,182002.91933147912,Pre-merchantable
LA,22,02,02,131,2,Softwood,2.0-2.9,2859062.75974947,840453.8486190895,Pre-merchantable
LA,22,02,02,131,2,Softwood,3.0-3.9,8439565.853350013,3130084.8361670845,Pre-merchantable
LA,22,02,02,131,2,Softwood,4.0-4.9,6355676.212085,2974017.9619338145,Pre-merchantable
LA,22,03,01,110,2,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
LA,22,03,01,110,2,Softwood,2.0-2.9,1173113.47447888,398720.50097632455,Pre-merchantable
LA,22,03,01,110,2,Softwood,3.0-3.9,2027931.40773225,869616.2075619036,Pre-merchantable
LA,22,03,01,110,2,Softwood,4.0-4.9,3389629.57050249,1833886.3771597089,Pre-merchantable
LA,22,03,01,111,1,Softwood,1.0-1.9,7849096.093491393,2418092.6715473426,Pre-merchantable
LA,22,03,01,111,1,Softwood,2.0-2.9,22853398.460344538,7767465.53624569,Pre-merchantable
LA,22,03,01,111,1,Softwood,3.0-3.9,34147573.036595486,14643139.727656895,Pre-merchantable
LA,22,03,01,111,1,Softwood,4.0-4.9,100498722.43494095,54372678.24167326,Pre-merchantable
LA,22,03,01,121,1,Softwood,1.0-1.9,330491.59011397604,101815.45525035809,Pre-merchantable
LA,22,03,01,121,1,Softwood,2.0-2.9,4152644.674037779,1411410.4055829071,Pre-merchantable
LA,22,03,01,121,1,Softwood,3.0-3.9,1878934.0770747901,805723.2705872353,Pre-merchantable
LA,22,03,01,121,1,Softwood,4.0-4.9,14710990.7755308,7959066.03262513,Pre-merchantable
LA,22,03,01,131,2,Softwood,1.0-1.9,16922315.40829443,5213304.358490499,Pre-merchantable
LA,22,03,01,131,2,Softwood,2.0-2.9,59723049.470730856,20298807.16814862,Pre-merchantable
LA,22,03,01,131,2,Softwood,3.0-3.9,117658375.7715228,50454187.02831893,Pre-merchantable
LA,22,03,01,131,2,Softwood,4.0-4.9,174572755.94083163,94448845.30425493,Pre-merchantable
LA,22,04,02,110,2,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
LA,22,04,02,110,2,Softwood,2.0-2.9,1040033.76839919,305729.69423780974,Pre-merchantable
LA,22,04,02,110,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
LA,22,04,02,110,2,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
LA,22,04,02,111,1,Softwood,1.0-1.9,5203837.2370737,1386559.9052017538,Pre-merchantable
LA,22,04,02,111,1,Softwood,2.0-2.9,9797432.85139995,2880066.2449493525,Pre-merchantable
LA,22,04,02,111,1,Softwood,3.0-3.9,14056431.03565931,5213280.208943573,Pre-merchantable
LA,22,04,02,111,1,Softwood,4.0-4.9,24488325.50034675,11458846.779707396,Pre-merchantable
LA,22,04,02,121,1,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
LA,22,04,02,121,1,Softwood,2.0-2.9,5018486.160268394,1475240.7911496146,Pre-merchantable
LA,22,04,02,121,1,Softwood,3.0-3.9,6933853.1351888,2571642.7754454957,Pre-merchantable
LA,22,04,02,121,1,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
LA,22,04,02,131,2,Softwood,1.0-1.9,5193675.821184748,1383852.4008718098,Pre-merchantable
LA,22,04,02,131,2,Softwood,2.0-2.9,15712025.620246617,4618727.713166791,Pre-merchantable
LA,22,04,02,131,2,Softwood,3.0-3.9,41613425.70795368,15433679.29734541,Pre-merchantable
LA,22,04,02,131,2,Softwood,4.0-4.9,53889890.38264166,25216750.60473915,Pre-merchantable
LA,22,05,01,110,2,Softwood,1.0-1.9,34039.7157552122,10486.709071823838,Pre-merchantable
LA,22,05,01,110,2,Softwood,2.0-2.9,733287.1555356451,249231.3219269396,Pre-merchantable
LA,22,05,01,110,2,Softwood,3.0-3.9,6353807.90768728,2724635.7126243436,Pre-merchantable
LA,22,05,01,110,2,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
LA,22,05,01,131,2,Softwood,1.0-1.9,12722293.968076231,3919392.1749774315,Pre-merchantable
LA,22,05,01,131,2,Softwood,2.0-2.9,40434549.28812153,13742987.442944044,Pre-merchantable
LA,22,05,01,131,2,Softwood,3.0-3.9,74872255.21176906,32106671.05436051,Pre-merchantable
LA,22,05,01,131,2,Softwood,4.0-4.9,134872810.7829703,72970041.47490418,Pre-merchantable
MS,28,01,01,131,2,Softwood,1.0-1.9,419323.7388370973,92746.20937138183,Pre-merchantable
MS,28,01,01,131,2,Softwood,2.0-2.9,1116420.6311403767,272426.7949309409,Pre-merchantable
MS,28,01,01,131,2,Softwood,3.0-3.9,3033745.4579412662,934000.1099712263,Pre-merchantable
MS,28,01,01,131,2,Softwood,4.0-4.9,4614677.601795167,1792482.705089595,Pre-merchantable
MS,28,02,01,110,2,Softwood,1.0-1.9,573071.2494907595,126752.15154140758,Pre-merchantable
MS,28,02,01,110,2,Softwood,2.0-2.9,1255631.8227538136,306396.8396362479,Pre-merchantable
MS,28,02,01,110,2,Softwood,3.0-3.9,4454686.280965575,1371465.5807454074,Pre-merchantable
MS,28,02,01,110,2,Softwood,4.0-4.9,6312776.796250046,2452076.6573091093,Pre-merchantable
MS,28,02,01,131,2,Softwood,1.0-1.9,3188112.098598044,705148.0391165743,Pre-merchantable
MS,28,02,01,131,2,Softwood,2.0-2.9,6382694.430807124,1557492.7032942974,Pre-merchantable
MS,28,02,01,131,2,Softwood,3.0-3.9,12552001.228384027,3864388.3246636633,Pre-merchantable
MS,28,02,01,131,2,Softwood,4.0-4.9,31230907.826924976,12131045.107513694,Pre-merchantable
MS,28,03,01,110,2,Softwood,1.0-1.9,100357.47036886375,22197.10952837052,Pre-merchantable
MS,28,03,01,110,2,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
MS,28,03,01,110,2,Softwood,3.0-3.9,1630815.0395923776,502079.5078027602,Pre-merchantable
MS,28,03,01,110,2,Softwood,4.0-4.9,6438035.05921866,2500730.81896787,Pre-merchantable
MS,28,03,01,121,1,Softwood,1.0-1.9,101882.516241565,22534.419846652934,Pre-merchantable
MS,28,03,01,121,1,Softwood,2.0-2.9,1900351.866182235,463720.17293897807,Pre-merchantable
MS,28,03,01,121,1,Softwood,3.0-3.9,1617392.53077378,497947.1160492453,Pre-merchantable
MS,28,03,01,121,1,Softwood,4.0-4.9,3152982.861719375,1224715.5135772235,Pre-merchantable
MS,28,03,01,131,2,Softwood,1.0-1.9,3496415.109885369,773338.635036521,Pre-merchantable
MS,28,03,01,131,2,Softwood,2.0-2.9,15196419.109073916,3708200.687838924,Pre-merchantable
MS,28,03,01,131,2,Softwood,3.0-3.9,38838736.12633556,11957293.15990727,Pre-merchantable
MS,28,03,01,131,2,Softwood,4.0-4.9,76877823.76960382,29861711.131961603,Pre-merchantable
MS,28,03,02,110,2,Softwood,1.0-1.9,100357.47036886375,27868.349050728924,Pre-merchantable
MS,28,03,02,110,2,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
MS,28,03,02,110,2,Softwood,3.0-3.9,1630815.0395923776,630358.0633677512,Pre-merchantable
MS,28,03,02,110,2,Softwood,4.0-4.9,6438035.05921866,3139653.802934936,Pre-merchantable
MS,28,03,02,121,1,Softwood,1.0-1.9,101882.516241565,28291.840301979093,Pre-merchantable
MS,28,03,02,121,1,Softwood,2.0-2.9,1900351.866182235,582198.129211849,Pre-merchantable
MS,28,03,02,121,1,Softwood,3.0-3.9,1617392.53077378,625169.8682266624,Pre-merchantable
MS,28,03,02,121,1,Softwood,4.0-4.9,3152982.861719375,1537623.5980900857,Pre-merchantable
MS,28,03,02,131,2,Softwood,1.0-1.9,3496415.109885369,970922.4071749728,Pre-merchantable
MS,28,03,02,131,2,Softwood,2.0-2.9,15196419.109073916,4655625.588852716,Pre-merchantable
MS,28,03,02,131,2,Softwood,3.0-3.9,38838736.12633556,15012315.86285061,Pre-merchantable
MS,28,03,02,131,2,Softwood,4.0-4.9,76877823.76960382,37491214.25084191,Pre-merchantable
MS,28,04,02,110,2,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
MS,28,04,02,110,2,Softwood,2.0-2.9,844696.7498903801,258784.11061078135,Pre-merchantable
MS,28,04,02,110,2,Softwood,3.0-3.9,2971199.8740180526,1148456.2951618736,Pre-merchantable
MS,28,04,02,110,2,Softwood,4.0-4.9,1029153.04486411,501889.8221877372,Pre-merchantable
MS,28,04,02,111,1,Softwood,1.0-1.9,1757064.248463473,487920.62614532356,Pre-merchantable
MS,28,04,02,111,1,Softwood,2.0-2.9,3887395.3355457745,1190955.3868086576,Pre-merchantable
MS,28,04,02,111,1,Softwood,3.0-3.9,9825068.254319116,3797678.367496898,Pre-merchantable
MS,28,04,02,111,1,Softwood,4.0-4.9,22974063.781876832,11203823.22527976,Pre-merchantable
MS,28,04,02,121,1,Softwood,1.0-1.9,569412.601168018,158120.65673744908,Pre-merchantable
MS,28,04,02,121,1,Softwood,2.0-2.9,1666490.6022258129,510551.6132200094,Pre-merchantable
MS,28,04,02,121,1,Softwood,3.0-3.9,6087862.725926627,2353138.317220216,Pre-merchantable
MS,28,04,02,121,1,Softwood,4.0-4.9,10931639.84307859,5331062.084927841,Pre-merchantable
MS,28,04,02,131,2,Softwood,1.0-1.9,3463060.5921494346,961660.163524677,Pre-merchantable
MS,28,04,02,131,2,Softwood,2.0-2.9,13529509.662254715,4144945.6570075927,Pre-merchantable
MS,28,04,02,131,2,Softwood,3.0-3.9,26445161.879749708,10221834.250518288,Pre-merchantable
MS,28,04,02,131,2,Softwood,4.0-4.9,46321660.93003408,22589808.467879713,Pre-merchantable
MS,28,05,01,110,2,Softwood,1.0-1.9,404198.04363568337,89400.70144013867,Pre-merchantable
MS,28,05,01,110,2,Softwood,2.0-2.9,884597.8753236966,215857.8561299028,Pre-merchantable
MS,28,05,01,110,2,Softwood,3.0-3.9,1085372.2158067802,334153.86458004947,Pre-merchantable
MS,28,05,01,110,2,Softwood,4.0-4.9,4832056.955971073,1876919.5317602772,Pre-merchantable
MS,28,05,01,121,1,Softwood,1.0-1.9,165494.156382531,36604.07044962777,Pre-merchantable
MS,28,05,01,121,1,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
MS,28,05,01,121,1,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
MS,28,05,01,121,1,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
MS,28,05,01,131,2,Softwood,1.0-1.9,5568219.817575767,1231581.3134237733,Pre-merchantable
MS,28,05,01,131,2,Softwood,2.0-2.9,15288282.8310703,3730617.0949312397,Pre-merchantable
MS,28,05,01,131,2,Softwood,3.0-3.9,32753211.346496057,10083740.848943165,Pre-merchantable
MS,28,05,01,131,2,Softwood,4.0-4.9,55414461.70536636,21524681.199847735,Pre-merchantable
MS,28,05,02,110,2,Softwood,1.0-1.9,404198.04363568337,112242.08944544883,Pre-merchantable
MS,28,05,02,110,2,Softwood,2.0-2.9,884597.8753236966,271008.35233891645,Pre-merchantable
MS,28,05,02,110,2,Softwood,3.0-3.9,1085372.2158067802,419528.3409700072,Pre-merchantable
MS,28,05,02,110,2,Softwood,4.0-4.9,4832056.955971073,2356462.159380348,Pre-merchantable
MS,28,05,02,121,1,Softwood,1.0-1.9,165494.156382531,45956.20932824146,Pre-merchantable
MS,28,05,02,121,1,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
MS,28,05,02,121,1,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
MS,28,05,02,121,1,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
MS,28,05,02,131,2,Softwood,1.0-1.9,5568219.817575767,1546243.5720732538,Pre-merchantable
MS,28,05,02,131,2,Softwood,2.0-2.9,15288282.8310703,4683769.264790045,Pre-merchantable
MS,28,05,02,131,2,Softwood,3.0-3.9,32753211.346496057,12660081.230678644,Pre-merchantable
MS,28,05,02,131,2,Softwood,4.0-4.9,55414461.70536636,27024118.978929717,Pre-merchantable
NC,37,01,02,111,1,Softwood,1.0-1.9,1291252.9614728119,377596.0204890565,Pre-merchantable
NC,37,01,02,111,1,Softwood,2.0-2.9,2928973.2281200318,944945.4287537709,Pre-merchantable
NC,37,01,02,111,1,Softwood,3.0-3.9,2130837.695426102,867336.2903324573,Pre-merchantable
NC,37,01,02,111,1,Softwood,4.0-4.9,19345486.9368388,9934880.17674148,Pre-merchantable
NC,37,01,02,121,1,Softwood,1.0-1.9,1366867.577140943,399707.7048909489,Pre-merchantable
NC,37,01,02,121,1,Softwood,2.0-2.9,5776310.389239974,1863553.4271778406,Pre-merchantable
NC,37,01,02,121,1,Softwood,3.0-3.9,9787331.485959543,3983835.9352792874,Pre-merchantable
NC,37,01,02,121,1,Softwood,4.0-4.9,14803792.919403883,7602491.955656326,Pre-merchantable
NC,37,01,02,131,2,Softwood,1.0-1.9,11839928.355632506,3462303.641002341,Pre-merchantable
NC,37,01,02,131,2,Softwood,2.0-2.9,29249947.89241972,9436619.046862558,Pre-merchantable
NC,37,01,02,131,2,Softwood,3.0-3.9,57906940.271833695,23570444.087639432,Pre-merchantable
NC,37,01,02,131,2,Softwood,4.0-4.9,112517214.10071771,57783246.47816084,Pre-merchantable
NC,37,02,02,110,2,Softwood,1.0-1.9,894575.266297373,261597.12361592005,Pre-merchantable
NC,37,02,02,110,2,Softwood,2.0-2.9,624483.73127861,201470.95969927308,Pre-merchantable
NC,37,02,02,110,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
NC,37,02,02,110,2,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
NC,37,02,02,121,1,Softwood,1.0-1.9,171467.7855175305,50141.6495336757,Pre-merchantable
NC,37,02,02,121,1,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
NC,37,02,02,121,1,Softwood,3.0-3.9,1375526.94356103,559894.5612054206,Pre-merchantable
NC,37,02,02,121,1,Softwood,4.0-4.9,2405021.7742546876,1235099.5985619226,Pre-merchantable
NC,37,02,02,131,2,Softwood,1.0-1.9,8406429.217238093,2458259.0039766375,Pre-merchantable
NC,37,02,02,131,2,Softwood,2.0-2.9,24821755.087498892,8007995.354273863,Pre-merchantable
NC,37,02,02,131,2,Softwood,3.0-3.9,46767072.90748964,19036071.875562686,Pre-merchantable
NC,37,02,02,131,2,Softwood,4.0-4.9,86240245.40891169,44288701.92555218,Pre-merchantable
NC,37,03,01,110,2,Softwood,1.0-1.9,451921.8717442856,91306.2161889766,Pre-merchantable
NC,37,03,01,110,2,Softwood,2.0-2.9,1834494.8701505726,408910.94499462756,Pre-merchantable
NC,37,03,01,110,2,Softwood,3.0-3.9,3548233.3245882937,997861.4032010047,Pre-merchantable
NC,37,03,01,110,2,Softwood,4.0-4.9,8101488.184960642,2874542.128779289,Pre-merchantable
NC,37,03,01,121,1,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
NC,37,03,01,121,1,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
NC,37,03,01,121,1,Softwood,3.0-3.9,5513209.57798442,1550467.1035879774,Pre-merchantable
NC,37,03,01,121,1,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
NC,37,03,01,131,2,Softwood,1.0-1.9,4775764.045233157,964894.5351959803,Pre-merchantable
NC,37,03,01,131,2,Softwood,2.0-2.9,13459413.421651416,3000118.2074001213,Pre-merchantable
NC,37,03,01,131,2,Softwood,3.0-3.9,26107198.577969406,7342066.719832354,Pre-merchantable
NC,37,03,01,131,2,Softwood,4.0-4.9,42869531.42857196,15210819.459222179,Pre-merchantable
NC,37,03,02,110,2,Softwood,1.0-1.9,451921.8717442856,132153.73395772927,Pre-merchantable
NC,37,03,02,110,2,Softwood,2.0-2.9,1834494.8701505726,591844.7888080137,Pre-merchantable
NC,37,03,02,110,2,Softwood,3.0-3.9,3548233.3245882937,1444273.0835804015,Pre-merchantable
NC,37,03,02,110,2,Softwood,4.0-4.9,8101488.184960642,4160521.5021805507,Pre-merchantable
NC,37,03,02,121,1,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
NC,37,03,02,121,1,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
NC,37,03,02,121,1,Softwood,3.0-3.9,5513209.57798442,2244097.1236141776,Pre-merchantable
NC,37,03,02,121,1,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
NC,37,03,02,131,2,Softwood,1.0-1.9,4775764.045233157,1396557.8798889192,Pre-merchantable
NC,37,03,02,131,2,Softwood,2.0-2.9,13459413.421651416,4342276.352815965,Pre-merchantable
NC,37,03,02,131,2,Softwood,3.0-3.9,26107198.577969406,10626675.51554683,Pre-merchantable
NC,37,03,02,131,2,Softwood,4.0-4.9,42869531.42857196,22015659.743611053,Pre-merchantable
NC,37,04,01,110,2,Softwood,1.0-1.9,253473.2876334142,51211.698848429995,Pre-merchantable
NC,37,04,01,110,2,Softwood,2.0-2.9,1596467.712925914,355854.42716030346,Pre-merchantable
NC,37,04,01,110,2,Softwood,3.0-3.9,1202996.1475564379,338315.8079057151,Pre-merchantable
NC,37,04,01,110,2,Softwood,4.0-4.9,1629311.1560838681,578106.5715491036,Pre-merchantable
NC,37,04,01,131,2,Softwood,1.0-1.9,682129.8896250919,137817.40399215126,Pre-merchantable
NC,37,04,01,131,2,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
NC,37,04,01,131,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
NC,37,04,01,131,2,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
SC,45,01,02,110,2,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
SC,45,01,02,110,2,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
SC,45,01,02,110,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
SC,45,01,02,110,2,Softwood,4.0-4.9,15728026.9110023,8836592.836128103,Pre-merchantable
SC,45,01,02,111,1,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
SC,45,01,02,111,1,Softwood,2.0-2.9,2617838.505444324,923978.3829357855,Pre-merchantable
SC,45,01,02,111,1,Softwood,3.0-3.9,6631468.746284907,2953075.2059136303,Pre-merchantable
SC,45,01,02,111,1,Softwood,4.0-4.9,16512325.67757152,9277241.17054833,Pre-merchantable
SC,45,01,02,121,1,Softwood,1.0-1.9,3278244.677907138,1048781.639668477,Pre-merchantable
SC,45,01,02,121,1,Softwood,2.0-2.9,11634111.12247491,4106314.105886784,Pre-merchantable
SC,45,01,02,121,1,Softwood,3.0-3.9,18443025.02566468,8212907.578859765,Pre-merchantable
SC,45,01,02,121,1,Softwood,4.0-4.9,35766155.63335146,20094761.8181164,Pre-merchantable
SC,45,01,02,131,2,Softwood,1.0-1.9,18933973.121719163,6057389.038060688,Pre-merchantable
SC,45,01,02,131,2,Softwood,2.0-2.9,56917083.39302855,20089151.628543902,Pre-merchantable
SC,45,01,02,131,2,Softwood,3.0-3.9,108131169.86096822,48152149.83584899,Pre-merchantable
SC,45,01,02,131,2,Softwood,4.0-4.9,157803873.24293977,88660108.71563067,Pre-merchantable
SC,45,02,02,110,2,Softwood,1.0-1.9,806949.087438335,258160.53107812942,Pre-merchantable
SC,45,02,02,110,2,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
SC,45,02,02,110,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
SC,45,02,02,110,2,Softwood,4.0-4.9,10938143.87469705,6145457.682048615,Pre-merchantable
SC,45,02,02,111,1,Softwood,1.0-1.9,1813896.0412008401,580304.7213343679,Pre-merchantable
SC,45,02,02,111,1,Softwood,2.0-2.9,3739067.9942038395,1319721.5916056025,Pre-merchantable
SC,45,02,02,111,1,Softwood,3.0-3.9,13871300.727951467,6177062.099015929,Pre-merchantable
SC,45,02,02,111,1,Softwood,4.0-4.9,43988129.85144893,24714173.95961305,Pre-merchantable
SC,45,02,02,121,1,Softwood,1.0-1.9,2179960.2483453355,697416.6080645687,Pre-merchantable
SC,45,02,02,121,1,Softwood,2.0-2.9,12068736.598532515,4259717.206847834,Pre-merchantable
SC,45,02,02,121,1,Softwood,3.0-3.9,25250761.02836603,11244476.778254015,Pre-merchantable
SC,45,02,02,121,1,Softwood,4.0-4.9,59158576.3557171,33237497.30201556,Pre-merchantable
SC,45,02,02,131,2,Softwood,1.0-1.9,20894867.524897583,6684721.726569812,Pre-merchantable
SC,45,02,02,131,2,Softwood,2.0-2.9,49807657.67228826,17579846.464229822,Pre-merchantable
SC,45,02,02,131,2,Softwood,3.0-3.9,79317413.19780017,35321026.95090755,Pre-merchantable
SC,45,02,02,131,2,Softwood,4.0-4.9,161513007.34969318,90744038.76365516,Pre-merchantable
SC,45,03,01,110,2,Softwood,1.0-1.9,544156.9150661215,142097.15191345866,Pre-merchantable
SC,45,03,01,110,2,Softwood,2.0-2.9,2463883.2273738566,709833.6612608654,Pre-merchantable
SC,45,03,01,110,2,Softwood,3.0-3.9,1925937.2561827009,700042.5278670889,Pre-merchantable
SC,45,03,01,110,2,Softwood,4.0-4.9,5817200.0209202,2667731.44383644,Pre-merchantable
SC,45,03,01,131,2,Softwood,1.0-1.9,12591498.620491147,3288051.741613216,Pre-merchantable
SC,45,03,01,131,2,Softwood,2.0-2.9,36355169.88668046,10473760.712243149,Pre-merchantable
SC,45,03,01,131,2,Softwood,3.0-3.9,81163845.96799794,29501555.006765164,Pre-merchantable
SC,45,03,01,131,2,Softwood,4.0-4.9,98391985.06154603,45121947.22997514,Pre-merchantable
SC,45,03,02,110,2,Softwood,1.0-1.9,544156.9150661215,174087.6101976404,Pre-merchantable
SC,45,03,02,110,2,Softwood,2.0-2.9,2463883.2273738566,869639.1452096466,Pre-merchantable
SC,45,03,02,110,2,Softwood,3.0-3.9,1925937.2561827009,857643.725240308,Pre-merchantable
SC,45,03,02,110,2,Softwood,4.0-4.9,5817200.0209202,3268320.1982079926,Pre-merchantable
SC,45,03,02,131,2,Softwood,1.0-1.9,12591498.620491147,4028293.756740798,Pre-merchantable
SC,45,03,02,131,2,Softwood,2.0-2.9,36355169.88668046,12831727.783585846,Pre-merchantable
SC,45,03,02,131,2,Softwood,3.0-3.9,81163845.96799794,36143266.34336674,Pre-merchantable
SC,45,03,02,131,2,Softwood,4.0-4.9,98391985.06154603,55280291.370754875,Pre-merchantable
TN,47,01,02,110,2,Softwood,1.0-1.9,229808.787981105,53238.01081379244,Pre-merchantable
TN,47,01,02,110,2,Softwood,2.0-2.9,6340885.709580985,1620616.8928388748,Pre-merchantable
TN,47,01,02,110,2,Softwood,3.0-3.9,5617545.827547516,1811435.5263852854,Pre-merchantable
TN,47,01,02,110,2,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
TN,47,01,02,131,2,Softwood,1.0-1.9,2576714.1309050526,596927.2801545515,Pre-merchantable
TN,47,01,02,131,2,Softwood,2.0-2.9,7684821.787689924,1964102.899500064,Pre-merchantable
TN,47,01,02,131,2,Softwood,3.0-3.9,10448362.749196582,3369182.2118553473,Pre-merchantable
TN,47,01,02,131,2,Softwood,4.0-4.9,17895472.594040714,7280567.785227438,Pre-merchantable
TN,47,02,02,110,2,Softwood,1.0-1.9,1928503.64884785,446761.4098388682,Pre-merchantable
TN,47,02,02,110,2,Softwood,2.0-2.9,5027538.79075271,1284948.9277792054,Pre-merchantable
TN,47,02,02,110,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
TN,47,02,02,110,2,Softwood,4.0-4.9,14025373.4806343,5706062.346344147,Pre-merchantable
TN,47,02,02,131,2,Softwood,1.0-1.9,3778072.7277696375,875236.6630680454,Pre-merchantable
TN,47,02,02,131,2,Softwood,2.0-2.9,13428886.38343502,3432182.998051053,Pre-merchantable
TN,47,02,02,131,2,Softwood,3.0-3.9,32161287.59045317,10370738.522497317,Pre-merchantable
TN,47,02,02,131,2,Softwood,4.0-4.9,73426302.14049938,29872648.914034046,Pre-merchantable
TN,47,03,01,131,2,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
TN,47,03,01,131,2,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
TN,47,03,01,131,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
TN,47,03,01,131,2,Softwood,4.0-4.9,11458603.8929024,4377508.1041096,Pre-merchantable
TN,47,03,02,131,2,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
TN,47,03,02,131,2,Softwood,2.0-2.9,0.0,0.0,Pre-merchantable
TN,47,03,02,131,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
TN,47,03,02,131,2,Softwood,4.0-4.9,11458603.8929024,4661801.577351355,Pre-merchantable
TN,47,04,01,110,2,Softwood,1.0-1.9,1670695.03641982,363433.99201612605,Pre-merchantable
TN,47,04,01,110,2,Softwood,2.0-2.9,3536542.77218449,848755.3512110435,Pre-merchantable
TN,47,04,01,110,2,Softwood,3.0-3.9,11143067.63592415,3374070.850044536,Pre-merchantable
TN,47,04,01,110,2,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
TN,47,04,01,131,2,Softwood,1.0-1.9,433596.26975234423,94322.19513687305,Pre-merchantable
TN,47,04,01,131,2,Softwood,2.0-2.9,1700316.3035324842,408068.74236760737,Pre-merchantable
TN,47,04,01,131,2,Softwood,3.0-3.9,6465176.082266366,1957626.2903811173,Pre-merchantable
TN,47,04,01,131,2,Softwood,4.0-4.9,9964557.67620822,3806740.5409211963,Pre-merchantable
TN,47,05,01,110,2,Softwood,1.0-1.9,317033.0771221445,68965.66656866764,Pre-merchantable
TN,47,05,01,110,2,Softwood,2.0-2.9,741664.78360515,177996.42035739333,Pre-merchantable
TN,47,05,01,110,2,Softwood,3.0-3.9,1221476.000822845,369857.44886969205,Pre-merchantable
TN,47,05,01,110,2,Softwood,4.0-4.9,2280310.07107897,871142.4104828296,Pre-merchantable
TN,47,05,01,131,2,Softwood,1.0-1.9,772234.3811595442,167987.70439777087,Pre-merchantable
TN,47,05,01,131,2,Softwood,2.0-2.9,4522203.710768532,1085309.8197962358,Pre-merchantable
TN,47,05,01,131,2,Softwood,3.0-3.9,4348312.037043055,1316649.3617776525,Pre-merchantable
TN,47,05,01,131,2,Softwood,4.0-4.9,7354764.106255529,2809726.191764976,Pre-merchantable
VA,51,01,02,110,2,Softwood,1.0-1.9,0.0,0.0,Pre-merchantable
VA,51,01,02,110,2,Softwood,2.0-2.9,2086838.13705997,759292.6236389113,Pre-merchantable
VA,51,01,02,110,2,Softwood,3.0-3.9,0.0,0.0,Pre-merchantable
VA,51,01,02,110,2,Softwood,4.0-4.9,0.0,0.0,Pre-merchantable
VA,51,01,02,121,1,Softwood,1.0-1.9,2995146.02421339,987786.686265715,Pre-merchantable
VA,51,01,02,121,1,Softwood,2.0-2.9,2689313.1545172,978502.1677612368,Pre-merchantable
VA,51,01,02,121,1,Softwood,3.0-3.9,17963172.1935957,8246112.77060045,Pre-merchantable
VA,51,01,02,121,1,Softwood,4.0-4.9,11710710.2706187,6782585.762543987,Pre-merchantable
