stateAbbr,statecd,unitcd,priceRegion,spcd,spname,spgrpcd,spclass,product,sizerange,volume,value
AR,05,02,02,802,white oak,25,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,02,02,802,white oak,25,Non-coniferous,Sawtimber,25.0-26.9,97409909.7680186,800968087.7687311
AR,05,02,02,802,white oak,25,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,02,02,812,southern red oak,28,Non-coniferous,Pulpwood,05.0-06.9,33962461.45942569,18134362.428952407
AR,05,02,02,812,southern red oak,28,Non-coniferous,Pulpwood,07.0-08.9,74218073.54957089,39628972.30327322
AR,05,02,02,812,southern red oak,28,Non-coniferous,Pulpwood,09.0-10.9,73569526.27645822,39282678.46008448
AR,05,02,02,812,southern red oak,28,Non-coniferous,Pulpwood,11.0-12.9,121181134.3841657,64705045.39547023
AR,05,02,02,812,southern red oak,28,Non-coniferous,Sawtimber,13.0-14.9,165509481.5872255,1360927376.7958913
AR,05,02,02,812,southern red oak,28,Non-coniferous,Sawtimber,15.0-16.9,316729319.4205415,2604355942.0260725
AR,05,02,02,812,southern red oak,28,Non-coniferous,Sawtimber,17.0-18.9,125297720.230233,1030279933.6699619
AR,05,02,02,812,southern red oak,28,Non-coniferous,Sawtimber,19.0-20.9,0.0,0.0
AR,05,02,02,812,southern red oak,28,Non-coniferous,Sawtimber,21.0-22.9,104323285.916883,857814395.1636273
AR,05,02,02,812,southern red oak,28,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,02,02,812,southern red oak,28,Non-coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,02,02,812,southern red oak,28,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,02,02,822,overcup oak,27,Non-coniferous,Pulpwood,05.0-06.9,14836127.801663313,7921796.802597507
AR,05,02,02,822,overcup oak,27,Non-coniferous,Pulpwood,07.0-08.9,41705005.43391837,22268517.979582697
AR,05,02,02,822,overcup oak,27,Non-coniferous,Pulpwood,09.0-10.9,31379437.07855822,16755148.488837034
AR,05,02,02,822,overcup oak,27,Non-coniferous,Pulpwood,11.0-12.9,98653649.06013496,52676424.20831238
AR,05,02,02,822,overcup oak,27,Non-coniferous,Sawtimber,13.0-14.9,96443302.5650896,793020010.1573533
AR,05,02,02,822,overcup oak,27,Non-coniferous,Sawtimber,15.0-16.9,232333778.6307912,1910400521.2320378
AR,05,02,02,822,overcup oak,27,Non-coniferous,Sawtimber,17.0-18.9,81102606.0600595,666878754.3658549
AR,05,02,02,822,overcup oak,27,Non-coniferous,Sawtimber,19.0-20.9,190505934.7900309,1566464589.288259
AR,05,02,02,822,overcup oak,27,Non-coniferous,Sawtimber,21.0-22.9,458803198.28717685,3772580441.450223
AR,05,02,02,822,overcup oak,27,Non-coniferous,Sawtimber,23.0-24.9,384338833.920134,3160285658.752802
AR,05,02,02,822,overcup oak,27,Non-coniferous,Sawtimber,25.0-26.9,237275507.550351,1951034653.5538685
AR,05,02,02,822,overcup oak,27,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,02,02,837,black oak,28,Non-coniferous,Pulpwood,05.0-06.9,22867436.05339612,12210138.941448526
AR,05,02,02,837,black oak,28,Non-coniferous,Pulpwood,07.0-08.9,18668400.65825534,9968050.870227495
AR,05,02,02,837,black oak,28,Non-coniferous,Pulpwood,09.0-10.9,20309406.3637427,10844270.994815303
AR,05,02,02,837,black oak,28,Non-coniferous,Pulpwood,11.0-12.9,83130744.5274085,44387920.82398642
AR,05,02,02,837,black oak,28,Non-coniferous,Sawtimber,13.0-14.9,0.0,0.0
AR,05,02,02,837,black oak,28,Non-coniferous,Sawtimber,15.0-16.9,70327400.93352,578277959.3741143
AR,05,02,02,837,black oak,28,Non-coniferous,Sawtimber,17.0-18.9,38152499.4040128,313714842.401618
AR,05,02,02,837,black oak,28,Non-coniferous,Sawtimber,19.0-20.9,0.0,0.0
AR,05,02,02,837,black oak,28,Non-coniferous,Sawtimber,21.0-22.9,76370871.4644188,627971332.93486
AR,05,02,02,837,black oak,28,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,02,02,837,black oak,28,Non-coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,02,02,837,black oak,28,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,68,eastern redcedar,9,Coniferous,Pulpwood,05.0-06.9,71693211.30671552,37770082.05426964
AR,05,03,01,68,eastern redcedar,9,Coniferous,Pulpwood,07.0-08.9,83469589.41416287,43974222.7157541
AR,05,03,01,68,eastern redcedar,9,Coniferous,Pulpwood,09.0-10.9,72739372.54114339,38321230.411919445
AR,05,03,01,68,eastern redcedar,9,Coniferous,Pulpwood,11.0-12.9,32327411.2056469,17031026.391267635
AR,05,03,01,68,eastern redcedar,9,Coniferous,Sawtimber,13.0-14.9,11053076.0013385,63673131.41624725
AR,05,03,01,68,eastern redcedar,9,Coniferous,Sawtimber,15.0-16.9,11602144.3276785,66836133.2535016
AR,05,03,01,68,eastern redcedar,9,Coniferous,Sawtimber,17.0-18.9,17912732.1658473,103189351.91270877
AR,05,03,01,68,eastern redcedar,9,Coniferous,Sawtimber,19.0-20.9,32576160.9612488,187660537.00085247
AR,05,03,01,68,eastern redcedar,9,Coniferous,Sawtimber,21.0-22.9,0.0,0.0
AR,05,03,01,68,eastern redcedar,9,Coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,03,01,68,eastern redcedar,9,Coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,03,01,68,eastern redcedar,9,Coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,110,shortleaf pine,2,Coniferous,Pulpwood,05.0-06.9,128646549.52052194,67774767.55227497
AR,05,03,01,110,shortleaf pine,2,Coniferous,Pulpwood,07.0-08.9,366762092.4443088,193221004.79992855
AR,05,03,01,110,shortleaf pine,2,Coniferous,Pulpwood,09.0-10.9,417484319.168761,219942958.3913473
AR,05,03,01,110,shortleaf pine,2,Coniferous,Pulpwood,11.0-12.9,493880694.11462617,260190804.70429087
AR,05,03,01,110,shortleaf pine,2,Coniferous,Sawtimber,13.0-14.9,1003789590.9016931,5782501317.099845
AR,05,03,01,110,shortleaf pine,2,Coniferous,Sawtimber,15.0-16.9,1192030622.1037111,6866895916.051714
AR,05,03,01,110,shortleaf pine,2,Coniferous,Sawtimber,17.0-18.9,1027040988.4295181,5916444962.309678
AR,05,03,01,110,shortleaf pine,2,Coniferous,Sawtimber,19.0-20.9,707233525.5747595,4074139471.2606955
AR,05,03,01,110,shortleaf pine,2,Coniferous,Sawtimber,21.0-22.9,636025948.9327508,3663936068.6232705
AR,05,03,01,110,shortleaf pine,2,Coniferous,Sawtimber,23.0-24.9,166679235.4386035,960184193.1745162
AR,05,03,01,110,shortleaf pine,2,Coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,03,01,110,shortleaf pine,2,Coniferous,Sawtimber,27.0-28.9,108366235.628661,624262201.8913262
AR,05,03,01,110,shortleaf pine,2,Softwood,Pre-merchantable,01.0-01.9,2828078.2903345325,742370.1658670095
AR,05,03,01,110,shortleaf pine,2,Softwood,Pre-merchantable,02.0-02.9,2491622.2430172823,721583.3935816131
AR,05,03,01,110,shortleaf pine,2,Softwood,Pre-merchantable,03.0-03.9,9279878.204765126,3390723.901768439
AR,05,03,01,110,shortleaf pine,2,Softwood,Pre-merchantable,04.0-04.9,6123643.819694763,2822967.604196103
AR,05,03,01,131,loblolly pine,2,Coniferous,Pulpwood,05.0-06.9,9397178353.520815,4950708596.00121
AR,05,03,01,131,loblolly pine,2,Coniferous,Pulpwood,07.0-08.9,19332570610.59598,10184964028.996908
AR,05,03,01,131,loblolly pine,2,Coniferous,Pulpwood,09.0-10.9,22878367575.02077,12052993649.279236
AR,05,03,01,131,loblolly pine,2,Coniferous,Pulpwood,11.0-12.9,21736502965.884777,11451425952.75881
AR,05,03,01,131,loblolly pine,2,Coniferous,Sawtimber,13.0-14.9,17655712480.700977,101708746135.01372
AR,05,03,01,131,loblolly pine,2,Coniferous,Sawtimber,15.0-16.9,15751953863.283237,90741819587.41975
AR,05,03,01,131,loblolly pine,2,Coniferous,Sawtimber,17.0-18.9,11230834147.02167,64697137563.406845
AR,05,03,01,131,loblolly pine,2,Coniferous,Sawtimber,19.0-20.9,8233119529.853617,47428290706.275635
AR,05,03,01,131,loblolly pine,2,Coniferous,Sawtimber,21.0-22.9,5679027714.569508,32715008739.87526
AR,05,03,01,131,loblolly pine,2,Coniferous,Sawtimber,23.0-24.9,4588053481.1333275,26430265404.27263
AR,05,03,01,131,loblolly pine,2,Coniferous,Sawtimber,25.0-26.9,2664667512.884912,15350272151.207443
AR,05,03,01,131,loblolly pine,2,Coniferous,Sawtimber,27.0-28.9,940512474.4069219,5417982684.121582
AR,05,03,01,131,loblolly pine,2,Softwood,Pre-merchantable,01.0-01.9,18476674.63401324,4850124.573849988
AR,05,03,01,131,loblolly pine,2,Softwood,Pre-merchantable,02.0-02.9,52520779.31314529,15210219.878450286
AR,05,03,01,131,loblolly pine,2,Softwood,Pre-merchantable,03.0-03.9,118030173.86540836,43126399.164357774
AR,05,03,01,131,loblolly pine,2,Softwood,Pre-merchantable,04.0-04.9,245288406.25777906,113076665.61591724
AR,05,03,01,221,baldcypress,8,Coniferous,Pulpwood,05.0-06.9,23824629.319057606,12551512.031503519
AR,05,03,01,221,baldcypress,8,Coniferous,Pulpwood,07.0-08.9,88001370.28445995,46361697.51571549
AR,05,03,01,221,baldcypress,8,Coniferous,Pulpwood,09.0-10.9,177235836.7281934,93373026.17875555
AR,05,03,01,221,baldcypress,8,Coniferous,Pulpwood,11.0-12.9,325258874.44721764,171355894.8307293
AR,05,03,01,221,baldcypress,8,Coniferous,Sawtimber,13.0-14.9,319932004.71926445,1843022935.722714
AR,05,03,01,221,baldcypress,8,Coniferous,Sawtimber,15.0-16.9,307135625.8047051,1769307210.237775
AR,05,03,01,221,baldcypress,8,Coniferous,Sawtimber,17.0-18.9,214525510.4263635,1235810829.1177251
AR,05,03,01,221,baldcypress,8,Coniferous,Sawtimber,19.0-20.9,123567080.0128599,711829261.2326182
AR,05,03,01,221,baldcypress,8,Coniferous,Sawtimber,21.0-22.9,267144217.7435787,1538929876.3002803
AR,05,03,01,221,baldcypress,8,Coniferous,Sawtimber,23.0-24.9,78065840.6996988,449711603.66488075
AR,05,03,01,221,baldcypress,8,Coniferous,Sawtimber,25.0-26.9,423704027.7611252,2440819391.6300187
AR,05,03,01,221,baldcypress,8,Coniferous,Sawtimber,27.0-28.9,64690489.5075622,372660609.52603287
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Pulpwood,05.0-06.9,57743889.43448881,49813307.56962523
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Pulpwood,07.0-08.9,75136673.62770593,64817355.91125579
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Pulpwood,09.0-10.9,57756407.0771983,49824106.03146147
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Pulpwood,11.0-12.9,149055341.6300537,128583987.85099362
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,13.0-14.9,63617192.1155559,603962934.3949037
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,15.0-16.9,44223943.943982,419849133.0206315
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,17.0-18.9,0.0,0.0
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,19.0-20.9,0.0,0.0
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,21.0-22.9,0.0,0.0
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,03,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Pulpwood,05.0-06.9,8619922.80738848,7436057.2215699935
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Pulpwood,07.0-08.9,21235723.01979084,18319195.547925882
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Pulpwood,09.0-10.9,75446940.270393,65085010.339319564
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Pulpwood,11.0-12.9,135867619.4603172,117207475.68637508
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Sawtimber,13.0-14.9,37821481.3716577,359066034.0823652
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Sawtimber,15.0-16.9,77105507.243177,732017036.0239697
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Sawtimber,17.0-18.9,122603782.2707749,1163964294.0176947
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Sawtimber,19.0-20.9,0.0,0.0
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Sawtimber,21.0-22.9,0.0,0.0
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Sawtimber,25.0-26.9,132790796.959802,1260676819.0397532
AR,05,03,01,403,pignut hickory,29,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,404,pecan,29,Non-coniferous,Pulpwood,05.0-06.9,30821312.562223498,26588294.231607374
AR,05,03,01,404,pecan,29,Non-coniferous,Pulpwood,07.0-08.9,36572475.97905337,31549589.2702927
AR,05,03,01,404,pecan,29,Non-coniferous,Pulpwood,09.0-10.9,26654790.2002717,22994004.65492251
AR,05,03,01,404,pecan,29,Non-coniferous,Pulpwood,11.0-12.9,0.0,0.0
AR,05,03,01,404,pecan,29,Non-coniferous,Sawtimber,13.0-14.9,21177525.0113318,201053201.559612
AR,05,03,01,404,pecan,29,Non-coniferous,Sawtimber,15.0-16.9,0.0,0.0
AR,05,03,01,404,pecan,29,Non-coniferous,Sawtimber,17.0-18.9,0.0,0.0
AR,05,03,01,404,pecan,29,Non-coniferous,Sawtimber,19.0-20.9,0.0,0.0
AR,05,03,01,404,pecan,29,Non-coniferous,Sawtimber,21.0-22.9,0.0,0.0
AR,05,03,01,404,pecan,29,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,03,01,404,pecan,29,Non-coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,03,01,404,pecan,29,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Pulpwood,05.0-06.9,58365099.26343181,50349200.05240505
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Pulpwood,07.0-08.9,60734566.40303298,52393243.09413644
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Pulpwood,09.0-10.9,53221734.24775514,45912228.00258455
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Pulpwood,11.0-12.9,65940355.9419138,56884066.2441289
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,13.0-14.9,95525540.5267099,906891421.1330539
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,15.0-16.9,69738378.75333339,662075682.2353883
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,17.0-18.9,258298652.0817453,2452211527.6350408
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,19.0-20.9,0.0,0.0
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,21.0-22.9,84383866.0542985,801115636.5588565
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,03,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Pulpwood,05.0-06.9,255640490.6523325,220530665.89083454
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Pulpwood,07.0-08.9,319314862.29074275,275459959.53194326
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Pulpwood,09.0-10.9,362925635.2540213,313081201.679712
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Pulpwood,11.0-12.9,265554913.04336488,229083435.31416854
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Sawtimber,13.0-14.9,227490484.6976924,2159727836.3900113
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Sawtimber,15.0-16.9,252157982.5271644,2393913814.705531
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Sawtimber,17.0-18.9,358498060.3236762,3403475275.9077616
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Sawtimber,19.0-20.9,134664140.18084788,1278461789.2857916
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Sawtimber,21.0-22.9,0.0,0.0
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Sawtimber,25.0-26.9,123697535.850235,1174348069.210975
AR,05,03,01,409,mockernut hickory,29,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,541,white ash,36,Non-coniferous,Pulpwood,05.0-06.9,12737253.39636299,10987911.054123126
AR,05,03,01,541,white ash,36,Non-coniferous,Pulpwood,07.0-08.9,28025857.27439611,24176768.520169754
AR,05,03,01,541,white ash,36,Non-coniferous,Pulpwood,09.0-10.9,40637822.8557794,35056598.86612738
AR,05,03,01,541,white ash,36,Non-coniferous,Pulpwood,11.0-12.9,0.0,0.0
AR,05,03,01,541,white ash,36,Non-coniferous,Sawtimber,13.0-14.9,0.0,0.0
AR,05,03,01,541,white ash,36,Non-coniferous,Sawtimber,15.0-16.9,0.0,0.0
AR,05,03,01,541,white ash,36,Non-coniferous,Sawtimber,17.0-18.9,0.0,0.0
AR,05,03,01,541,white ash,36,Non-coniferous,Sawtimber,19.0-20.9,0.0,0.0
AR,05,03,01,541,white ash,36,Non-coniferous,Sawtimber,21.0-22.9,0.0,0.0
AR,05,03,01,541,white ash,36,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,03,01,541,white ash,36,Non-coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,03,01,541,white ash,36,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,544,green ash,36,Non-coniferous,Pulpwood,05.0-06.9,245497684.0235529,211780878.66370565
AR,05,03,01,544,green ash,36,Non-coniferous,Pulpwood,07.0-08.9,256544134.0040978,221310202.29989126
AR,05,03,01,544,green ash,36,Non-coniferous,Pulpwood,09.0-10.9,189254473.91117778,163262146.18017045
AR,05,03,01,544,green ash,36,Non-coniferous,Pulpwood,11.0-12.9,161298746.4096666,139145875.7660465
AR,05,03,01,544,green ash,36,Non-coniferous,Sawtimber,13.0-14.9,115971408.7630783,1100998488.195341
AR,05,03,01,544,green ash,36,Non-coniferous,Sawtimber,15.0-16.9,98318467.04535711,933406645.0789257
AR,05,03,01,544,green ash,36,Non-coniferous,Sawtimber,17.0-18.9,26383426.8379557,250476504.26791772
AR,05,03,01,544,green ash,36,Non-coniferous,Sawtimber,19.0-20.9,35392750.2999289,336008374.7271244
AR,05,03,01,544,green ash,36,Non-coniferous,Sawtimber,21.0-22.9,0.0,0.0
AR,05,03,01,544,green ash,36,Non-coniferous,Sawtimber,23.0-24.9,106888505.707166,1014768074.6852825
AR,05,03,01,544,green ash,36,Non-coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,03,01,544,green ash,36,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,602,black walnut,40,Non-coniferous,Pulpwood,05.0-06.9,1964090.06251074,1694340.7057692262
AR,05,03,01,602,black walnut,40,Non-coniferous,Pulpwood,07.0-08.9,0.0,0.0
AR,05,03,01,602,black walnut,40,Non-coniferous,Pulpwood,09.0-10.9,26211326.8630986,22611446.849641353
AR,05,03,01,602,black walnut,40,Non-coniferous,Pulpwood,11.0-12.9,16006381.5775914,13808055.127736514
AR,05,03,01,602,black walnut,40,Non-coniferous,Sawtimber,13.0-14.9,0.0,0.0
AR,05,03,01,602,black walnut,40,Non-coniferous,Sawtimber,15.0-16.9,0.0,0.0
AR,05,03,01,602,black walnut,40,Non-coniferous,Sawtimber,17.0-18.9,22103828.5958838,209847255.68967074
AR,05,03,01,602,black walnut,40,Non-coniferous,Sawtimber,19.0-20.9,0.0,0.0
AR,05,03,01,602,black walnut,40,Non-coniferous,Sawtimber,21.0-22.9,0.0,0.0
AR,05,03,01,602,black walnut,40,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,03,01,602,black walnut,40,Non-coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,03,01,602,black walnut,40,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,611,sweetgum,34,Non-coniferous,Pulpwood,05.0-06.9,2189210611.885649,1888543058.192642
AR,05,03,01,611,sweetgum,34,Non-coniferous,Pulpwood,07.0-08.9,2897316400.7479825,2499397155.4465046
AR,05,03,01,611,sweetgum,34,Non-coniferous,Pulpwood,09.0-10.9,2791581601.976795,2408184040.0228014
AR,05,03,01,611,sweetgum,34,Non-coniferous,Pulpwood,11.0-12.9,2919107314.398528,2518195291.396963
AR,05,03,01,611,sweetgum,34,Non-coniferous,Sawtimber,13.0-14.9,2394385369.477306,22731591347.115257
AR,05,03,01,611,sweetgum,34,Non-coniferous,Sawtimber,15.0-16.9,1820063413.102688,17279147400.36932
AR,05,03,01,611,sweetgum,34,Non-coniferous,Sawtimber,17.0-18.9,1705546689.1394176,16191959262.349695
AR,05,03,01,611,sweetgum,34,Non-coniferous,Sawtimber,19.0-20.9,1662604468.5594828,15784278434.441088
AR,05,03,01,611,sweetgum,34,Non-coniferous,Sawtimber,21.0-22.9,748867395.4796329,7109527072.886211
AR,05,03,01,611,sweetgum,34,Non-coniferous,Sawtimber,23.0-24.9,533817674.7557414,5067908195.189049
AR,05,03,01,611,sweetgum,34,Non-coniferous,Sawtimber,25.0-26.9,371650732.6370694,3528342883.2536244
AR,05,03,01,611,sweetgum,34,Non-coniferous,Sawtimber,27.0-28.9,580765861.0487087,5513620484.824757
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Pulpwood,05.0-06.9,2248376.68709834,1939583.227656825
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Pulpwood,07.0-08.9,0.0,0.0
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Pulpwood,09.0-10.9,0.0,0.0
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Pulpwood,11.0-12.9,0.0,0.0
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Sawtimber,13.0-14.9,0.0,0.0
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Sawtimber,15.0-16.9,0.0,0.0
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Sawtimber,17.0-18.9,0.0,0.0
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Sawtimber,19.0-20.9,0.0,0.0
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Sawtimber,21.0-22.9,0.0,0.0
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,03,01,652,southern magnolia,41,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,653,sweetbay,43,Non-coniferous,Pulpwood,05.0-06.9,44356069.71384936,38264179.37680572
AR,05,03,01,653,sweetbay,43,Non-coniferous,Pulpwood,07.0-08.9,31793490.18885217,27426952.375383846
AR,05,03,01,653,sweetbay,43,Non-coniferous,Pulpwood,09.0-10.9,84646870.44976422,73021416.35789958
AR,05,03,01,653,sweetbay,43,Non-coniferous,Pulpwood,11.0-12.9,103557971.18545747,89335254.69911475
AR,05,03,01,653,sweetbay,43,Non-coniferous,Sawtimber,13.0-14.9,76321635.6410135,724575189.2953125
AR,05,03,01,653,sweetbay,43,Non-coniferous,Sawtimber,15.0-16.9,69958733.1179378,664167661.843848
AR,05,03,01,653,sweetbay,43,Non-coniferous,Sawtimber,17.0-18.9,53679357.425892696,509616051.09018135
AR,05,03,01,653,sweetbay,43,Non-coniferous,Sawtimber,19.0-20.9,26233295.7752216,249051204.05931988
AR,05,03,01,653,sweetbay,43,Non-coniferous,Sawtimber,21.0-22.9,0.0,0.0
AR,05,03,01,653,sweetbay,43,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,03,01,653,sweetbay,43,Non-coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,03,01,653,sweetbay,43,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,762,black cherry,41,Non-coniferous,Pulpwood,05.0-06.9,137745182.99305564,118827173.47005002
AR,05,03,01,762,black cherry,41,Non-coniferous,Pulpwood,07.0-08.9,85104610.16242115,73416289.81233288
AR,05,03,01,762,black cherry,41,Non-coniferous,Pulpwood,09.0-10.9,106214386.62314479,91626836.38033046
AR,05,03,01,762,black cherry,41,Non-coniferous,Pulpwood,11.0-12.9,0.0,0.0
AR,05,03,01,762,black cherry,41,Non-coniferous,Sawtimber,13.0-14.9,101624836.9346377,964796349.5616006
AR,05,03,01,762,black cherry,41,Non-coniferous,Sawtimber,15.0-16.9,0.0,0.0
AR,05,03,01,762,black cherry,41,Non-coniferous,Sawtimber,17.0-18.9,0.0,0.0
AR,05,03,01,762,black cherry,41,Non-coniferous,Sawtimber,19.0-20.9,0.0,0.0
AR,05,03,01,762,black cherry,41,Non-coniferous,Sawtimber,21.0-22.9,0.0,0.0
AR,05,03,01,762,black cherry,41,Non-coniferous,Sawtimber,23.0-24.9,0.0,0.0
AR,05,03,01,762,black cherry,41,Non-coniferous,Sawtimber,25.0-26.9,0.0,0.0
AR,05,03,01,762,black cherry,41,Non-coniferous,Sawtimber,27.0-28.9,0.0,0.0
AR,05,03,01,802,white oak,25,Non-coniferous,Pulpwood,05.0-06.9,535569641.00887823,462014171.78169334
AR,05,03,01,802,white oak,25,Non-coniferous,Pulpwood,07.0-08.9,810639430.1849593,699305704.1937132
AR,05,03,01,802,white oak,25,Non-coniferous,Pulpwood,09.0-10.9,931215369.9783205,803321669.0558919
AR,05,03,01,802,white oak,25,Non-coniferous,Pulpwood,11.0-12.9,1249591083.5173786,1077971463.1126747
AR,05,03,01,802,white oak,25,Non-coniferous,Sawtimber,13.0-14.9,1081921839.7111208,10271448131.676966
AR,05,03,01,802,white oak,25,Non-coniferous,Sawtimber,15.0-16.9,817471120.8807695,7760830689.500266
AR,05,03,01,802,white oak,25,Non-coniferous,Sawtimber,17.0-18.9,1317537110.3474584,12508310299.112604
AR,05,03,01,802,white oak,25,Non-coniferous,Sawtimber,19.0-20.9,1117975780.265686,10613733652.456968
AR,05,03,01,802,white oak,25,Non-coniferous,Sawtimber,21.0-22.9,775966488.893878,7366797905.402364
AR,05,03,01,802,white oak,25,Non-coniferous,Sawtimber,23.0-24.9,458470792.9110689,4352587032.10227
AR,05,03,01,802,white oak,25,Non-coniferous,Sawtimber,25.0-26.9,806262249.9952841,7654416961.91929
AR,05,03,01,802,white oak,25,Non-coniferous,Sawtimber,27.0-28.9,198413091.1935814,1883675603.9463234
AR,05,03,01,812,southern red oak,28,Non-coniferous,Pulpwood,05.0-06.9,304378370.83153325,262574855.14504874
AR,05,03,01,812,southern red oak,28,Non-coniferous,Pulpwood,07.0-08.9,379322868.03994584,327226428.2665472
