stateAbbr,statecd,unitcd,priceRegion,spcd,spname,spgrpcd,spclass,Product,size_class_code,size_class_range,cuftPrice,value
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,70163461.3804846
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,617678237.6531591
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,0.0
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,553218717.1350812
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,567071530.4449308
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,915501984.6997954
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0
GA,13,01,02,409,mockernut hickory,29,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Pulpwood,0003,5.0-6.9,0.647196875,1472476.9871977936
GA,13,01,02,541,white ash,36,Non-coniferous,Pulpwood,0004,7.0-8.9,0.647196875,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Pulpwood,0005,9.0-10.9,0.647196875,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0
GA,13,01,02,541,white ash,36,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0
GA,13,01,02,544,green ash,36,Non-coniferous,Pulpwood,0003,5.0-6.9,0.647196875,178323997.38372332
GA,13,01,02,544,green ash,36,Non-coniferous,Pulpwood,0004,7.0-8.9,0.647196875,152555048.99439487
GA,13,01,02,544,green ash,36,Non-coniferous,Pulpwood,0005,9.0-10.9,0.647196875,95240346.25032878
GA,13,01,02,544,green ash,36,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,103174314.80486584
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,1242404015.430079
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,1324077222.3897994
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,837351030.8586063
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,376336061.04895353
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,533076168.8746471
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,661938691.9183149
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0
GA,13,01,02,544,green ash,36,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0
GA,13,01,02,611,sweetgum,34,Non-coniferous,Pulpwood,0003,5.0-6.9,0.647196875,1130364512.2314334
GA,13,01,02,611,sweetgum,34,Non-coniferous,Pulpwood,0004,7.0-8.9,0.647196875,1435488390.8519506
GA,13,01,02,611,sweetgum,34,Non-coniferous,Pulpwood,0005,9.0-10.9,0.647196875,1260742375.7855523
GA,13,01,02,611,sweetgum,34,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,1149474918.2011929
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,10099013239.765795
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,7671216354.962513
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,9389702616.806002
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,8983959749.05435
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,4452469565.399264
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,1966479956.5700097
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,2354398150.136398
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,2122582486.304683
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,927775751.1685948
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0
GA,13,01,02,611,sweetgum,34,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Pulpwood,0003,5.0-6.9,0.647196875,183214565.8692141
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Pulpwood,0004,7.0-8.9,0.647196875,330526784.17287326
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Pulpwood,0005,9.0-10.9,0.647196875,375580393.6968499
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,495188675.3533991
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,6516280430.827533
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,8866759466.979052
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,6921205907.781903
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,5599732726.380722
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,5175362218.433566
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,3963410957.747117
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,2407451594.590738
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,3569622895.209823
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,2733013619.3261743
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,1603785601.6034389
GA,13,01,02,621,yellow-poplar,39,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,1594210072.54212
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Pulpwood,0003,5.0-6.9,0.647196875,42705203.562863395
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Pulpwood,0004,7.0-8.9,0.647196875,48801513.097783
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Pulpwood,0005,9.0-10.9,0.647196875,49036404.177653834
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,36363869.79527785
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,1124498806.0737581
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,0.0
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,0.0
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,0.0
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,560837244.6196479
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0
GA,13,01,02,652,southern magnolia,41,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0
GA,13,01,02,653,sweetbay,43,Non-coniferous,Pulpwood,0003,5.0-6.9,0.647196875,318287558.68271977
GA,13,01,02,653,sweetbay,43,Non-coniferous,Pulpwood,0004,7.0-8.9,0.647196875,361702729.7006898
GA,13,01,02,653,sweetbay,43,Non-coniferous,Pulpwood,0005,9.0-10.9,0.647196875,364281608.9096153
GA,13,01,02,653,sweetbay,43,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,272990901.30914694
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,3510722158.56267
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,1739776487.4486022
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,1467156580.1984525
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,1416768967.6217916
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,1822127648.942849
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0
GA,13,01,02,653,sweetbay,43,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0
GA,13,01,02,762,black cherry,41,Non-coniferous,Pulpwood,0003,5.0-6.9,0.647196875,133736546.24108762
GA,13,01,02,762,black cherry,41,Non-coniferous,Pulpwood,0004,7.0-8.9,0.647196875,118518675.45182957
GA,13,01,02,762,black cherry,41,Non-coniferous,Pulpwood,0005,9.0-10.9,0.647196875,58286938.878402725
GA,13,01,02,762,black cherry,41,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,47714991.803249225
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,315096221.21441174
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,263290160.6172159
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,574063818.2098047
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,0.0
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0
GA,13,01,02,762,black cherry,41,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0
GA,13,01,02,802,white oak,25,Non-coniferous,Pulpwood,0003,5.0-6.9,0.647196875,4687670.536907332
GA,13,01,02,802,white oak,25,Non-coniferous,Pulpwood,0004,7.0-8.9,0.647196875,10485652.063501485
GA,13,01,02,802,white oak,25,Non-coniferous,Pulpwood,0005,9.0-10.9,0.647196875,32531041.225089826
GA,13,01,02,802,white oak,25,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,52426499.544972
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,750911800.724205
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,553071576.2819873
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,0.0
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,464639291.0766506
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,1949955323.4835827
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0
GA,13,01,02,802,white oak,25,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0
GA,13,01,02,812,southern red oak,28,Non-coniferous,Pulpwood,0003,5.0-6.9,0.647196875,60947621.42356292
GA,13,01,02,812,southern red oak,28,Non-coniferous,Pulpwood,0004,7.0-8.9,0.647196875,66436602.98402731
GA,13,01,02,812,southern red oak,28,Non-coniferous,Pulpwood,0005,9.0-10.9,0.647196875,86269769.23756054
GA,13,01,02,812,southern red oak,28,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,62674370.13084561
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,697514785.1943247
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,328550035.6942678
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,313380559.5446425
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,599229323.8985739
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0
GA,13,01,02,812,southern red oak,28,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0
GA,13,01,02,822,overcup oak,27,Non-coniferous,Pulpwood,0003,5.0-6.9,0.647196875,12402156.126854783
GA,13,01,02,822,overcup oak,27,Non-coniferous,Pulpwood,0004,7.0-8.9,0.647196875,26451770.403165746
GA,13,01,02,822,overcup oak,27,Non-coniferous,Pulpwood,0005,9.0-10.9,0.647196875,26741262.56032968
GA,13,01,02,822,overcup oak,27,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,119117187.14318095
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,1278111498.2136939
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,474153210.64971316
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,1278492129.4935637
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,1125822113.0311458
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,1393810278.9128895
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,524713114.70297647
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,1234092487.7921264
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,1263130257.7644842
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0
GA,13,01,02,822,overcup oak,27,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Pulpwood,0003,5.0-6.9,0.647196875,4793497.677035128
GA,13,01,02,837,black oak,28,Non-coniferous,Pulpwood,0004,7.0-8.9,0.647196875,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Pulpwood,0005,9.0-10.9,0.647196875,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Pulpwood,0006,11.0-12.9,0.647196875,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0007,13.0-14.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0008,15.0-16.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0009,17.0-18.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0010,19.0-20.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0
GA,13,01,02,837,black oak,28,Non-coniferous,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0
GA,13,02,02,68,eastern redcedar,9,Coniferous,Pulpwood,0003,5.0-6.9,0.7085365853658536,8059258.639016587
GA,13,02,02,68,eastern redcedar,9,Coniferous,Pulpwood,0004,7.0-8.9,0.7085365853658536,8505581.165685304
GA,13,02,02,68,eastern redcedar,9,Coniferous,Pulpwood,0005,9.0-10.9,0.7085365853658536,3106965.224994906
GA,13,02,02,68,eastern redcedar,9,Coniferous,Pulpwood,0006,11.0-12.9,0.7085365853658536,8739731.236873135
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0007,13.0-14.9,6.275304878048781,0.0
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0008,15.0-16.9,6.275304878048781,0.0
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0009,17.0-18.9,6.275304878048781,0.0
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0010,19.0-20.9,6.275304878048781,0.0
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0011,21.0-22.9,6.275304878048781,0.0
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0012,23.0-24.9,6.275304878048781,243529553.7794382
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0013,25.0-26.9,6.275304878048781,0.0
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0014,27.0-28.9,6.275304878048781,0.0
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0015,29.0-30.9,6.275304878048781,0.0
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0016,31.0-32.9,6.275304878048781,0.0
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0017,33.0-34.9,6.275304878048781,0.0
GA,13,02,02,68,eastern redcedar,9,Coniferous,Sawtimber,0018,35.0-36.9,6.275304878048781,0.0
GA,13,02,02,110,shortleaf pine,2,Coniferous,Pulpwood,0003,5.0-6.9,0.7085365853658536,14909036.66898368
GA,13,02,02,110,shortleaf pine,2,Coniferous,Pulpwood,0004,7.0-8.9,0.7085365853658536,38604894.68350041
GA,13,02,02,110,shortleaf pine,2,Coniferous,Pulpwood,0005,9.0-10.9,0.7085365853658536,39788375.16808748
GA,13,02,02,110,shortleaf pine,2,Coniferous,Pulpwood,0006,11.0-12.9,0.7085365853658536,38979903.83133342
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0007,13.0-14.9,6.275304878048781,262560935.87641948
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0008,15.0-16.9,6.275304878048781,579552555.8286792
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0009,17.0-18.9,6.275304878048781,724312608.0026914
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0010,19.0-20.9,6.275304878048781,1283400922.296984
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0011,21.0-22.9,6.275304878048781,374542646.7996897
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0012,23.0-24.9,6.275304878048781,0.0
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0013,25.0-26.9,6.275304878048781,0.0
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0014,27.0-28.9,6.275304878048781,0.0
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0015,29.0-30.9,6.275304878048781,0.0
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0016,31.0-32.9,6.275304878048781,0.0
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0017,33.0-34.9,6.275304878048781,0.0
GA,13,02,02,110,shortleaf pine,2,Coniferous,Sawtimber,0018,35.0-36.9,6.275304878048781,0.0
GA,13,02,02,111,slash pine,1,Coniferous,Pulpwood,0003,5.0-6.9,0.7085365853658536,860242008.3978072
GA,13,02,02,111,slash pine,1,Coniferous,Pulpwood,0004,7.0-8.9,0.7085365853658536,2035966540.9638813
GA,13,02,02,111,slash pine,1,Coniferous,Pulpwood,0005,9.0-10.9,0.7085365853658536,2884997322.6353946
GA,13,02,02,111,slash pine,1,Coniferous,Pulpwood,0006,11.0-12.9,0.7085365853658536,4196344486.8309703
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0007,13.0-14.9,6.275304878048781,31600660347.47959
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0008,15.0-16.9,6.275304878048781,23990084793.014477
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0009,17.0-18.9,6.275304878048781,14856867751.459122
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0010,19.0-20.9,6.275304878048781,6496780665.8441
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0011,21.0-22.9,6.275304878048781,6176950611.087612
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0012,23.0-24.9,6.275304878048781,0.0
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0013,25.0-26.9,6.275304878048781,3988087656.2398973
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0014,27.0-28.9,6.275304878048781,0.0
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0015,29.0-30.9,6.275304878048781,0.0
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0016,31.0-32.9,6.275304878048781,2563209635.0508447
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0017,33.0-34.9,6.275304878048781,1243588949.262843
GA,13,02,02,111,slash pine,1,Coniferous,Sawtimber,0018,35.0-36.9,6.275304878048781,0.0
GA,13,02,02,121,longleaf pine,1,Coniferous,Pulpwood,0003,5.0-6.9,0.7085365853658536,348085126.99957776
