stateAbbr,statecd,unitcd,priceRegion,spcd,spgrpcd,priceSpecies,Product,size_class_code,size_class_range,cuftPrice,volume,value
GA,13,01,02,822,27,Oak,Sawtimber,0010,19.0-20.9,8.025046875000001,140288540.4368614,1125822113.0311458
GA,13,01,02,822,27,Oak,Sawtimber,0011,21.0-22.9,8.025046875000001,173682509.3514347,1393810278.9128895
GA,13,01,02,822,27,Oak,Sawtimber,0012,23.0-24.9,8.025046875000001,65384429.8825951,524713114.70297647
GA,13,01,02,822,27,Oak,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0,0.0
GA,13,01,02,822,27,Oak,Sawtimber,0014,27.0-28.9,8.025046875000001,153780097.115274,1234092487.7921264
GA,13,01,02,822,27,Oak,Sawtimber,0015,29.0-30.9,8.025046875000001,157398489.683524,1263130257.7644842
GA,13,01,02,822,27,Oak,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0,0.0
GA,13,01,02,822,27,Oak,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0,0.0
GA,13,01,02,822,27,Oak,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Pulpwood,0003,5.0-6.9,0.647196875,7406552.56877612,4793497.677035128
GA,13,01,02,837,28,Oak,Pulpwood,0004,7.0-8.9,0.647196875,0.0,0.0
GA,13,01,02,837,28,Oak,Pulpwood,0005,9.0-10.9,0.647196875,0.0,0.0
GA,13,01,02,837,28,Oak,Pulpwood,0006,11.0-12.9,0.647196875,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0007,13.0-14.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0008,15.0-16.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0009,17.0-18.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0010,19.0-20.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0,0.0
GA,13,01,02,837,28,Oak,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0,0.0
GA,13,02,02,68,9,Pine,Pulpwood,0003,5.0-6.9,0.7085365853658536,11374513.05334527,8059258.639016587
GA,13,02,02,68,9,Pine,Pulpwood,0004,7.0-8.9,0.7085365853658536,12004434.691672891,8505581.165685304
GA,13,02,02,68,9,Pine,Pulpwood,0005,9.0-10.9,0.7085365853658536,4385045.58433016,3106965.224994906
GA,13,02,02,68,9,Pine,Pulpwood,0006,11.0-12.9,0.7085365853658536,12334904.6716626,8739731.236873135
GA,13,02,02,68,9,Pine,Sawtimber,0007,13.0-14.9,6.275304878048781,0.0,0.0
GA,13,02,02,68,9,Pine,Sawtimber,0008,15.0-16.9,6.275304878048781,0.0,0.0
GA,13,02,02,68,9,Pine,Sawtimber,0009,17.0-18.9,6.275304878048781,0.0,0.0
GA,13,02,02,68,9,Pine,Sawtimber,0010,19.0-20.9,6.275304878048781,0.0,0.0
GA,13,02,02,68,9,Pine,Sawtimber,0011,21.0-22.9,6.275304878048781,0.0,0.0
GA,13,02,02,68,9,Pine,Sawtimber,0012,23.0-24.9,6.275304878048781,38807605.1302802,243529553.7794382
GA,13,02,02,68,9,Pine,Sawtimber,0013,25.0-26.9,6.275304878048781,0.0,0.0
GA,13,02,02,68,9,Pine,Sawtimber,0014,27.0-28.9,6.275304878048781,0.0,0.0
GA,13,02,02,68,9,Pine,Sawtimber,0015,29.0-30.9,6.275304878048781,0.0,0.0
GA,13,02,02,68,9,Pine,Sawtimber,0016,31.0-32.9,6.275304878048781,0.0,0.0
GA,13,02,02,68,9,Pine,Sawtimber,0017,33.0-34.9,6.275304878048781,0.0,0.0
GA,13,02,02,68,9,Pine,Sawtimber,0018,35.0-36.9,6.275304878048781,0.0,0.0
GA,13,02,02,110,2,Pine,Pulpwood,0003,5.0-6.9,0.7085365853658536,21042013.887378,14909036.66898368
GA,13,02,02,110,2,Pine,Pulpwood,0004,7.0-8.9,0.7085365853658536,54485393.52920884,38604894.68350041
GA,13,02,02,110,2,Pine,Pulpwood,0005,9.0-10.9,0.7085365853658536,56155710.2200202,39788375.16808748
GA,13,02,02,110,2,Pine,Pulpwood,0006,11.0-12.9,0.7085365853658536,55014666.3368217,38979903.83133342
GA,13,02,02,110,2,Pine,Sawtimber,0007,13.0-14.9,6.275304878048781,41840347.3582401,262560935.87641948
GA,13,02,02,110,2,Pine,Sawtimber,0008,15.0-16.9,6.275304878048781,92354485.8921473,579552555.8286792
GA,13,02,02,110,2,Pine,Sawtimber,0009,17.0-18.9,6.275304878048781,115422696.120528,724312608.0026914
GA,13,02,02,110,2,Pine,Sawtimber,0010,19.0-20.9,6.275304878048781,204516106.7450861,1283400922.296984
GA,13,02,02,110,2,Pine,Sawtimber,0011,21.0-22.9,6.275304878048781,59685171.3308547,374542646.7996897
GA,13,02,02,110,2,Pine,Sawtimber,0012,23.0-24.9,6.275304878048781,0.0,0.0
GA,13,02,02,110,2,Pine,Sawtimber,0013,25.0-26.9,6.275304878048781,0.0,0.0
GA,13,02,02,110,2,Pine,Sawtimber,0014,27.0-28.9,6.275304878048781,0.0,0.0
GA,13,02,02,110,2,Pine,Sawtimber,0015,29.0-30.9,6.275304878048781,0.0,0.0
GA,13,02,02,110,2,Pine,Sawtimber,0016,31.0-32.9,6.275304878048781,0.0,0.0
GA,13,02,02,110,2,Pine,Sawtimber,0017,33.0-34.9,6.275304878048781,0.0,0.0
GA,13,02,02,110,2,Pine,Sawtimber,0018,35.0-36.9,6.275304878048781,0.0,0.0
GA,13,02,02,111,1,Pine,Pulpwood,0003,5.0-6.9,0.7085365853658536,1214110924.0726368,860242008.3978072
GA,13,02,02,111,1,Pine,Pulpwood,0004,7.0-8.9,0.7085365853658536,2873481176.5755296,2035966540.9638813
GA,13,02,02,111,1,Pine,Pulpwood,0005,9.0-10.9,0.7085365853658536,4071769026.783173,2884997322.6353946
GA,13,02,02,111,1,Pine,Pulpwood,0006,11.0-12.9,0.7085365853658536,5922551599.313934,4196344486.8309703
GA,13,02,02,111,1,Pine,Sawtimber,0007,13.0-14.9,6.275304878048781,5035717142.288931,31600660347.47959
GA,13,02,02,111,1,Pine,Sawtimber,0008,15.0-16.9,6.275304878048781,3822935340.8680696,23990084793.014477
GA,13,02,02,111,1,Pine,Sawtimber,0009,17.0-18.9,6.275304878048781,2367513298.585528,14856867751.459122
GA,13,02,02,111,1,Pine,Sawtimber,0010,19.0-20.9,6.275304878048781,1035293231.5002015,6496780665.8441
GA,13,02,02,111,1,Pine,Sawtimber,0011,21.0-22.9,6.275304878048781,984326774.7348475,6176950611.087612
GA,13,02,02,111,1,Pine,Sawtimber,0012,23.0-24.9,6.275304878048781,0.0,0.0
GA,13,02,02,111,1,Pine,Sawtimber,0013,25.0-26.9,6.275304878048781,635520940.2160454,3988087656.2398973
GA,13,02,02,111,1,Pine,Sawtimber,0014,27.0-28.9,6.275304878048781,0.0,0.0
GA,13,02,02,111,1,Pine,Sawtimber,0015,29.0-30.9,6.275304878048781,0.0,0.0
GA,13,02,02,111,1,Pine,Sawtimber,0016,31.0-32.9,6.275304878048781,408459777.630412,2563209635.0508447
GA,13,02,02,111,1,Pine,Sawtimber,0017,33.0-34.9,6.275304878048781,198171877.451398,1243588949.262843
GA,13,02,02,111,1,Pine,Sawtimber,0018,35.0-36.9,6.275304878048781,0.0,0.0
GA,13,02,02,121,1,Pine,Pulpwood,0003,5.0-6.9,0.7085365853658536,491273328.98391354,348085126.99957776
GA,13,02,02,121,1,Pine,Pulpwood,0004,7.0-8.9,0.7085365853658536,1024686802.7450141,726028088.2864063
GA,13,02,02,121,1,Pine,Pulpwood,0005,9.0-10.9,0.7085365853658536,658377172.2365223,466484313.499292
GA,13,02,02,121,1,Pine,Pulpwood,0006,11.0-12.9,0.7085365853658536,532285716.8712103,377143904.27094287
GA,13,02,02,121,1,Pine,Sawtimber,0007,13.0-14.9,6.275304878048781,782672423.529872,4911508077.291266
GA,13,02,02,121,1,Pine,Sawtimber,0008,15.0-16.9,6.275304878048781,720564801.9832593,4521763816.835801
GA,13,02,02,121,1,Pine,Sawtimber,0009,17.0-18.9,6.275304878048781,652588554.0228924,4095192136.4186563
GA,13,02,02,121,1,Pine,Sawtimber,0010,19.0-20.9,6.275304878048781,581010428.7717105,3646017577.8683286
GA,13,02,02,121,1,Pine,Sawtimber,0011,21.0-22.9,6.275304878048781,93887016.2298026,589169650.9323252
GA,13,02,02,121,1,Pine,Sawtimber,0012,23.0-24.9,6.275304878048781,465401463.9427662,2920536076.931084
GA,13,02,02,121,1,Pine,Sawtimber,0013,25.0-26.9,6.275304878048781,214660466.303992,1347059871.321667
GA,13,02,02,121,1,Pine,Sawtimber,0014,27.0-28.9,6.275304878048781,0.0,0.0
GA,13,02,02,121,1,Pine,Sawtimber,0015,29.0-30.9,6.275304878048781,0.0,0.0
GA,13,02,02,121,1,Pine,Sawtimber,0016,31.0-32.9,6.275304878048781,0.0,0.0
GA,13,02,02,121,1,Pine,Sawtimber,0017,33.0-34.9,6.275304878048781,0.0,0.0
GA,13,02,02,121,1,Pine,Sawtimber,0018,35.0-36.9,6.275304878048781,0.0,0.0
GA,13,02,02,131,2,Pine,Pulpwood,0003,5.0-6.9,0.7085365853658536,1064903078.351522,754522790.8807734
GA,13,02,02,131,2,Pine,Pulpwood,0004,7.0-8.9,0.7085365853658536,2366545378.800579,1676783981.808703
GA,13,02,02,131,2,Pine,Pulpwood,0005,9.0-10.9,0.7085365853658536,3375847600.4871674,2391911531.564688
GA,13,02,02,131,2,Pine,Pulpwood,0006,11.0-12.9,0.7085365853658536,4428664536.231049,3137870848.231999
GA,13,02,02,131,2,Pine,Sawtimber,0007,13.0-14.9,6.275304878048781,4285024308.8893285,26889833948.130806
GA,13,02,02,131,2,Pine,Sawtimber,0008,15.0-16.9,6.275304878048781,4088805566.3747,25658501516.064163
GA,13,02,02,131,2,Pine,Sawtimber,0009,17.0-18.9,6.275304878048781,3230112059.528919,20269937963.80602
GA,13,02,02,131,2,Pine,Sawtimber,0010,19.0-20.9,6.275304878048781,1987953364.6220224,12475013446.346064
GA,13,02,02,131,2,Pine,Sawtimber,0011,21.0-22.9,6.275304878048781,1857061326.8028219,11653626002.921488
GA,13,02,02,131,2,Pine,Sawtimber,0012,23.0-24.9,6.275304878048781,731362568.297528,4589523092.459762
GA,13,02,02,131,2,Pine,Sawtimber,0013,25.0-26.9,6.275304878048781,706951072.5589516,4436333514.171006
GA,13,02,02,131,2,Pine,Sawtimber,0014,27.0-28.9,6.275304878048781,239919412.9709227,1505567462.555031
GA,13,02,02,131,2,Pine,Sawtimber,0015,29.0-30.9,6.275304878048781,331083615.157469,2077650625.2396903
GA,13,02,02,131,2,Pine,Sawtimber,0016,31.0-32.9,6.275304878048781,0.0,0.0
GA,13,02,02,131,2,Pine,Sawtimber,0017,33.0-34.9,6.275304878048781,116137018.664544,728795199.7476553
GA,13,02,02,131,2,Pine,Sawtimber,0018,35.0-36.9,6.275304878048781,0.0,0.0
GA,13,02,02,221,8,Pine,Pulpwood,0003,5.0-6.9,0.7085365853658536,10028768.746162584,7105749.562829831
GA,13,02,02,221,8,Pine,Pulpwood,0004,7.0-8.9,0.7085365853658536,22513160.56475916,15951397.912347648
GA,13,02,02,221,8,Pine,Pulpwood,0005,9.0-10.9,0.7085365853658536,20878795.43934919,14793390.427148633
GA,13,02,02,221,8,Pine,Pulpwood,0006,11.0-12.9,0.7085365853658536,103470542.375175,73312664.78045936
GA,13,02,02,221,8,Pine,Sawtimber,0007,13.0-14.9,6.275304878048781,116504301.646559,731100012.4363183
GA,13,02,02,221,8,Pine,Sawtimber,0008,15.0-16.9,6.275304878048781,79156983.4785773,496734204.5547429
GA,13,02,02,221,8,Pine,Sawtimber,0009,17.0-18.9,6.275304878048781,151359699.5683588,949828261.04132
GA,13,02,02,221,8,Pine,Sawtimber,0010,19.0-20.9,6.275304878048781,63625558.076536894,399269774.96626794
GA,13,02,02,221,8,Pine,Sawtimber,0011,21.0-22.9,6.275304878048781,236814119.4109697,1486080798.7304845
GA,13,02,02,221,8,Pine,Sawtimber,0012,23.0-24.9,6.275304878048781,0.0,0.0
GA,13,02,02,221,8,Pine,Sawtimber,0013,25.0-26.9,6.275304878048781,119789846.444709,751717807.7351968
GA,13,02,02,221,8,Pine,Sawtimber,0014,27.0-28.9,6.275304878048781,88274465.5906032,553949184.5278615
GA,13,02,02,221,8,Pine,Sawtimber,0015,29.0-30.9,6.275304878048781,0.0,0.0
GA,13,02,02,221,8,Pine,Sawtimber,0016,31.0-32.9,6.275304878048781,0.0,0.0
GA,13,02,02,221,8,Pine,Sawtimber,0017,33.0-34.9,6.275304878048781,0.0,0.0
GA,13,02,02,221,8,Pine,Sawtimber,0018,35.0-36.9,6.275304878048781,0.0,0.0
GA,13,02,02,402,29,Oak,Pulpwood,0003,5.0-6.9,0.647196875,0.0,0.0
GA,13,02,02,402,29,Oak,Pulpwood,0004,7.0-8.9,0.647196875,7516733.73173165,4864806.581383812
GA,13,02,02,402,29,Oak,Pulpwood,0005,9.0-10.9,0.647196875,0.0,0.0
GA,13,02,02,402,29,Oak,Pulpwood,0006,11.0-12.9,0.647196875,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0007,13.0-14.9,8.025046875000001,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0008,15.0-16.9,8.025046875000001,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0009,17.0-18.9,8.025046875000001,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0010,19.0-20.9,8.025046875000001,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0,0.0
GA,13,02,02,402,29,Oak,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0,0.0
GA,13,02,02,403,29,Oak,Pulpwood,0003,5.0-6.9,0.647196875,25493044.694304958,16499018.860389499
GA,13,02,02,403,29,Oak,Pulpwood,0004,7.0-8.9,0.647196875,37578433.34482073,24320644.628163774
GA,13,02,02,403,29,Oak,Pulpwood,0005,9.0-10.9,0.647196875,42621185.7298462,27584298.213151056
GA,13,02,02,403,29,Oak,Pulpwood,0006,11.0-12.9,0.647196875,25155293.4276951,16280427.296112306
GA,13,02,02,403,29,Oak,Sawtimber,0007,13.0-14.9,8.025046875000001,127063598.9315229,1019691337.5316714
GA,13,02,02,403,29,Oak,Sawtimber,0008,15.0-16.9,8.025046875000001,0.0,0.0
GA,13,02,02,403,29,Oak,Sawtimber,0009,17.0-18.9,8.025046875000001,296773303.4347085,2381619671.3121343
GA,13,02,02,403,29,Oak,Sawtimber,0010,19.0-20.9,8.025046875000001,90867186.1171048,729213427.9891154
GA,13,02,02,403,29,Oak,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0,0.0
GA,13,02,02,403,29,Oak,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0,0.0
GA,13,02,02,403,29,Oak,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0,0.0
GA,13,02,02,403,29,Oak,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0,0.0
GA,13,02,02,403,29,Oak,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0,0.0
GA,13,02,02,403,29,Oak,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0,0.0
GA,13,02,02,403,29,Oak,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0,0.0
GA,13,02,02,403,29,Oak,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0,0.0
GA,13,02,02,404,29,Oak,Pulpwood,0003,5.0-6.9,0.647196875,15305945.90416868,9905960.358097019
GA,13,02,02,404,29,Oak,Pulpwood,0004,7.0-8.9,0.647196875,32516390.318496272,21044506.20041104
GA,13,02,02,404,29,Oak,Pulpwood,0005,9.0-10.9,0.647196875,26784034.0786202,17334543.155576497
GA,13,02,02,404,29,Oak,Pulpwood,0006,11.0-12.9,0.647196875,21817560.3641873,14120256.887825882
GA,13,02,02,404,29,Oak,Sawtimber,0007,13.0-14.9,8.025046875000001,0.0,0.0
GA,13,02,02,404,29,Oak,Sawtimber,0008,15.0-16.9,8.025046875000001,0.0,0.0
GA,13,02,02,404,29,Oak,Sawtimber,0009,17.0-18.9,8.025046875000001,44237084.6047982,355004677.56684643
GA,13,02,02,404,29,Oak,Sawtimber,0010,19.0-20.9,8.025046875000001,0.0,0.0
GA,13,02,02,404,29,Oak,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0,0.0
GA,13,02,02,404,29,Oak,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0,0.0
GA,13,02,02,404,29,Oak,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0,0.0
GA,13,02,02,404,29,Oak,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0,0.0
GA,13,02,02,404,29,Oak,Sawtimber,0015,29.0-30.9,8.025046875000001,97169762.5582582,779791899.3626422
GA,13,02,02,404,29,Oak,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0,0.0
GA,13,02,02,404,29,Oak,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0,0.0
GA,13,02,02,404,29,Oak,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0,0.0
GA,13,02,02,409,29,Oak,Pulpwood,0003,5.0-6.9,0.647196875,3661742.78998902,2369868.490734675
GA,13,02,02,409,29,Oak,Pulpwood,0004,7.0-8.9,0.647196875,8782123.55049014,5683762.917741124
GA,13,02,02,409,29,Oak,Pulpwood,0005,9.0-10.9,0.647196875,22678307.1277105,14677329.503344461
GA,13,02,02,409,29,Oak,Pulpwood,0006,11.0-12.9,0.647196875,0.0,0.0
GA,13,02,02,409,29,Oak,Sawtimber,0007,13.0-14.9,8.025046875000001,0.0,0.0
GA,13,02,02,409,29,Oak,Sawtimber,0008,15.0-16.9,8.025046875000001,0.0,0.0
GA,13,02,02,409,29,Oak,Sawtimber,0009,17.0-18.9,8.025046875000001,0.0,0.0
GA,13,02,02,409,29,Oak,Sawtimber,0010,19.0-20.9,8.025046875000001,61801764.539326,495962057.385804
GA,13,02,02,409,29,Oak,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0,0.0
GA,13,02,02,409,29,Oak,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0,0.0
GA,13,02,02,409,29,Oak,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0,0.0
GA,13,02,02,409,29,Oak,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0,0.0
GA,13,02,02,409,29,Oak,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0,0.0
GA,13,02,02,409,29,Oak,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0,0.0
GA,13,02,02,409,29,Oak,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0,0.0
GA,13,02,02,409,29,Oak,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0,0.0
GA,13,02,02,544,36,Oak,Pulpwood,0003,5.0-6.9,0.647196875,26716253.27098747,17290675.628691617
GA,13,02,02,544,36,Oak,Pulpwood,0004,7.0-8.9,0.647196875,35040560.27219999,22678141.10641698
GA,13,02,02,544,36,Oak,Pulpwood,0005,9.0-10.9,0.647196875,43148694.4539499,27925700.210926205
GA,13,02,02,544,36,Oak,Pulpwood,0006,11.0-12.9,0.647196875,40266901.4708086,26060612.79784023
GA,13,02,02,544,36,Oak,Sawtimber,0007,13.0-14.9,8.025046875000001,67112661.00482109,538582250.469674
GA,13,02,02,544,36,Oak,Sawtimber,0008,15.0-16.9,8.025046875000001,98146710.8777456,787631955.4209809
GA,13,02,02,544,36,Oak,Sawtimber,0009,17.0-18.9,8.025046875000001,74500282.4867014,597868259.1565204
GA,13,02,02,544,36,Oak,Sawtimber,0010,19.0-20.9,8.025046875000001,91567958.6948305,734837160.7740787
GA,13,02,02,544,36,Oak,Sawtimber,0011,21.0-22.9,8.025046875000001,96967582.9496154,778169398.5261145
GA,13,02,02,544,36,Oak,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0,0.0
GA,13,02,02,544,36,Oak,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0,0.0
GA,13,02,02,544,36,Oak,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0,0.0
GA,13,02,02,544,36,Oak,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0,0.0
GA,13,02,02,544,36,Oak,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0,0.0
GA,13,02,02,544,36,Oak,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0,0.0
GA,13,02,02,544,36,Oak,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0,0.0
GA,13,02,02,611,34,Oak,Pulpwood,0003,5.0-6.9,0.647196875,370090320.6673704,239521299.00367004
GA,13,02,02,611,34,Oak,Pulpwood,0004,7.0-8.9,0.647196875,432094850.06379056,279650436.6648788
GA,13,02,02,611,34,Oak,Pulpwood,0005,9.0-10.9,0.647196875,393378068.4549727,254593056.5975944
GA,13,02,02,611,34,Oak,Pulpwood,0006,11.0-12.9,0.647196875,166394926.3532319,107690276.35166684
GA,13,02,02,611,34,Oak,Sawtimber,0007,13.0-14.9,8.025046875000001,290384168.2860954,2330346562.253804
GA,13,02,02,611,34,Oak,Sawtimber,0008,15.0-16.9,8.025046875000001,322109851.1606059,2584946654.4631357
GA,13,02,02,611,34,Oak,Sawtimber,0009,17.0-18.9,8.025046875000001,212416485.8275922,1704652255.7892008
GA,13,02,02,611,34,Oak,Sawtimber,0010,19.0-20.9,8.025046875000001,321241253.4107965,2577976116.805396
GA,13,02,02,611,34,Oak,Sawtimber,0011,21.0-22.9,8.025046875000001,133937434.7340772,1074854192.0582228
GA,13,02,02,611,34,Oak,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0,0.0
GA,13,02,02,611,34,Oak,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0,0.0
GA,13,02,02,611,34,Oak,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0,0.0
GA,13,02,02,611,34,Oak,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0,0.0
GA,13,02,02,611,34,Oak,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0,0.0
GA,13,02,02,611,34,Oak,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0,0.0
GA,13,02,02,611,34,Oak,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0,0.0
GA,13,02,02,621,39,Oak,Pulpwood,0003,5.0-6.9,0.647196875,148328386.6822658,95997668.33455403
GA,13,02,02,621,39,Oak,Pulpwood,0004,7.0-8.9,0.647196875,180906719.10341004,117082263.27022977
GA,13,02,02,621,39,Oak,Pulpwood,0005,9.0-10.9,0.647196875,279760625.3495189,181060202.4742544
GA,13,02,02,621,39,Oak,Pulpwood,0006,11.0-12.9,0.647196875,351875699.1759597,227732852.8951212
GA,13,02,02,621,39,Oak,Sawtimber,0007,13.0-14.9,8.025046875000001,438270113.1890479,3517138202.2536654
GA,13,02,02,621,39,Oak,Sawtimber,0008,15.0-16.9,8.025046875000001,285820703.1402474,2293724540.5459456
GA,13,02,02,621,39,Oak,Sawtimber,0009,17.0-18.9,8.025046875000001,566490950.2925907,4546116430.361336
GA,13,02,02,621,39,Oak,Sawtimber,0010,19.0-20.9,8.025046875000001,282015043.388492,2263183942.647807
GA,13,02,02,621,39,Oak,Sawtimber,0011,21.0-22.9,8.025046875000001,406234123.4119188,3260047882.605184
GA,13,02,02,621,39,Oak,Sawtimber,0012,23.0-24.9,8.025046875000001,318438865.394089,2555486821.60938
GA,13,02,02,621,39,Oak,Sawtimber,0013,25.0-26.9,8.025046875000001,129728459.992033,1041076972.4576272
GA,13,02,02,621,39,Oak,Sawtimber,0014,27.0-28.9,8.025046875000001,138529400.701566,1111704934.1957252
GA,13,02,02,621,39,Oak,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0,0.0
GA,13,02,02,621,39,Oak,Sawtimber,0016,31.0-32.9,8.025046875000001,175301373.247361,1406801737.5619433
GA,13,02,02,621,39,Oak,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0,0.0
GA,13,02,02,621,39,Oak,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0,0.0
GA,13,02,02,652,41,Oak,Pulpwood,0003,5.0-6.9,0.647196875,44442958.910931505,28763344.122908276
GA,13,02,02,652,41,Oak,Pulpwood,0004,7.0-8.9,0.647196875,69967203.65883438,45282555.56048618
GA,13,02,02,652,41,Oak,Pulpwood,0005,9.0-10.9,0.647196875,53721962.008839,34768685.93098932
GA,13,02,02,652,41,Oak,Pulpwood,0006,11.0-12.9,0.647196875,49952256.9100611,32328944.5713887
GA,13,02,02,652,41,Oak,Sawtimber,0007,13.0-14.9,8.025046875000001,21517674.842925,172680349.25548142
GA,13,02,02,652,41,Oak,Sawtimber,0008,15.0-16.9,8.025046875000001,32675179.2696159,262219845.28769588
GA,13,02,02,652,41,Oak,Sawtimber,0009,17.0-18.9,8.025046875000001,0.0,0.0
GA,13,02,02,652,41,Oak,Sawtimber,0010,19.0-20.9,8.025046875000001,56670659.2840479,454784697.1916384
GA,13,02,02,652,41,Oak,Sawtimber,0011,21.0-22.9,8.025046875000001,0.0,0.0
GA,13,02,02,652,41,Oak,Sawtimber,0012,23.0-24.9,8.025046875000001,0.0,0.0
GA,13,02,02,652,41,Oak,Sawtimber,0013,25.0-26.9,8.025046875000001,0.0,0.0
GA,13,02,02,652,41,Oak,Sawtimber,0014,27.0-28.9,8.025046875000001,0.0,0.0
GA,13,02,02,652,41,Oak,Sawtimber,0015,29.0-30.9,8.025046875000001,0.0,0.0
GA,13,02,02,652,41,Oak,Sawtimber,0016,31.0-32.9,8.025046875000001,0.0,0.0
GA,13,02,02,652,41,Oak,Sawtimber,0017,33.0-34.9,8.025046875000001,0.0,0.0
GA,13,02,02,652,41,Oak,Sawtimber,0018,35.0-36.9,8.025046875000001,0.0,0.0
GA,13,02,02,653,43,Oak,Pulpwood,0003,5.0-6.9,0.647196875,190387223.13148522,123218015.85062495
GA,13,02,02,653,43,Oak,Pulpwood,0004,7.0-8.9,0.647196875,278226047.464954,180067028.46291992
GA,13,02,02,653,43,Oak,Pulpwood,0005,9.0-10.9,0.647196875,338388592.6537785,219004039.7011734
GA,13,02,02,653,43,Oak,Pulpwood,0006,11.0-12.9,0.647196875,320665223.65320396,207533530.66952968
