stateAbbr,statecd,unitcd,priceRegion,spcd,spname,spgrpcd,spclass,Product,size_class_code,size_class_range,volume
AL,01,04,01,653,sweetbay,43,Non-coniferous,Sawtimber,0008,15.0-16.9,142665267.33814
AL,01,04,01,653,sweetbay,43,Non-coniferous,Sawtimber,0009,17.0-18.9,107294296.0415458
AL,01,04,01,653,sweetbay,43,Non-coniferous,Sawtimber,0010,19.0-20.9,122501117.6415245
AL,01,04,01,653,sweetbay,43,Non-coniferous,Sawtimber,0011,21.0-22.9,0.0
AL,01,04,01,653,sweetbay,43,Non-coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,04,01,653,sweetbay,43,Non-coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,04,01,653,sweetbay,43,Non-coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,04,01,653,sweetbay,43,Non-coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,04,01,653,sweetbay,43,Non-coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,04,01,653,sweetbay,43,Non-coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,04,01,653,sweetbay,43,Non-coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,04,01,762,black cherry,41,Non-coniferous,Pulpwood,0003,5.0-6.9,245252008.72736531
AL,01,04,01,762,black cherry,41,Non-coniferous,Pulpwood,0004,7.0-8.9,168575375.24479002
AL,01,04,01,762,black cherry,41,Non-coniferous,Pulpwood,0005,9.0-10.9,94422601.15338674
AL,01,04,01,762,black cherry,41,Non-coniferous,Pulpwood,0006,11.0-12.9,115537222.50102931
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0007,13.0-14.9,20424803.9528156
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0008,15.0-16.9,0.0
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0009,17.0-18.9,0.0
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0010,19.0-20.9,0.0
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0011,21.0-22.9,0.0
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,04,01,762,black cherry,41,Non-coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,04,01,802,white oak,25,Non-coniferous,Pulpwood,0003,5.0-6.9,483997327.92599857
AL,01,04,01,802,white oak,25,Non-coniferous,Pulpwood,0004,7.0-8.9,676841181.8799139
AL,01,04,01,802,white oak,25,Non-coniferous,Pulpwood,0005,9.0-10.9,620372174.7298158
AL,01,04,01,802,white oak,25,Non-coniferous,Pulpwood,0006,11.0-12.9,937828062.2076075
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0007,13.0-14.9,823243310.5876166
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0008,15.0-16.9,1131551803.415699
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0009,17.0-18.9,840919252.026376
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0010,19.0-20.9,671882354.9317312
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0011,21.0-22.9,523159165.04520804
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0012,23.0-24.9,894680532.8298998
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0014,27.0-28.9,216498739.235572
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,04,01,802,white oak,25,Non-coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,04,01,812,southern red oak,28,Non-coniferous,Pulpwood,0003,5.0-6.9,213103778.16730666
AL,01,04,01,812,southern red oak,28,Non-coniferous,Pulpwood,0004,7.0-8.9,290003823.75657004
AL,01,04,01,812,southern red oak,28,Non-coniferous,Pulpwood,0005,9.0-10.9,352127041.4842243
AL,01,04,01,812,southern red oak,28,Non-coniferous,Pulpwood,0006,11.0-12.9,411540130.57343537
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0007,13.0-14.9,802239554.8676076
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0008,15.0-16.9,497451508.7753843
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0009,17.0-18.9,714626857.4379661
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0010,19.0-20.9,478398961.2315976
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0011,21.0-22.9,203769358.3782534
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0012,23.0-24.9,434047701.7195882
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0013,25.0-26.9,401966065.04844
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0014,27.0-28.9,407410188.130805
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,04,01,812,southern red oak,28,Non-coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,04,01,822,overcup oak,27,Non-coniferous,Pulpwood,0003,5.0-6.9,14301595.564161329
AL,01,04,01,822,overcup oak,27,Non-coniferous,Pulpwood,0004,7.0-8.9,35976267.37507923
AL,01,04,01,822,overcup oak,27,Non-coniferous,Pulpwood,0005,9.0-10.9,31289950.95914245
AL,01,04,01,822,overcup oak,27,Non-coniferous,Pulpwood,0006,11.0-12.9,40209274.2530763
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0007,13.0-14.9,46020865.2642957
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0008,15.0-16.9,67493992.4025916
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0009,17.0-18.9,0.0
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0010,19.0-20.9,0.0
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0011,21.0-22.9,126918669.617308
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0013,25.0-26.9,93052444.086378
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0014,27.0-28.9,169934934.081266
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,04,01,822,overcup oak,27,Non-coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Pulpwood,0003,5.0-6.9,117252242.36175832
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Pulpwood,0004,7.0-8.9,144021781.8182233
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Pulpwood,0005,9.0-10.9,131864870.11918753
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Pulpwood,0006,11.0-12.9,413728907.0317933
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0007,13.0-14.9,280776915.1495772
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0008,15.0-16.9,387728963.64375937
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0009,17.0-18.9,426645463.128366
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0010,19.0-20.9,210805339.84174788
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0011,21.0-22.9,167513416.38453072
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0012,23.0-24.9,138574948.1960678
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0013,25.0-26.9,57120695.2882519
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0016,31.0-32.9,188615496.681462
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,04,01,832,chestnut oak,27,Non-coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,04,01,837,black oak,28,Non-coniferous,Pulpwood,0003,5.0-6.9,46000305.34173259
AL,01,04,01,837,black oak,28,Non-coniferous,Pulpwood,0004,7.0-8.9,70990148.55473682
AL,01,04,01,837,black oak,28,Non-coniferous,Pulpwood,0005,9.0-10.9,90526722.8727301
AL,01,04,01,837,black oak,28,Non-coniferous,Pulpwood,0006,11.0-12.9,161446203.6304755
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0007,13.0-14.9,107603200.2275477
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0008,15.0-16.9,0.0
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0009,17.0-18.9,155397547.49356252
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0010,19.0-20.9,78195034.6417619
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0011,21.0-22.9,77821594.9403865
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,04,01,837,black oak,28,Non-coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,05,01,68,eastern redcedar,9,Coniferous,Pulpwood,0003,5.0-6.9,35426761.46698023
AL,01,05,01,68,eastern redcedar,9,Coniferous,Pulpwood,0004,7.0-8.9,31937500.52328044
AL,01,05,01,68,eastern redcedar,9,Coniferous,Pulpwood,0005,9.0-10.9,12291268.36641565
AL,01,05,01,68,eastern redcedar,9,Coniferous,Pulpwood,0006,11.0-12.9,38592681.14299049
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0007,13.0-14.9,12444606.6742473
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0008,15.0-16.9,11968362.6278795
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0009,17.0-18.9,75732390.9273138
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0010,19.0-20.9,0.0
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0011,21.0-22.9,0.0
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,05,01,68,eastern redcedar,9,Coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,05,01,110,shortleaf pine,2,Coniferous,Pulpwood,0003,5.0-6.9,165231554.25367185
AL,01,05,01,110,shortleaf pine,2,Coniferous,Pulpwood,0004,7.0-8.9,300057175.91718125
AL,01,05,01,110,shortleaf pine,2,Coniferous,Pulpwood,0005,9.0-10.9,584517043.9582667
AL,01,05,01,110,shortleaf pine,2,Coniferous,Pulpwood,0006,11.0-12.9,949375134.4011139
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0007,13.0-14.9,886290770.9018312
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0008,15.0-16.9,771295073.6278391
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0009,17.0-18.9,199537122.9247747
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0010,19.0-20.9,115243500.0426352
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0011,21.0-22.9,0.0
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,05,01,110,shortleaf pine,2,Coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Pulpwood,0003,5.0-6.9,6681459.75897793
AL,01,05,01,111,slash pine,1,Coniferous,Pulpwood,0004,7.0-8.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Pulpwood,0005,9.0-10.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Pulpwood,0006,11.0-12.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0007,13.0-14.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0008,15.0-16.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0009,17.0-18.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0010,19.0-20.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0011,21.0-22.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,05,01,111,slash pine,1,Coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,05,01,121,longleaf pine,1,Coniferous,Pulpwood,0003,5.0-6.9,200107259.5582263
AL,01,05,01,121,longleaf pine,1,Coniferous,Pulpwood,0004,7.0-8.9,359075483.4582452
AL,01,05,01,121,longleaf pine,1,Coniferous,Pulpwood,0005,9.0-10.9,501734387.767556
AL,01,05,01,121,longleaf pine,1,Coniferous,Pulpwood,0006,11.0-12.9,402597715.3562327
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0007,13.0-14.9,398900390.5160352
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0008,15.0-16.9,832434164.648353
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0009,17.0-18.9,580253845.6917865
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0010,19.0-20.9,123901754.4955853
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0011,21.0-22.9,38186867.5450205
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,05,01,121,longleaf pine,1,Coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,05,01,131,loblolly pine,2,Coniferous,Pulpwood,0003,5.0-6.9,4946753598.450736
AL,01,05,01,131,loblolly pine,2,Coniferous,Pulpwood,0004,7.0-8.9,11043302366.762558
AL,01,05,01,131,loblolly pine,2,Coniferous,Pulpwood,0005,9.0-10.9,14278993017.117537
AL,01,05,01,131,loblolly pine,2,Coniferous,Pulpwood,0006,11.0-12.9,11479369386.655607
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0007,13.0-14.9,10346026914.592163
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0008,15.0-16.9,7630525525.63192
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0009,17.0-18.9,6403924067.343997
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0010,19.0-20.9,3956189710.594234
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0011,21.0-22.9,2630529242.160418
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0012,23.0-24.9,1248119026.468679
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0013,25.0-26.9,1062434607.4553804
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0014,27.0-28.9,471448238.5762244
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0015,29.0-30.9,133451238.311901
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0016,31.0-32.9,239254840.999452
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0017,33.0-34.9,156563490.350792
AL,01,05,01,131,loblolly pine,2,Coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,05,01,132,Virginia pine,3,Coniferous,Pulpwood,0003,5.0-6.9,811217627.5084836
AL,01,05,01,132,Virginia pine,3,Coniferous,Pulpwood,0004,7.0-8.9,1142340379.554719
AL,01,05,01,132,Virginia pine,3,Coniferous,Pulpwood,0005,9.0-10.9,987937278.5591455
AL,01,05,01,132,Virginia pine,3,Coniferous,Pulpwood,0006,11.0-12.9,811635907.2634275
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0007,13.0-14.9,663815987.2128716
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0008,15.0-16.9,309882293.6962428
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0009,17.0-18.9,113049205.4953998
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0010,19.0-20.9,129133735.2435404
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0011,21.0-22.9,0.0
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,05,01,132,Virginia pine,3,Coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Pulpwood,0003,5.0-6.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Pulpwood,0004,7.0-8.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Pulpwood,0005,9.0-10.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Pulpwood,0006,11.0-12.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0007,13.0-14.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0008,15.0-16.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0009,17.0-18.9,40566623.4244263
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0010,19.0-20.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0011,21.0-22.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,05,01,318,sugar maple,31,Non-coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Pulpwood,0003,5.0-6.9,11161605.21692124
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Pulpwood,0004,7.0-8.9,4310996.97809212
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Pulpwood,0005,9.0-10.9,12418047.2612332
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Pulpwood,0006,11.0-12.9,12087740.6734567
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0007,13.0-14.9,0.0
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0008,15.0-16.9,0.0
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0009,17.0-18.9,40091175.2662368
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0010,19.0-20.9,0.0
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0011,21.0-22.9,0.0
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,05,01,402,bitternut hickory,29,Non-coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Pulpwood,0003,5.0-6.9,376416143.8170526
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Pulpwood,0004,7.0-8.9,572474293.2958659
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Pulpwood,0005,9.0-10.9,917868338.4006021
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Pulpwood,0006,11.0-12.9,985971762.5245609
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0007,13.0-14.9,1127196060.9785595
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0008,15.0-16.9,1063896125.8390099
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0009,17.0-18.9,344487642.6824889
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0010,19.0-20.9,284420092.1607835
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0011,21.0-22.9,315458404.077868
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0012,23.0-24.9,122133676.813082
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0013,25.0-26.9,113696998.740736
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0014,27.0-28.9,119556894.301364
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,05,01,403,pignut hickory,29,Non-coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Pulpwood,0003,5.0-6.9,2440824.18432998
AL,01,05,01,404,pecan,29,Non-coniferous,Pulpwood,0004,7.0-8.9,6648180.8017649
AL,01,05,01,404,pecan,29,Non-coniferous,Pulpwood,0005,9.0-10.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Pulpwood,0006,11.0-12.9,15612848.4990524
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0007,13.0-14.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0008,15.0-16.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0009,17.0-18.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0010,19.0-20.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0011,21.0-22.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0012,23.0-24.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0013,25.0-26.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0014,27.0-28.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0015,29.0-30.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0016,31.0-32.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0017,33.0-34.9,0.0
AL,01,05,01,404,pecan,29,Non-coniferous,Sawtimber,0018,35.0-36.9,0.0
AL,01,05,01,407,shagbark hickory,29,Non-coniferous,Pulpwood,0003,5.0-6.9,44023634.840929694
AL,01,05,01,407,shagbark hickory,29,Non-coniferous,Pulpwood,0004,7.0-8.9,72139253.1819562
AL,01,05,01,407,shagbark hickory,29,Non-coniferous,Pulpwood,0005,9.0-10.9,60282222.545745105
AL,01,05,01,407,shagbark hickory,29,Non-coniferous,Pulpwood,0006,11.0-12.9,73300775.138662
AL,01,05,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,0007,13.0-14.9,182065461.7209202
AL,01,05,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,0008,15.0-16.9,49565151.1959456
AL,01,05,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,0009,17.0-18.9,117198609.19556361
AL,01,05,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,0010,19.0-20.9,49231721.8966946
AL,01,05,01,407,shagbark hickory,29,Non-coniferous,Sawtimber,0011,21.0-22.9,0.0
