stateAbbr,statecd,unitcd,priceRegion,spcd,spgrpcd,species,spclass,sizerange,product,volume,value
MN,27,03,01,742,37,eastern cottonwood,Non-coniferous,09.0-10.9,Pulpwood,26124412.088221498,1503284.7737666904
MN,27,03,01,742,37,eastern cottonwood,Non-coniferous,11.0-12.9,Pulpwood,84694542.3367438,4873603.1067803055
MN,27,03,01,742,37,eastern cottonwood,Non-coniferous,13.0-14.9,Sawtimber,117596558.898524,536524498.9588137
MN,27,03,01,742,37,eastern cottonwood,Non-coniferous,15.0-16.9,Sawtimber,172779108.7144847,788290283.3371327
MN,27,03,01,742,37,eastern cottonwood,Non-coniferous,17.0-18.9,Sawtimber,65288962.3706167,297875449.3459556
MN,27,03,01,742,37,eastern cottonwood,Non-coniferous,19.0-20.9,Sawtimber,78213065.0032695,356840590.4557382
MN,27,03,01,742,37,eastern cottonwood,Non-coniferous,21.0-22.9,Sawtimber,51589369.5513368,235372198.89245814
MN,27,03,01,742,37,eastern cottonwood,Non-coniferous,23.0-24.9,Sawtimber,205435187.0461577,937280919.0238419
MN,27,03,01,742,37,eastern cottonwood,Non-coniferous,25.0-26.9,Sawtimber,166043694.6745173,757560518.1388841
MN,27,03,01,742,37,eastern cottonwood,Non-coniferous,27.0-28.9,Sawtimber,253138499.2902579,1154923305.3331828
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,05.0-06.9,Pulpwood,403834296.7559991,89151805.00501469
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,07.0-08.9,Pulpwood,594007525.9172099,131135080.76823743
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,09.0-10.9,Pulpwood,886847916.1206851,195783501.10977888
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,11.0-12.9,Pulpwood,1366365022.3957474,301643295.333827
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,13.0-14.9,Sawtimber,1558263118.2815518,5858767954.867522
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,15.0-16.9,Sawtimber,1348439486.5613213,5069871679.730054
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,17.0-18.9,Sawtimber,864018303.9002602,3248541720.5357995
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,19.0-20.9,Sawtimber,198092075.65071988,744787893.2124826
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,21.0-22.9,Sawtimber,0.0,0.0
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,25.0-26.9,Sawtimber,223811853.9177003,841489285.2617657
MN,27,03,01,743,37,bigtooth aspen,Non-coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,01,746,37,quaking aspen,Non-coniferous,05.0-06.9,Pulpwood,4777669103.622724,1054734151.4235289
MN,27,03,01,746,37,quaking aspen,Non-coniferous,07.0-08.9,Pulpwood,6579588578.716815,1452531899.085833
MN,27,03,01,746,37,quaking aspen,Non-coniferous,09.0-10.9,Pulpwood,6355715994.161943,1403109041.3332043
MN,27,03,01,746,37,quaking aspen,Non-coniferous,11.0-12.9,Pulpwood,6111994066.879009,1349304176.53812
MN,27,03,01,746,37,quaking aspen,Non-coniferous,13.0-14.9,Sawtimber,4527203832.136534,17021410842.42909
MN,27,03,01,746,37,quaking aspen,Non-coniferous,15.0-16.9,Sawtimber,3274105161.6803265,12310002192.231274
MN,27,03,01,746,37,quaking aspen,Non-coniferous,17.0-18.9,Sawtimber,1286929336.9520097,4838605413.332399
MN,27,03,01,746,37,quaking aspen,Non-coniferous,19.0-20.9,Sawtimber,533806118.67470753,2007007767.5024
MN,27,03,01,746,37,quaking aspen,Non-coniferous,21.0-22.9,Sawtimber,90768505.9310983,341272027.5679627
MN,27,03,01,746,37,quaking aspen,Non-coniferous,23.0-24.9,Sawtimber,112279525.572871,422149301.1652016
MN,27,03,01,746,37,quaking aspen,Non-coniferous,25.0-26.9,Sawtimber,0.0,0.0
MN,27,03,01,746,37,quaking aspen,Non-coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,01,762,41,black cherry,Non-coniferous,05.0-06.9,Pulpwood,343685695.76504785,0.0
MN,27,03,01,762,41,black cherry,Non-coniferous,07.0-08.9,Pulpwood,488282378.78330064,0.0
MN,27,03,01,762,41,black cherry,Non-coniferous,09.0-10.9,Pulpwood,431265156.9946791,0.0
MN,27,03,01,762,41,black cherry,Non-coniferous,11.0-12.9,Pulpwood,376300301.05783796,0.0
MN,27,03,01,762,41,black cherry,Non-coniferous,13.0-14.9,Sawtimber,331499747.6963283,3890020622.6478634
MN,27,03,01,762,41,black cherry,Non-coniferous,15.0-16.9,Sawtimber,179317218.7998496,2104217828.1422572
MN,27,03,01,762,41,black cherry,Non-coniferous,17.0-18.9,Sawtimber,161538663.9847875,1895593401.2699318
MN,27,03,01,762,41,black cherry,Non-coniferous,19.0-20.9,Sawtimber,37977552.7845787,445651812.87872595
MN,27,03,01,762,41,black cherry,Non-coniferous,21.0-22.9,Sawtimber,0.0,0.0
MN,27,03,01,762,41,black cherry,Non-coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,01,762,41,black cherry,Non-coniferous,25.0-26.9,Sawtimber,0.0,0.0
MN,27,03,01,762,41,black cherry,Non-coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,01,802,25,white oak,Non-coniferous,05.0-06.9,Pulpwood,78107315.10012464,0.0
MN,27,03,01,802,25,white oak,Non-coniferous,07.0-08.9,Pulpwood,167985024.89421776,0.0
MN,27,03,01,802,25,white oak,Non-coniferous,09.0-10.9,Pulpwood,369452067.0455639,0.0
MN,27,03,01,802,25,white oak,Non-coniferous,11.0-12.9,Pulpwood,400928790.350466,0.0
MN,27,03,01,802,25,white oak,Non-coniferous,13.0-14.9,Sawtimber,828736899.700731,14150013934.423897
MN,27,03,01,802,25,white oak,Non-coniferous,15.0-16.9,Sawtimber,757382491.9744143,12931694991.494543
MN,27,03,01,802,25,white oak,Non-coniferous,17.0-18.9,Sawtimber,876572893.1665369,14966774928.597794
MN,27,03,01,802,25,white oak,Non-coniferous,19.0-20.9,Sawtimber,422621881.7574332,7215927658.126036
MN,27,03,01,802,25,white oak,Non-coniferous,21.0-22.9,Sawtimber,331311658.8920382,5656879272.121666
MN,27,03,01,802,25,white oak,Non-coniferous,23.0-24.9,Sawtimber,59951372.4745591,1023621316.0162008
MN,27,03,01,802,25,white oak,Non-coniferous,25.0-26.9,Sawtimber,395765803.0193957,6757381781.256738
MN,27,03,01,802,25,white oak,Non-coniferous,27.0-28.9,Sawtimber,132305150.319611,2259003697.427487
MN,27,03,01,809,28,northern pin oak,Non-coniferous,05.0-06.9,Pulpwood,249178820.7816944,13428625.450481078
MN,27,03,01,809,28,northern pin oak,Non-coniferous,07.0-08.9,Pulpwood,385510374.0454759,20775740.105404135
MN,27,03,01,809,28,northern pin oak,Non-coniferous,09.0-10.9,Pulpwood,476027646.19743013,25653853.504908394
MN,27,03,01,809,28,northern pin oak,Non-coniferous,11.0-12.9,Pulpwood,953155849.8663964,51367017.72501171
MN,27,03,01,809,28,northern pin oak,Non-coniferous,13.0-14.9,Sawtimber,1393841472.6093318,16280597177.473059
MN,27,03,01,809,28,northern pin oak,Non-coniferous,15.0-16.9,Sawtimber,1539125509.7750447,17977569847.531464
MN,27,03,01,809,28,northern pin oak,Non-coniferous,17.0-18.9,Sawtimber,1530999687.6790154,17882657162.78145
MN,27,03,01,809,28,northern pin oak,Non-coniferous,19.0-20.9,Sawtimber,1014491075.6076791,11849640627.488537
MN,27,03,01,809,28,northern pin oak,Non-coniferous,21.0-22.9,Sawtimber,699283781.7213359,8167899855.66458
MN,27,03,01,809,28,northern pin oak,Non-coniferous,23.0-24.9,Sawtimber,1355773201.098214,15835945324.378933
MN,27,03,01,809,28,northern pin oak,Non-coniferous,25.0-26.9,Sawtimber,813223650.9977329,9498760753.834227
MN,27,03,01,809,28,northern pin oak,Non-coniferous,27.0-28.9,Sawtimber,678794546.787426,7928577818.697832
MN,27,03,01,823,25,bur oak,Non-coniferous,05.0-06.9,Pulpwood,675970287.0325718,36429066.36983912
MN,27,03,01,823,25,bur oak,Non-coniferous,07.0-08.9,Pulpwood,1508095563.4519582,81273562.50261348
MN,27,03,01,823,25,bur oak,Non-coniferous,09.0-10.9,Pulpwood,2440155936.169756,131503712.89500426
MN,27,03,01,823,25,bur oak,Non-coniferous,11.0-12.9,Pulpwood,3483617082.4457126,187737420.32451972
MN,27,03,01,823,25,bur oak,Non-coniferous,13.0-14.9,Sawtimber,4209227798.8041644,49165377531.96814
MN,27,03,01,823,25,bur oak,Non-coniferous,15.0-16.9,Sawtimber,3550791375.112256,41474590314.22513
MN,27,03,01,823,25,bur oak,Non-coniferous,17.0-18.9,Sawtimber,3331950629.722877,38918447387.12984
MN,27,03,01,823,25,bur oak,Non-coniferous,19.0-20.9,Sawtimber,2233981889.3959274,26093755967.052692
MN,27,03,01,823,25,bur oak,Non-coniferous,21.0-22.9,Sawtimber,2214339949.7144566,25864330660.07026
MN,27,03,01,823,25,bur oak,Non-coniferous,23.0-24.9,Sawtimber,1517910208.4390273,17729767079.5425
MN,27,03,01,823,25,bur oak,Non-coniferous,25.0-26.9,Sawtimber,1155943757.6254823,13501861615.929817
MN,27,03,01,823,25,bur oak,Non-coniferous,27.0-28.9,Sawtimber,1627257878.4406743,19006989348.05441
MN,27,03,01,833,26,northern red oak,Non-coniferous,05.0-06.9,Pulpwood,601259013.7708975,0.0
MN,27,03,01,833,26,northern red oak,Non-coniferous,07.0-08.9,Pulpwood,1211238319.5873158,0.0
MN,27,03,01,833,26,northern red oak,Non-coniferous,09.0-10.9,Pulpwood,2102438142.463321,0.0
MN,27,03,01,833,26,northern red oak,Non-coniferous,11.0-12.9,Pulpwood,3389627327.4183674,0.0
MN,27,03,01,833,26,northern red oak,Non-coniferous,13.0-14.9,Sawtimber,4587785730.802273,132238977375.38658
MN,27,03,01,833,26,northern red oak,Non-coniferous,15.0-16.9,Sawtimber,4985709611.241355,143708790943.44696
MN,27,03,01,833,26,northern red oak,Non-coniferous,17.0-18.9,Sawtimber,5539133388.8597145,159660755290.0202
MN,27,03,01,833,26,northern red oak,Non-coniferous,19.0-20.9,Sawtimber,4407203766.417449,127033857584.73068
MN,27,03,01,833,26,northern red oak,Non-coniferous,21.0-22.9,Sawtimber,2439675255.3091187,70321540677.90259
MN,27,03,01,833,26,northern red oak,Non-coniferous,23.0-24.9,Sawtimber,1597976810.2630143,46060307010.41703
MN,27,03,01,833,26,northern red oak,Non-coniferous,25.0-26.9,Sawtimber,1781215101.077402,51341993125.49002
MN,27,03,01,833,26,northern red oak,Non-coniferous,27.0-28.9,Sawtimber,1314004117.460186,37875038407.60153
MN,27,03,01,837,28,black oak,Non-coniferous,05.0-06.9,Pulpwood,24924664.55177081,1343228.0628611178
MN,27,03,01,837,28,black oak,Non-coniferous,07.0-08.9,Pulpwood,54345215.376835406,2928746.271580638
MN,27,03,01,837,28,black oak,Non-coniferous,09.0-10.9,Pulpwood,85122913.4713908,4587403.209771479
MN,27,03,01,837,28,black oak,Non-coniferous,11.0-12.9,Pulpwood,240268192.3356002,12948418.137694117
MN,27,03,01,837,28,black oak,Non-coniferous,13.0-14.9,Sawtimber,168321517.5749273,1966059180.8968368
MN,27,03,01,837,28,black oak,Non-coniferous,15.0-16.9,Sawtimber,167701965.8149262,1958822581.3025584
MN,27,03,01,837,28,black oak,Non-coniferous,17.0-18.9,Sawtimber,232922936.5219396,2720628261.8415737
MN,27,03,01,837,28,black oak,Non-coniferous,19.0-20.9,Sawtimber,61552141.8706388,718952367.8977338
MN,27,03,01,837,28,black oak,Non-coniferous,21.0-22.9,Sawtimber,151253139.56276298,1766694050.5361538
MN,27,03,01,837,28,black oak,Non-coniferous,23.0-24.9,Sawtimber,187569201.609288,2190879432.353464
MN,27,03,01,837,28,black oak,Non-coniferous,25.0-26.9,Sawtimber,101607280.218733,1186811579.3993657
MN,27,03,01,837,28,black oak,Non-coniferous,27.0-28.9,Sawtimber,83093574.1558625,970564469.096732
MN,27,03,01,951,38,American basswood,Non-coniferous,05.0-06.9,Pulpwood,1517993723.2127397,100537175.75670622
MN,27,03,01,951,38,American basswood,Non-coniferous,07.0-08.9,Pulpwood,2192565085.6436186,145214237.715578
MN,27,03,01,951,38,American basswood,Non-coniferous,09.0-10.9,Pulpwood,2990077263.681234,198033706.45605877
MN,27,03,01,951,38,American basswood,Non-coniferous,11.0-12.9,Pulpwood,3223612604.5263715,213500821.5362569
MN,27,03,01,951,38,American basswood,Non-coniferous,13.0-14.9,Sawtimber,2491159845.0765095,19914079224.19246
MN,27,03,01,951,38,American basswood,Non-coniferous,15.0-16.9,Sawtimber,2067658468.3733366,16528652157.402794
MN,27,03,01,951,38,American basswood,Non-coniferous,17.0-18.9,Sawtimber,1768500011.028417,14137209780.901674
MN,27,03,01,951,38,American basswood,Non-coniferous,19.0-20.9,Sawtimber,1075208137.9534774,8595104840.028599
MN,27,03,01,951,38,American basswood,Non-coniferous,21.0-22.9,Sawtimber,514428618.7708288,4112290220.814616
MN,27,03,01,951,38,American basswood,Non-coniferous,23.0-24.9,Sawtimber,428156396.1110331,3422638819.966198
MN,27,03,01,951,38,American basswood,Non-coniferous,25.0-26.9,Sawtimber,242815222.5773215,1941040270.379036
MN,27,03,01,951,38,American basswood,Non-coniferous,27.0-28.9,Sawtimber,414057015.0896312,3309929797.609726
MN,27,03,01,972,41,American elm,Non-coniferous,05.0-06.9,Pulpwood,1138753036.999911,0.0
MN,27,03,01,972,41,American elm,Non-coniferous,07.0-08.9,Pulpwood,1409705737.4077954,0.0
MN,27,03,01,972,41,American elm,Non-coniferous,09.0-10.9,Pulpwood,1353246609.1449518,0.0
MN,27,03,01,972,41,American elm,Non-coniferous,11.0-12.9,Pulpwood,997570223.7023206,0.0
MN,27,03,01,972,41,American elm,Non-coniferous,13.0-14.9,Sawtimber,911028427.9077177,3279611091.6268477
MN,27,03,01,972,41,American elm,Non-coniferous,15.0-16.9,Sawtimber,559572799.9989854,2014406033.0412195
MN,27,03,01,972,41,American elm,Non-coniferous,17.0-18.9,Sawtimber,481800847.9132174,1734434795.191117
MN,27,03,01,972,41,American elm,Non-coniferous,19.0-20.9,Sawtimber,172883694.7573922,622363985.0514159
MN,27,03,01,972,41,American elm,Non-coniferous,21.0-22.9,Sawtimber,181086494.3613103,651893242.0310094
MN,27,03,01,972,41,American elm,Non-coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,01,972,41,American elm,Non-coniferous,25.0-26.9,Sawtimber,126389457.699315,454989388.5170433
MN,27,03,01,972,41,American elm,Non-coniferous,27.0-28.9,Sawtimber,121961426.977064,439048921.42963225
MN,27,03,02,12,6,balsim fir,Coniferous,05.0-06.9,Pulpwood,212721691.30356395,12588764.980234275
MN,27,03,02,12,6,balsim fir,Coniferous,07.0-08.9,Pulpwood,204815846.04980165,12120900.949726509
MN,27,03,02,12,6,balsim fir,Coniferous,09.0-10.9,Pulpwood,141227845.5483833,8357794.380904472
MN,27,03,02,12,6,balsim fir,Coniferous,11.0-12.9,Pulpwood,75299894.6792169,4456210.701147116
MN,27,03,02,12,6,balsim fir,Coniferous,13.0-14.9,Sawtimber,20048373.6228639,78354461.2292068
MN,27,03,02,12,6,balsim fir,Coniferous,15.0-16.9,Sawtimber,42919373.8389275,167740509.86404577
MN,27,03,02,12,6,balsim fir,Coniferous,17.0-18.9,Sawtimber,0.0,0.0
MN,27,03,02,12,6,balsim fir,Coniferous,19.0-20.9,Sawtimber,0.0,0.0
MN,27,03,02,12,6,balsim fir,Coniferous,21.0-22.9,Sawtimber,0.0,0.0
MN,27,03,02,12,6,balsim fir,Coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,02,12,6,balsim fir,Coniferous,25.0-26.9,Sawtimber,0.0,0.0
MN,27,03,02,12,6,balsim fir,Coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,02,71,9,tamarack,Coniferous,05.0-06.9,Pulpwood,310137988.36251414,5070668.171260694
MN,27,03,02,71,9,tamarack,Coniferous,07.0-08.9,Pulpwood,307819432.7051087,5032760.443679898
MN,27,03,02,71,9,tamarack,Coniferous,09.0-10.9,Pulpwood,310256278.7971324,5072602.186325892
MN,27,03,02,71,9,tamarack,Coniferous,11.0-12.9,Pulpwood,117241262.060707,1916861.391371287
MN,27,03,02,71,9,tamarack,Coniferous,13.0-14.9,Sawtimber,91194680.9794712,565554369.0341189
MN,27,03,02,71,9,tamarack,Coniferous,15.0-16.9,Sawtimber,77229459.8664878,478947433.95691603
MN,27,03,02,71,9,tamarack,Coniferous,17.0-18.9,Sawtimber,36831020.5262929,228411836.64340332
MN,27,03,02,71,9,tamarack,Coniferous,19.0-20.9,Sawtimber,0.0,0.0
MN,27,03,02,71,9,tamarack,Coniferous,21.0-22.9,Sawtimber,0.0,0.0
MN,27,03,02,71,9,tamarack,Coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,02,71,9,tamarack,Coniferous,25.0-26.9,Sawtimber,0.0,0.0
MN,27,03,02,71,9,tamarack,Coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,02,91,9,Norway spruce,Coniferous,05.0-06.9,Pulpwood,5284273.20298335,312720.6869974368
MN,27,03,02,91,9,Norway spruce,Coniferous,07.0-08.9,Pulpwood,54104634.5974714,3201885.642762414
MN,27,03,02,91,9,Norway spruce,Coniferous,09.0-10.9,Pulpwood,44978802.9259726,2661823.4165847674
MN,27,03,02,91,9,Norway spruce,Coniferous,11.0-12.9,Pulpwood,156580117.87078,9266334.299870271
MN,27,03,02,91,9,Norway spruce,Coniferous,13.0-14.9,Sawtimber,10811934.7335192,42255962.34520033
MN,27,03,02,91,9,Norway spruce,Coniferous,15.0-16.9,Sawtimber,0.0,0.0
MN,27,03,02,91,9,Norway spruce,Coniferous,17.0-18.9,Sawtimber,0.0,0.0
MN,27,03,02,91,9,Norway spruce,Coniferous,19.0-20.9,Sawtimber,0.0,0.0
MN,27,03,02,91,9,Norway spruce,Coniferous,21.0-22.9,Sawtimber,0.0,0.0
MN,27,03,02,91,9,Norway spruce,Coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,02,91,9,Norway spruce,Coniferous,25.0-26.9,Sawtimber,0.0,0.0
MN,27,03,02,91,9,Norway spruce,Coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,02,94,6,white spruce,Coniferous,05.0-06.9,Pulpwood,84424510.986338,0.0
MN,27,03,02,94,6,white spruce,Coniferous,07.0-08.9,Pulpwood,164618175.30222416,0.0
MN,27,03,02,94,6,white spruce,Coniferous,09.0-10.9,Pulpwood,133027116.668829,0.0
MN,27,03,02,94,6,white spruce,Coniferous,11.0-12.9,Pulpwood,154614025.5472827,0.0
MN,27,03,02,94,6,white spruce,Coniferous,13.0-14.9,Sawtimber,159590251.1144399,933463327.5497482
MN,27,03,02,94,6,white spruce,Coniferous,15.0-16.9,Sawtimber,199449119.405374,1166602830.541958
MN,27,03,02,94,6,white spruce,Coniferous,17.0-18.9,Sawtimber,0.0,0.0
MN,27,03,02,94,6,white spruce,Coniferous,19.0-20.9,Sawtimber,0.0,0.0
MN,27,03,02,94,6,white spruce,Coniferous,21.0-22.9,Sawtimber,0.0,0.0
MN,27,03,02,94,6,white spruce,Coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,02,94,6,white spruce,Coniferous,25.0-26.9,Sawtimber,0.0,0.0
MN,27,03,02,94,6,white spruce,Coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,02,95,6,black spruce,Coniferous,05.0-06.9,Pulpwood,304660385.49628353,18029651.646230735
MN,27,03,02,95,6,black spruce,Coniferous,07.0-08.9,Pulpwood,259203225.8280096,15339519.313105116
MN,27,03,02,95,6,black spruce,Coniferous,09.0-10.9,Pulpwood,48892632.5413735,2893441.926662574
MN,27,03,02,95,6,black spruce,Coniferous,11.0-12.9,Pulpwood,15505743.0211152,917622.2393708313
MN,27,03,02,95,6,black spruce,Coniferous,13.0-14.9,Sawtimber,0.0,0.0
MN,27,03,02,95,6,black spruce,Coniferous,15.0-16.9,Sawtimber,0.0,0.0
MN,27,03,02,95,6,black spruce,Coniferous,17.0-18.9,Sawtimber,0.0,0.0
MN,27,03,02,95,6,black spruce,Coniferous,19.0-20.9,Sawtimber,0.0,0.0
MN,27,03,02,95,6,black spruce,Coniferous,21.0-22.9,Sawtimber,0.0,0.0
MN,27,03,02,95,6,black spruce,Coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,02,95,6,black spruce,Coniferous,25.0-26.9,Sawtimber,0.0,0.0
MN,27,03,02,95,6,black spruce,Coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,02,105,5,jack pine,Coniferous,05.0-06.9,Pulpwood,50160553.37879476,12306810.462215763
MN,27,03,02,105,5,jack pine,Coniferous,07.0-08.9,Pulpwood,136162568.1140734,33407265.369940154
MN,27,03,02,105,5,jack pine,Coniferous,09.0-10.9,Pulpwood,115872624.41125283,28429160.57205324
MN,27,03,02,105,5,jack pine,Coniferous,11.0-12.9,Pulpwood,220108479.909065,54003258.7541676
MN,27,03,02,105,5,jack pine,Coniferous,13.0-14.9,Sawtimber,52167294.135021,387404651.02363014
MN,27,03,02,105,5,jack pine,Coniferous,15.0-16.9,Sawtimber,72545924.67108661,538740394.6550803
MN,27,03,02,105,5,jack pine,Coniferous,17.0-18.9,Sawtimber,0.0,0.0
MN,27,03,02,105,5,jack pine,Coniferous,19.0-20.9,Sawtimber,0.0,0.0
MN,27,03,02,105,5,jack pine,Coniferous,21.0-22.9,Sawtimber,0.0,0.0
MN,27,03,02,105,5,jack pine,Coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,02,105,5,jack pine,Coniferous,25.0-26.9,Sawtimber,0.0,0.0
MN,27,03,02,105,5,jack pine,Coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,02,125,4,red pine,Coniferous,05.0-06.9,Pulpwood,245191174.0316174,70921359.64169157
MN,27,03,02,125,4,red pine,Coniferous,07.0-08.9,Pulpwood,863386190.5170692,249733795.5543015
MN,27,03,02,125,4,red pine,Coniferous,09.0-10.9,Pulpwood,1319200440.351393,381577718.85204375
MN,27,03,02,125,4,red pine,Coniferous,11.0-12.9,Pulpwood,1708830425.451827,494277894.17292017
MN,27,03,02,125,4,red pine,Coniferous,13.0-14.9,Sawtimber,1152319244.1636841,13152983583.12381
MN,27,03,02,125,4,red pine,Coniferous,15.0-16.9,Sawtimber,746775219.1774399,8523959178.737204
MN,27,03,02,125,4,red pine,Coniferous,17.0-18.9,Sawtimber,202520515.8495709,2311641529.642624
MN,27,03,02,125,4,red pine,Coniferous,19.0-20.9,Sawtimber,61970751.2845736,707356297.6650785
MN,27,03,02,125,4,red pine,Coniferous,21.0-22.9,Sawtimber,141900675.148447,1619705008.0650983
MN,27,03,02,125,4,red pine,Coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,02,125,4,red pine,Coniferous,25.0-26.9,Sawtimber,91715282.4300938,1046871004.0507064
MN,27,03,02,125,4,red pine,Coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,02,129,4,eastern white pine,Coniferous,05.0-06.9,Pulpwood,59267572.14682269,0.0
MN,27,03,02,129,4,eastern white pine,Coniferous,07.0-08.9,Pulpwood,126647718.40014845,0.0
MN,27,03,02,129,4,eastern white pine,Coniferous,09.0-10.9,Pulpwood,157380935.88635325,0.0
MN,27,03,02,129,4,eastern white pine,Coniferous,11.0-12.9,Pulpwood,310247081.01233053,0.0
MN,27,03,02,129,4,eastern white pine,Coniferous,13.0-14.9,Sawtimber,189759512.1368696,1569398920.4576526
MN,27,03,02,129,4,eastern white pine,Coniferous,15.0-16.9,Sawtimber,264157965.5754196,2184708536.2726536
MN,27,03,02,129,4,eastern white pine,Coniferous,17.0-18.9,Sawtimber,264504455.1919041,2187574165.6365633
MN,27,03,02,129,4,eastern white pine,Coniferous,19.0-20.9,Sawtimber,536106276.24916106,4433846829.1863365
MN,27,03,02,129,4,eastern white pine,Coniferous,21.0-22.9,Sawtimber,215725610.98751318,1784150566.0842695
MN,27,03,02,129,4,eastern white pine,Coniferous,23.0-24.9,Sawtimber,126960698.22506,1050023687.8309566
MN,27,03,02,129,4,eastern white pine,Coniferous,25.0-26.9,Sawtimber,79659652.7202889,658822166.9387524
MN,27,03,02,129,4,eastern white pine,Coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,02,130,3,Scotch pine,Coniferous,05.0-06.9,Pulpwood,11421302.18303561,186735.0522251239
MN,27,03,02,130,3,Scotch pine,Coniferous,07.0-08.9,Pulpwood,22188159.66489377,362770.1191513433
MN,27,03,02,130,3,Scotch pine,Coniferous,09.0-10.9,Pulpwood,41154601.117322,672866.059035022
MN,27,03,02,130,3,Scotch pine,Coniferous,11.0-12.9,Pulpwood,99004189.37443429,1618690.424004466
MN,27,03,02,130,3,Scotch pine,Coniferous,13.0-14.9,Sawtimber,102577411.534432,636145690.0163743
MN,27,03,02,130,3,Scotch pine,Coniferous,15.0-16.9,Sawtimber,26517038.9723397,164448486.28869754
MN,27,03,02,130,3,Scotch pine,Coniferous,17.0-18.9,Sawtimber,32125352.7757319,199229093.45082816
MN,27,03,02,130,3,Scotch pine,Coniferous,19.0-20.9,Sawtimber,43439692.4420695,269396280.4216748
MN,27,03,02,130,3,Scotch pine,Coniferous,21.0-22.9,Sawtimber,47681679.8855165,295703456.5229803
MN,27,03,02,130,3,Scotch pine,Coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,02,130,3,Scotch pine,Coniferous,25.0-26.9,Sawtimber,0.0,0.0
MN,27,03,02,130,3,Scotch pine,Coniferous,27.0-28.9,Sawtimber,0.0,0.0
MN,27,03,02,313,41,boxelder,Non-coniferous,05.0-06.9,Pulpwood,602853576.8922226,0.0
MN,27,03,02,313,41,boxelder,Non-coniferous,07.0-08.9,Pulpwood,901202887.6259495,0.0
MN,27,03,02,313,41,boxelder,Non-coniferous,09.0-10.9,Pulpwood,938165437.4319861,0.0
MN,27,03,02,313,41,boxelder,Non-coniferous,11.0-12.9,Pulpwood,928150637.4456329,0.0
MN,27,03,02,313,41,boxelder,Non-coniferous,13.0-14.9,Sawtimber,610491590.3562198,3963362278.891775
MN,27,03,02,313,41,boxelder,Non-coniferous,15.0-16.9,Sawtimber,422982809.4223521,2746039647.337362
MN,27,03,02,313,41,boxelder,Non-coniferous,17.0-18.9,Sawtimber,272105995.2993329,1766534796.9828777
MN,27,03,02,313,41,boxelder,Non-coniferous,19.0-20.9,Sawtimber,165406704.81892228,1073834111.5765119
MN,27,03,02,313,41,boxelder,Non-coniferous,21.0-22.9,Sawtimber,65881643.428625196,427709119.2755872
MN,27,03,02,313,41,boxelder,Non-coniferous,23.0-24.9,Sawtimber,0.0,0.0
MN,27,03,02,313,41,boxelder,Non-coniferous,25.0-26.9,Sawtimber,8703369.47097278,56502999.88634454
MN,27,03,02,313,41,boxelder,Non-coniferous,27.0-28.9,Sawtimber,53698238.199603,348613437.24500597
MN,27,03,02,316,32,red maple,Non-coniferous,05.0-06.9,Pulpwood,1523793090.8681388,0.0
MN,27,03,02,316,32,red maple,Non-coniferous,07.0-08.9,Pulpwood,2152719744.7726836,0.0
MN,27,03,02,316,32,red maple,Non-coniferous,09.0-10.9,Pulpwood,1998013677.9984016,0.0
MN,27,03,02,316,32,red maple,Non-coniferous,11.0-12.9,Pulpwood,1502853025.329455,0.0
